player,mu_generic,sigma_generic,ATP
Giron M.,2.0069728428697182,0.2615186862671839,1
Mcdonald M.,2.277033745484987,0.2531247817508808,1
Kecmanovic M.,1.8495474760892285,0.2751142870952773,1
Nishioka Y.,2.1039261830570064,0.29338255567398847,1
Popyrin A.,2.3582417053753706,0.2817268735506387,1
Halys Q.,2.3416143450863185,0.33551633741459047,1
Safiullin R.,2.482901153975393,0.29137624946711604,1
Draper J.,3.1719494796790006,0.3573828824234094,1
Kokkinakis T.,2.6907033041826405,0.34847904491836557,1
Medvedev D.,4.465758798659493,0.23625352280206452,1
Khachanov K.,3.301263384494718,0.27661774396418704,1
Djokovic N.,5.475951060396596,0.3284684943357863,1
Sinner J.,4.659006891101281,0.2599686448340404,1
Shapovalov D.,2.6434399709819747,0.37242749900089034,1
Bautista Agut R.,2.184597435494377,0.30540611187261985,1
Korda S.,3.1262897727211403,0.2875835303119331,1
Bonzi B.,1.9432748550153662,0.35590003561163647,1
Carballes Baena R.,1.6968298455166964,0.30028194986687434,1
Mmoh M.,2.1831771095815067,0.39324672948013933,1
Griekspoor T.,2.771120470890121,0.2609276348073082,1
Djere L.,2.5016948396163277,0.26314893632026903,1
Cecchinato M.,1.4068660540725992,0.3580918376221187,1
Krajinovic F.,0.5952496770571835,0.5751331544972604,1
Van Rijthoven T.,0.5465341967053975,1.09262089811892,1
Marterer M.,2.1381047499840644,0.5149994457886816,1
Martinez P.,1.170135374555833,0.49520091602138017,1
Karatsev A.,2.3559750606080683,0.2909320680751673,1
Cobolli F.,1.4727209306746496,0.6742098157527854,1
Van De Zandschulp B.,2.124334631200873,0.27437512521190466,1
Cilic M.,1.4552322794048367,1.2172673597328467,1
Davidovich Fokina A.,2.720546551485383,0.2594731117211334,1
Paul T.,2.985015167213864,0.23892707751577746,1
Millman J.,1.9246488671955546,1.034373590857245,1
Haase R.,2.007324154830276,1.2128533698113395,1
Huesler M.A.,0.2988888687503363,0.39958733506351335,1
Kwon S.W.,2.3496113071284586,0.5720903736764792,1
Ymer M.,1.6033889277950242,0.37689335740527996,1
Kubler J.,1.5384110935149768,0.3721716166968729,1
Lestienne C.,-0.1867510299480193,0.5099983562092447,1
Goffin D.,1.5530164557686554,0.4477178171814389,1
Brooksby J.,3.2634454090893765,0.7080452967181382,1
Gasquet R.,1.268296330697399,0.32966095145122093,1
Wolf J.J.,2.1913793436819793,0.2647655885148531,1
Barrere G.,2.147323867389623,0.2916731205534031,1
Eubanks C.,2.0934848798584245,0.2965591947637684,1
Lehecka J.,2.5939991527235198,0.260740448545948,1
Shelton B.,2.5476408811670885,0.26527716155710257,1
Norrie C.,2.7519049785882226,0.2701928357439607,1
Moutet C.,0.6284533467536824,0.4490871411387056,1
Watanuki Y.,1.621407505862577,0.47366166316016056,1
Etcheverry T.,2.409991475902581,0.2585941456742563,1
Cerundolo F.,2.7531062056314757,0.24706151753432448,1
Shang J.,1.4152394712181844,0.543354913955688,1
Hurkacz H.,3.423649332807324,0.24739652227985395,1
Tiafoe F.,2.848122211040685,0.26334841136936354,1
Nadal R.,2.4881811492370556,1.1502940666874122,1
Daniel T.,1.3475665233201877,0.38478260978770623,1
Sonego L.,2.3041323490953727,0.26234936766183814,1
Svrcina D.,1.3394800357396512,1.011218867790194,1
Fucsovics M.,2.53411449093722,0.3045317023136765,1
Molcan A.,1.9482938720755492,0.35192737320619827,1
Hijikata R.,2.0228182116688393,0.39496757392375015,1
Auger-Aliassime F.,2.4246451673910525,0.2921618488297807,1
Tsitsipas S.,3.624135952173438,0.24615193313997377,1
Harris L.,1.4045762353658915,0.4385123299955719,1
Rublev A.,3.655838096787197,0.22363575316462272,1
Chardy J.,0.06981991437344784,0.9913579442627558,1
Evans D.,2.114905382104088,0.30785662429813065,1
Dimitrov G.,3.779465419726974,0.2579596632541373,1
Schwartzman D.,1.5659999890531862,0.32032707740855904,1
Jarry N.,3.2050651504007672,0.2703831872158565,1
Carreno Busta P.,0.6650259244084811,0.9604795288070692,1
Fritz T.,3.4292615815900236,0.24340125338773483,1
Rune H.,3.0083769733729526,0.2429376630401312,1
Murray A.,2.1234125467072786,0.3412302675941106,1
Zverev A.,3.6645553236798474,0.22599207986266642,1
De Minaur A.,3.214335377191017,0.2477249944948485,1
Ruud C.,2.864066184801312,0.25248600707479674,1
Ruusuvuori E.,2.6908095868773687,0.28600560062656677,1
Humbert U.,2.709701561402699,0.2613462977577119,1
Kudla D.,1.5532247231737457,0.6361771488240737,1
Mannarino A.,2.821018471868363,0.2420236721335451,1
Holt B.,0.6861321008967332,0.9970025879488603,1
Couacaud E.,0.534756736040314,1.0793552181465131,1
Cressy M.,1.0601189934792383,0.3815814746738424,1
Zapata Miralles B.,1.6189530864800719,0.31432561680019494,1
Lajovic D.,2.4218939055577406,0.2797854768901564,1
Cerundolo J.M.,1.4042482968653662,0.4547495487915211,1
Darderi L.,0.879263081792581,1.1058387917329193,1
Coria F.,1.2459660640936676,0.4392499123967406,1
Barrios M.,1.1566704953559483,0.6664431628574159,1
Garin C.,2.1291872833378327,0.33095548968026023,1
Delbonis F.,1.8938335175932375,1.3532262985569148,1
Pella G.,1.160997944979343,0.40487107337977535,1
Sousa J.,0.7687495966196056,0.5952538244454807,1
Dellien H.,0.8227002198247655,0.47293023433287945,1
Baez S.,2.3702874055404357,0.2579022318005112,1
Ramos-Vinolas A.,1.1991107814341462,0.3178044501452534,1
Sock J.,1.2346293336049075,0.8089961041516681,1
Thompson J.,2.089445329350024,0.2931709966251514,1
Albot R.,0.8997532860629714,0.48005663051676517,1
Wu Y.,1.9488574125430085,0.3596967819657474,1
Isner J.,1.6275346741005017,0.40035638073750457,1
Gomez E.,0.7907774873216034,0.6722175912186161,1
Altmaier D.,1.3095126512081474,0.33270483919344324,1
Otte O.,1.3571931304103284,0.445137486341256,1
Fils A.,2.695520831954923,0.31568549794200346,1
Basilashvili N.,-0.46625714611447966,0.9732970107052575,1
Rinderknech A.,1.2318297721732079,0.3390357621955425,1
Coric B.,2.181017808126876,0.30976060454533916,1
Cachin P.,1.5930561400602588,0.31800257654924513,1
Munar J.,1.6299204019691083,0.3323396510601379,1
Ugo Carabelli C.,0.7887371951510977,1.1316868808017684,1
Diaz Acosta F.,1.2048684027823067,0.7522884509584019,1
Varillas J. P.,2.025214670902489,0.5739875901163798,1
Thiem D.,1.8252786531559637,0.31064437184458704,1
Alcaraz C.,4.772896172509589,0.26459126236281255,1
Musetti L.,2.632069528297805,0.26450666279484697,1
Borges N.,0.8688873587963969,0.4414494954428291,1
Vukic A.,1.4648264214762412,0.3574989088158803,1
Pecotic M.,1.47982859801493,1.2927231764429088,1
Wawrinka S.,2.5408845960535573,0.2879650698668838,1
Brouwer G.,1.8704473812267386,0.4774088115406845,1
O Connell C.,1.8240116873874497,0.3031589949709667,1
Broady L.,1.4523089918144818,0.5681992964240654,1
Muller A.,1.3948643289822915,0.42617632509667924,1
Bublik A.,2.371227257342947,0.27522341286832863,1
Ritschard A.,1.1738833960846258,0.9037880014108935,1
Riedi L.,0.9965361896617535,1.0436774106135542,1
Monteiro T.,0.9938603047530453,0.4046452119435625,1
Galan D.E.,0.6937264893485664,0.3664641984622928,1
Varillas J.P.,1.5893783400050598,0.3982582149161363,1
Fognini F.,1.7529002196166554,0.40591968072789747,1
Lopez F.,0.9576402664780468,0.7098499912906389,1
Berrettini M.,2.7028909932443796,0.4291036744099971,1
Ymer E.,0.8283205331085923,0.5694173690749467,1
Nakashima B.,1.8424873046187318,0.31726384947426456,1
Berrettini J.,-2.586100264827345,2.6021311741085245,1
Kotov P.,2.033103116946818,0.3481413089583876,1
Hanfmann Y.,2.2695505496450963,0.289424037569951,1
Bonadio R.,0.724431724523157,1.1243707689135725,1
Ivashka I.,1.3174391453456193,0.3712835541433751,1
Tabilo A.,1.3329652126840845,0.7088147219497735,1
Wu T.L.,1.1111471367685073,1.0290758760705674,1
Struff J.L.,2.6346623203982267,0.30285677256108573,1
Bagnis F.,-0.12299330309630963,0.6869923104126617,1
Nava E.,0.5867735541503669,0.9455413902999059,1
Kovacevic A.,0.7552079949435764,0.5870375699532554,1
Van Assche L.,0.5665443446830626,0.43503508963485493,1
Rodionov J.,0.8793686418172776,0.6171662434257745,1
Johnson S.,-0.004202453720259473,1.0045256227252508,1
Machac T.,1.8845229380295496,0.5836442602893824,1
Purcell M.,1.435224513766878,0.3632033651422641,1
Gaston H.,0.9958349891879669,0.5079473780784695,1
Passaro F.,0.4122865256061289,0.8382885273830453,1
Vavassori A.,1.4728937742631871,0.6172690529458303,1
Kuzmanov D.,0.967359796434133,1.1505069583582348,1
Gakhov I.,3.243051030386899,1.5235255911422434,1
Nardi L.,-1.8962008872402418,1.5404190506211461,1
Kovalik J.,2.002018455905994,0.7498206941669664,1
Shevchenko A.,2.2843828019085803,0.32574222164621647,1
Arnaldi M.,2.3168870449922565,0.34801308819426563,1
Shelbayh A.,0.5247585064134653,0.7201672300232389,1
Dzumhur D.,0.882598405055646,1.0139337567243494,1
Grenier H.,1.407631800384575,0.7672708566741487,1
Zhang Zh.,2.211528407027302,0.3038749158293013,1
Marozsan F.,2.720077906967151,0.4253829752579467,1
Llamas Ruiz P.,1.7555919190713456,1.259510200042184,1
Ofner S.,2.1772663136689645,0.3636453688283169,1
Pouille L.,1.6169303555206118,1.3326362929469884,1
Tirante T.A.,1.7168913294698458,1.017523414577537,1
Olivieri G.,2.2966986885314604,1.1773080862899903,1
Zeppieri G.,0.6845407412618257,0.9168484862873865,1
Seyboth Wild T.,1.369551121953247,0.6544625856774487,1
Monfils G.,2.8915710124302856,0.3675695838358086,1
Raonic M.,2.0388270090789113,0.6740108330081138,1
Peniston R.,0.7058667173605324,0.9092048016371629,1
Choinski J.,0.8783280772995111,0.8864605102377916,1
Stricker D.,2.564551661548513,0.49892039959337436,1
Mayot H.,0.5117809670400001,0.886681177994319,1
Vesely J.,1.0933128479708332,0.7392711426524246,1
Misolic F.,1.6550498648554184,0.6628510442689886,1
Borg L.,0.5439800225237338,1.1096824000618055,1
Bergs Z.,1.04643053972292,0.7023738552822015,1
Medjedovic H.,1.9828018715349969,0.4782993771971836,1
Michelsen A.,2.1490125400297138,0.5347064500121236,1
Duckworth J.,-0.7421659374294718,0.9264401005010973,1
Quinn E.,-1.51688400769788,1.7087558510419316,1
Anderson K.,1.695720772193049,0.9407354524397598,1
Tu L.,0.5247239310234044,0.9633862434402093,1
Nishikori K.,2.913396232570458,1.1206044814410778,1
Koepfer D.,0.719724782525651,0.6091275696310888,1
Prizmic D.,1.259397699418472,0.7916080005535164,1
Piros Z.,0.979172792468869,1.0646560554487567,1
Andreozzi G.,1.367306857651806,1.1156996538460489,1
Meligeni Alves F.,0.6551255698073246,0.9221284209275115,1
Jung J.,-1.1795549882738219,1.8622044525029753,1
Gojo B.,1.8616819387603083,0.488657081287597,1
Shimabukuro S.,0.9391922753750713,0.7309885874484362,1
Svajda Z.,0.6652604792250665,1.0189864087025744,1
Diallo G.,0.3399787341275458,0.9118215146113194,1
Krueger M.,2.1536006147473947,1.2404245789048918,1
Kumar O.,1.3048671841528956,0.848075630063352,1
Mensik J.,3.2582104263735006,1.1222266340740799,1
Droguet T.,2.621416784450772,1.3320522523979144,1
Hsu Y.,2.560993068579331,0.7352150439602521,1
Sekulic P.,0.8791672609202222,1.1333110426461552,1
Polmans M.,1.598579766144249,1.4275150876219669,1
Coppejans K.,1.0356087719315166,1.1711897812310395,1
Bolt A.,1.2606174794003928,1.0941637613623534,1
Gerasimov E.,1.8867869035829072,1.2647393196813421,1
Kachmazov A.,0.7676937139183148,1.147690171324633,1
Sweeny D.,0.8225358841730691,1.146263285602236,1
Tseng C.H.,0.8666840394667447,0.9282868107377009,1
Kukushkin M.,0.6865878387856625,1.0411426619907735,1
Zhukayev B.,-1.0065594109911773,1.9148255280946684,1
Atmane T.,1.2074120430511495,0.9662048405569752,1
Lajal M.,2.0262739619908463,1.2856555543313468,1
Mpetshi G.,0.4559527184248423,0.9343154064032095,1
Mochizuki S.,1.306032833524625,0.7053164404838006,1
Herbert P.H.,2.330651908021469,1.0813999791760798,1
Valkusz M.,1.753643068253251,1.2688734747853152,1
Harris B.,1.2276570810440584,1.4359229487704925,1
Ilkel C.,2.5860604515132977,1.1737576527558287,1
Edmund K.,-3.606567631235057,2.1019057574721405,1
Dhamne M.,-2.1224752926089443,2.8907567801057885,1
Nagal S.,-2.836664007282988,2.701980116983069,1
Ramanathan R.,-2.5303687427593773,2.7765140775878607,1
Andujar P.,-3.2774300247032047,2.261628086781612,1
Mukund S.,-4.441025689499755,2.4824657502619565,1
Pannu K.,-2.8642836122544058,2.509981767946281,1
Escobedo E.,-4.141311522502151,2.509566036558354,1
Pospisil V.,-2.390681867289338,2.636623364269134,1
Bellucci M.,-2.183893160747312,2.8699673445582716,1
Krutykh O.,-3.1203434605060187,2.3336335434153233,1
Tseng C. H.,-2.6279925824672623,2.5672494556318526,1
Lokoli L.,1.0233756323076932,1.1077812645649558,1
Rybakov A.,-2.2017544982359496,2.86129161548979,1
Verdasco F.,-3.7662573615982673,2.1110826114355654,1
Krall L.,-2.6679801057166146,2.738433481254623,1
Chidekh C.,-1.9051322104722597,2.958842154953119,1
Bellier A.,-2.7085189132108516,2.7220674620059713,1
Blancaneaux G.,-2.830193947545927,2.526777877977295,1
Klein L.,-2.4360535864564614,2.799909111435895,1
Fonseca J.,-2.289641178245046,2.837828569279703,1
Alves M.,-1.0324196242646158,3.3024755531477448,1
Bellucci T.,-2.053666133631521,2.9076734168257823,1
Chappell N.,-2.7469796629644923,2.7154212938045936,1
Pacheco Mendez R.,-2.11190388849158,2.728006859327059,1
Jaziri M.,-1.9316392592073703,2.947714945476331,1
Lazarov A.,-2.58402010996003,2.5750219572033357,1
Taberner C.,-2.3319187873052725,2.823291883376436,1
Paire B.,-2.969985934116502,2.314319644856303,1
Giannessi A.,-2.3939491779173547,2.8097453523716345,1
Rocha H.,-2.3901460921180817,2.8066719908154174,1
Sousa P.,-2.9874061932621814,2.6546897600418657,1
Benchetrit E.,-2.3503136530111877,2.8190390471122613,1
Lalami Laaroussi Y.,-2.055973337244297,2.9074856141997727,1
Moundir A.,-2.748791659172483,2.7237653810855016,1
Vatutin A.,-2.2314471495699912,2.8554143448198146,1
Vacherot V.,-4.454006644659073,2.569383819949509,1
Balazs A.,-2.5082788566087277,2.6689464591784526,1
Trungelliti M.,-1.6383405983992685,3.051088485265092,1
Giustino L.,-2.1075610345227758,2.8927119981630307,1
Rincon D.,-2.8754309568301064,2.488336869217125,1
Rehberg M.,-1.8566568679602504,2.974365823616506,1
Topo M.,-2.142517926521154,2.881766788248373,1
Landaluce M.,-3.026615163876783,2.45124799931379,1
Napolitano S.,-4.028009737692731,2.593916290577653,1
Sachko V.,-2.719587624704438,2.539933922075454,1
Serdarusic N.,-2.2691337320527154,2.841959787021158,1
Travaglia S.,-2.2251061406488657,2.6873136906663864,1
Roca Batalla O.,-2.3163179866738437,2.8270190688320005,1
Lopez San Martin A.,-2.4764167228794163,2.7884958641930235,1
Kypson P.,-2.8607784571271213,2.688870387163636,1
Cazaux A.,-3.187054487637394,2.4177091218094673,1
Skatov T.,-2.015004021779647,2.7647435346488813,1
Berankis R.,-1.9684142246128862,2.9355812505814995,1
Kyrgios N.,-2.215831479254188,2.8604014868061816,1
Wessels L.,-1.9740574504565722,2.9344453184569335,1
Loffhagen G.,1.4659384783931104,1.4129504570341236,1
Novak D.,-2.8858094859787764,2.516333132076972,1
Fery A.,-1.186164287474785,3.2322723036300323,1
Madaras D.,-2.8842995767296267,2.679932403168094,1
Virtanen O.,-3.9795366271846118,2.3054618107845917,1
Spizzirri E.,-2.9518722211434945,2.6642658862677235,1
Chung Y.,-3.3371051005150694,2.6387388899657664,1
Martin A.,-2.1611240640075478,2.8748500378111097,1
Molleker R.,-2.1255325571266472,2.8957715959894017,1
Ajdukovic D.,-2.655060454580757,2.768059313396605,1
De Jong J.,-2.076044456877727,2.9034779125216335,1
Lama G.,-2.3548913180004227,2.872423328382455,1
Mansouri S.,-1.6150279612369385,3.059210145937076,1
Klahn B.,-2.1220133482636077,2.8908475664064173,1
Fratangelo B.,-1.7759276902444499,3.0044346182311057,1
Galarneau A.,-1.815008884594206,2.9871973028328,1
Marchenko I.,-2.176733415210215,2.8738795945383053,1
King D.,-2.0798323890986783,2.904149637571066,1
Kwiatkowski T.S.,-2.9161985745272996,2.6720298779773026,1
Kuznetsov An.,-2.515165697354414,2.7734384504193526,1
Kirchheimer S.,-2.907893483515836,2.687251011107631,1
Tien L.,-1.8887461930675407,2.9623036183749556,1
Moreno De Alboran N.,-2.950677118151305,2.498114133865408,1
Mu T.,-2.9767480750513577,2.658303842363926,1
Cui J.,-2.4567807305721145,2.791572402789559,1
Lock B.,-2.3035146296518914,2.8309187571169323,1
Li Zh.,-2.5463040106401995,2.821082313611704,1
Saville L.,-1.9717326114474403,2.9344305984051124,1
Zhou Y.,-2.4631678424463095,2.6121112127601616,1
Mo Y.,-2.1298695115862594,2.886256655977004,1
Bu Y.,2.1888835392560826,1.281585387180892,1
Te R.,-2.3973979610748906,2.8055608469681617,1
Yevseyev D.,-1.9561325654059842,2.9409324190954895,1
Blockx A.,-2.012841559090813,2.9218652191087764,1
Friberg K.,-2.28445501079222,2.8366449177335458,1
Hassan B.,-2.379211759809873,2.642053268391269,1
Bourgue M.,-2.0318749285535405,2.916810855444364,1
Hemery C.,-3.4307379241812908,2.5593435131253126,1
Martineau M.,-2.2985746304387105,2.8337000328289856,1
Giron M.,1.9997699725391744,0.26151534904127294,2
Mcdonald M.,2.2739133395538156,0.2529024134597963,2
Kecmanovic M.,1.8403954001087812,0.2749588972511942,2
Nishioka Y.,2.0936799852667547,0.29308638125521846,2
Popyrin A.,2.3494082941449967,0.28145938450497954,2
Halys Q.,2.3300219124058947,0.3356935299130791,2
Safiullin R.,2.5350232710871734,0.2908554576660299,2
Draper J.,3.183859555706184,0.357016183529682,2
Kokkinakis T.,2.5724181749520714,0.34522115199274744,2
Medvedev D.,4.455374168398224,0.23602593113940087,2
Khachanov K.,3.293269033299546,0.27651991038497103,2
Djokovic N.,5.467916981059269,0.32860066789303805,2
Sinner J.,4.646497769134661,0.25988310025005873,2
Shapovalov D.,2.648120581885378,0.3719063416115378,2
Bautista Agut R.,2.1699072805769375,0.30562738722330607,2
Korda S.,3.0273676463689863,0.28614801033557813,2
Bonzi B.,1.9339096286258184,0.35576519798473183,2
Carballes Baena R.,1.692565956248935,0.2999400224909971,2
Mmoh M.,2.1676497049173515,0.3929578557941002,2
Griekspoor T.,2.7583733969690605,0.26076198423118024,2
Djere L.,2.4918188055992263,0.2629036785443704,2
Cecchinato M.,1.399374460428504,0.3582414518128458,2
Krajinovic F.,0.5744582848579115,0.5760676468675424,2
Van Rijthoven T.,0.5150243311256143,1.0906402553289467,2
Marterer M.,2.136276995364453,0.5151870174228369,2
Martinez P.,1.1578912331285036,0.4955548338633165,2
Karatsev A.,2.276552041337234,0.29066792449180623,2
Cobolli F.,1.4824682416404544,0.6741162123814299,2
Van De Zandschulp B.,2.114572285553694,0.27437384552528876,2
Cilic M.,1.4577390262810155,1.2179463749488169,2
Davidovich Fokina A.,2.709895359329235,0.2595198109611468,2
Paul T.,2.9785587682841577,0.23885573582265185,2
Millman J.,1.9174601121751775,1.033888311631253,2
Haase R.,1.9964653057487804,1.212500770796564,2
Huesler M.A.,0.2998327500467004,0.3999829447360849,2
Kwon S.W.,2.3722303988541893,0.5703201468713305,2
Ymer M.,1.6049437792577814,0.37714266869627194,2
Kubler J.,1.655429882791921,0.36745584505988754,2
Lestienne C.,-0.08170596483259784,0.5009660903266308,2
Goffin D.,1.6734256552183628,0.43866077392668024,2
Brooksby J.,3.2556699321571,0.7081775093029011,2
Gasquet R.,1.267433586920422,0.32934992520609785,2
Wolf J.J.,2.0831057202595105,0.26595704246037066,2
Barrere G.,2.1521983573697363,0.2913122650567017,2
Eubanks C.,2.0895633849669655,0.296313650954508,2
Lehecka J.,2.5830338295916815,0.2607026979448594,2
Shelton B.,2.4818562392931947,0.26627653110042176,2
Norrie C.,2.745717043765384,0.26981925218817565,2
Moutet C.,0.6228274187991572,0.4490192262289395,2
Watanuki Y.,1.6191292792813272,0.47343384383686105,2
Etcheverry T.,2.345891418630556,0.2598669182690945,2
Cerundolo F.,2.749029335191968,0.2469629774691174,2
Shang J.,1.3961943145207212,0.5439671852766494,2
Hurkacz H.,3.405877546452833,0.24726314052886694,2
Tiafoe F.,2.836197847901016,0.2629966649402296,2
Nadal R.,3.0152527437541345,1.0014999797640638,2
Daniel T.,1.324757994304741,0.38485324412236716,2
Sonego L.,2.296283524932407,0.26238038497288907,2
Svrcina D.,1.319104417002422,1.009318338637368,2
Fucsovics M.,2.456224052198138,0.3031645970706576,2
Molcan A.,1.9345948778744813,0.3518227696084296,2
Hijikata R.,2.149835160473101,0.3861636251164928,2
Auger-Aliassime F.,2.4158062616635387,0.29205710969400456,2
Tsitsipas S.,3.6257003381923423,0.2461079960527768,2
Harris L.,1.4347387953910944,0.4337787726312636,2
Rublev A.,3.6513774158861554,0.22359075202611925,2
Chardy J.,0.06633361008097402,0.9910070012169548,2
Evans D.,2.1108633510286112,0.3074748392667483,2
Dimitrov G.,3.7886724602641886,0.26060044065057675,2
Schwartzman D.,1.5615511008587617,0.3201232793371913,2
Jarry N.,3.205907947393505,0.2704170832846178,2
Carreno Busta P.,0.6634374178854171,0.9611642978021553,2
Fritz T.,3.417961530630345,0.243521037648605,2
Rune H.,3.0145313287399023,0.2449299638508767,2
Murray A.,2.081318686156133,0.34080279360996363,2
Zverev A.,3.659277879199035,0.22605049324714274,2
De Minaur A.,3.196692565471705,0.24765905386276293,2
Ruud C.,2.856583614434803,0.25249797408566854,2
Ruusuvuori E.,2.6894651714811895,0.2857463927665583,2
Humbert U.,2.736552504655839,0.26249784193365366,2
Kudla D.,1.5491814221156843,0.6357913708766715,2
Mannarino A.,2.813744179127127,0.2419131434320881,2
Holt B.,0.6160038181266757,0.9963233872082692,2
