ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,pred,ttt_correct,bookie_pred,bookie_correct
41,Gstaad,Suisse Open Gstaad,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Stricker D.,87,175,687,340,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.63,2.41,1.67,2.5,1.59,2.31,2.1010152464476146,0.26197060363281227,2.259130258456168,0.509438477725293,2.1010152464476146,2.259130258456168,0.26197060363281227,0.509438477725293,-0.27601508937322505,Stricker D.,FALSE,Van De Zandschulp B.,TRUE
42,Hamburg,European Open,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,Kwon S.W.,108,349,587,145,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.69,2.4,1.6,2.28,1.2203519466028458,0.4067229220747929,2.215214674675183,0.5119714522839732,1.2203519466028458,2.215214674675183,0.4067229220747929,0.5119714522839732,-1.521512924743848,Kwon S.W.,FALSE,Marterer M.,TRUE
43,Newport,Hall of Fame Championships,2024-07-15,ATP250,Outdoor,Grass,1st Round,3,Cressy M.,Albot R.,180,149,333,411,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.49,1.59,2.57,1.54,2.42,0.876522912452967,0.3940126909426947,1.1081719320400216,0.43917181854759035,0.876522912452967,1.1081719320400216,0.3940126909426947,0.43917181854759035,-0.39261536994892193,Albot R.,FALSE,Cressy M.,TRUE
44,Atlanta,Atlanta Open,2024-07-23,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,Wolf J.J.,64,120,806,519,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.27,1.73,2.27,1.67,2.17,1.30604650276545,0.29975751344271634,1.7610979801758007,0.27137792162571694,1.30604650276545,1.7610979801758007,0.29975751344271634,0.27137792162571694,-1.1253844986744437,Wolf J.J.,FALSE,Rinderknech A.,TRUE
44,Atlanta,Atlanta Open,2024-07-24,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,O Connell C.,66,93,795,653,4,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.62,2.25,1.391557562364527,0.3084808433599965,1.8241205594950767,0.2830242894621207,1.391557562364527,1.8241205594950767,0.3084808433599965,0.2830242894621207,-1.0332466909598328,O Connell C.,FALSE,Purcell M.,TRUE
45,Kitzbuhel,Generali Open,2024-07-23,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,77,73,737,747,2,6,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.68,2.3,1.74,2.3,1.69,2.14,0.9628996016879969,0.4752202868785678,1.182173214348941,0.3621461524806673,0.9628996016879969,1.182173214348941,0.4752202868785678,0.3621461524806673,-0.3669964816799718,Coria F.,FALSE,Diaz Acosta F.,TRUE
46,Umag,Croatia Open,2024-07-21,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Shevchenko A.,49,58,995,885,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.67,2.34,1.67,2.46,1.59,2.31,2.123002072077627,0.32896150840743354,2.135119726922041,0.28254358578779776,2.123002072077627,2.135119726922041,0.32896150840743354,0.28254358578779776,-0.027943827444376953,Shevchenko A.,FALSE,Marozsan F.,TRUE
47,Washington,Citi Open,2024-07-29,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Bautista Agut R.,139,76,450,745,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.69,1.62,2.69,1.54,2.46,1.953618362286377,0.30819836644207416,2.0673200803272285,0.28129595434687127,1.953618362286377,2.0673200803272285,0.30819836644207416,0.28129595434687127,-0.27249003252933385,Bautista Agut R.,FALSE,Shapovalov D.,TRUE
47,Washington,Citi Open,2024-07-30,ATP500,Outdoor,Hard,1st Round,3,Albot R.,Diaz Acosta F.,152,62,411,827,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.71,1.53,2.75,1.49,2.6,0.997753636723993,0.4292004271988288,1.0958549898430339,0.4562173903173021,0.997753636723993,1.0958549898430339,0.4292004271988288,0.4562173903173021,-0.15661727227941993,Diaz Acosta F.,FALSE,Albot R.,TRUE
48,Montreal,Canadian Open,2024-08-06,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Jarry N.,38,24,1255,1710,7,6,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.77,2.15,1.8,2.25,1.74,2.1,2.0926022477017145,0.26059970643059216,2.595933947169581,0.2687527255090597,2.0926022477017145,2.595933947169581,0.26059970643059216,0.2687527255090597,-1.3445373249612382,Jarry N.,FALSE,Etcheverry T.,TRUE
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Fils A.,15,23,2360,1770,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.35,1.62,2.27,2.4258141391966244,0.262484231040374,2.620408986382905,0.28702575488187676,2.4258141391966244,2.620408986382905,0.262484231040374,0.28702575488187676,-0.5003087038278055,Fils A.,FALSE,Humbert U.,TRUE
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Mannarino A.,65,31,786,1340,6,4,2,6,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.56,2.57,1.56,2.63,1.52,2.53,1.3753084542222007,0.2949401773328414,2.4281908369051686,0.25295293735523006,1.3753084542222007,2.4281908369051686,0.2949401773328414,0.25295293735523006,-2.709739164474245,Mannarino A.,FALSE,Rinderknech A.,TRUE
48,Montreal,Canadian Open,2024-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Monfils G.,81,34,697,1315,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.05,1.84,2.12,1.78,2.04,2.186060965688434,0.309118855641738,2.554818999253795,0.30871197957626617,2.186060965688434,2.554818999253795,0.309118855641738,0.30871197957626617,-0.844086227958282,Monfils G.,FALSE,Kokkinakis T.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Griekspoor T.,57,41,905,1220,6,1,5,7,6,2,NA,NA,NA,NA,2,1,Completed,1.8,2,1.89,2,1.9,2,1.82,1.97,1.5841382347740498,0.36075835481406426,2.7320311533640305,0.2643498668679509,1.5841382347740498,2.7320311533640305,0.36075835481406426,0.2643498668679509,-2.5665905175840242,Griekspoor T.,FALSE,Michelsen A.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Shelton B.,Opelka R.,14,322,2955,157,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.52,2.7,1.55,2.8,1.47,2.67,2.359326218149816,0.274091301392417,4.680120953441825,2.0074217393288745,2.359326218149816,4.680120953441825,0.274091301392417,2.0074217393288745,-1.1454789909354306,Opelka R.,FALSE,Shelton B.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,Jarry N.,18,25,2250,1710,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.4,3,1.44,3,1.44,3.1,1.41,2.89,2.49142352039071,0.26167600782408396,2.545227072057318,0.2675940465538755,2.49142352039071,2.545227072057318,0.26167600782408396,0.2675940465538755,-0.1437545080896953,Jarry N.,FALSE,Musetti L.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Borges N.,Mannarino A.,39,33,1265,1340,6,4,3,6,6,1,NA,NA,NA,NA,2,1,Completed,1.33,3.4,1.38,3.26,1.41,3.4,1.35,3.15,1.2760505503820387,0.3284395380537707,2.3692420587828895,0.25214407880508277,1.2760505503820387,2.3692420587828895,0.3284395380537707,0.25214407880508277,-2.6401497466856236,Mannarino A.,FALSE,Borges N.,TRUE
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-18,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Evans D.,94,187,604,324,2,6,6,4,6,1,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.63,2.4,1.63,2.6,1.57,2.37,1.3573452994244652,0.2922801061105592,1.487945591762442,0.28257869361635146,1.3573452994244652,1.487945591762442,0.2922801061105592,0.28257869361635146,-0.32124481543705313,Evans D.,FALSE,Vukic A.,TRUE
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-18,ATP250,Outdoor,Hard,1st Round,3,Cazaux A.,Van De Zandschulp B.,97,73,596,739,6,1,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.99,2,1.86,1.92,1.267518129920343,0.5650454227844214,2.1344533157662804,0.26058283519556846,1.267518129920343,2.1344533157662804,0.5650454227844214,0.26058283519556846,-1.3932540550227936,Van De Zandschulp B.,FALSE,Cazaux A.,TRUE
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-19,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Munar J.,90,82,635,682,7,5,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.09,1.85,2.13,1.76,2.05,1.442577014133145,0.3494260130086113,1.667678985694136,0.2787232009814591,1.442577014133145,1.667678985694136,0.3494260130086113,0.2787232009814591,-0.503613872291314,Munar J.,FALSE,Goffin D.,TRUE
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-19,ATP250,Outdoor,Hard,1st Round,3,Carreno Busta P.,Kumar O.,300,434,177,101,6,2,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.14,5.5,1.17,5.86,1.17,5.86,1.14,5.47,1.2988471991574961,0.6473688881713472,1.460086042715032,0.8733275478729942,1.2988471991574961,1.460086042715032,0.6473688881713472,0.8733275478729942,-0.14832009046324934,Kumar O.,FALSE,Carreno Busta P.,TRUE
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Bublik A.,72,27,754,1650,6,4,3,6,5,7,6,3,6,4,3,2,Completed,1.67,2.2,1.71,2.27,1.74,2.33,1.67,2.2,2.0841781547524247,0.3996604624067643,2.219443544210494,0.2753723920111392,2.0841781547524247,2.219443544210494,0.3996604624067643,0.2753723920111392,-0.2787002466038726,Bublik A.,FALSE,Shang J.,TRUE
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Kwon S.W.,28,340,1635,145,7,5,6,2,6,3,NA,NA,NA,NA,3,0,Completed,1.1,7,1.12,7.54,1.14,7.65,1.11,6.62,2.006144881709597,0.2619918480938758,2.0289827602573367,0.4835046130270703,2.006144881709597,2.0289827602573367,0.2619918480938758,0.4835046130270703,-0.04152915181449122,Kwon S.W.,FALSE,Popyrin A.,TRUE
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,Eubanks C.,56,106,915,545,6,4,4,6,3,6,6,3,7,6,3,2,Completed,1.67,2.2,1.67,2.35,1.71,2.35,1.67,2.22,1.4592931508525717,0.2903925650291074,1.7507140472239355,0.27536325959290464,1.4592931508525717,1.7507140472239355,0.2903925650291074,0.27536325959290464,-0.7282046822366892,Eubanks C.,FALSE,Rinderknech A.,TRUE
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Darderi L.,23,37,1800,1291,6,4,6,7,6,0,7,6,NA,NA,3,1,Completed,1.73,2.1,1.71,2.27,1.74,2.27,1.7,2.17,2.0677626299493057,0.25707105521724277,2.5314251539031707,0.46027943268856936,2.0677626299493057,2.5314251539031707,0.25707105521724277,0.46027943268856936,-0.8794767680570431,Darderi L.,FALSE,Baez S.,TRUE
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Fognini F.,39,71,1224,759,7,5,6,1,6,3,NA,NA,NA,NA,3,0,Completed,1.2,4.5,1.24,4.54,1.26,4.54,1.23,4.24,2.1533462820117815,0.38367165742288295,2.2338012822932933,0.3660095191699499,2.1533462820117815,2.2338012822932933,0.38367165742288295,0.3660095191699499,-0.15172981823672949,Fognini F.,FALSE,Machac T.,TRUE
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Bergs Z.,Kotov P.,80,60,697,864,6,2,4,6,6,2,3,6,7,6,3,2,Completed,1.8,2,1.75,2.21,1.8,2.21,1.75,2.09,1.1931929247352902,0.4872269705528315,2.0453625665295374,0.3014732768187297,1.1931929247352902,2.0453625665295374,0.4872269705528315,0.3014732768187297,-1.4873265200615033,Kotov P.,FALSE,Bergs Z.,TRUE
51,New York,US Open,2024-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci M.,Wawrinka S.,101,176,555,333,6,4,7,6,6,3,NA,NA,NA,NA,3,0,Completed,1.4,3,1.4,3.2,1.47,3.2,1.39,3,1.5196143426970967,0.8446196578351991,2.02665814366007,0.2787865377288215,1.5196143426970967,2.02665814366007,0.8446196578351991,0.2787865377288215,-0.5700705488195008,Wawrinka S.,FALSE,Bellucci M.,TRUE
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Kotov P.,75,61,720,864,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.24,1.7,2.28,1.66,2.19,1.869598274235629,0.2753235198524889,1.9924879413755885,0.2989057153725331,1.869598274235629,1.9924879413755885,0.2753235198524889,0.2989057153725331,-0.3023981612557296,Kotov P.,FALSE,O Connell C.,TRUE
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Fognini F.,56,79,915,694,6,3,4,6,6,4,NA,NA,NA,NA,2,1,Completed,1.2,4.5,1.23,4.47,1.25,4.5,1.21,4.25,1.9115553961343534,0.264197921796357,2.1669759741785133,0.3600536677534974,1.9115553961343534,2.1669759741785133,0.264197921796357,0.3600536677534974,-0.5719402191382966,Fognini F.,FALSE,Safiullin R.,TRUE
53,Hangzhou,Hangzhou Open,2024-09-18,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Svajda Z.,777,135,28,452,5,7,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.1,1.82,2.1,1.76,2.04,0.6702523222881314,0.9201100224298208,0.8558077840474376,0.5981565140098792,0.6702523222881314,0.8558077840474376,0.9201100224298208,0.5981565140098792,-0.1690789375917367,Svajda Z.,FALSE,Cilic M.,TRUE
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86,681,655,2,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08,1.8436084388266896,0.3121407191329035,1.9581782466740627,1.0091437867949886,1.8436084388266896,1.9581782466740627,0.3121407191329035,1.0091437867949886,-0.10846170325545747,Dzumhur D.,FALSE,Hijikata R.,TRUE
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Gaston H.,124,77,484,714,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.53,2.65,1.53,2.78,1.46,2.64,-2.5161886068982966,2.5115005194405464,1.2635076192021015,0.3860302649767543,-2.5161886068982966,1.2635076192021015,2.5115005194405464,0.3860302649767543,-1.4874868410795574,Gaston H.,FALSE,Bu Y.,TRUE
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Shevchenko A.,Trungelliti M.,58,138,870,423,6,1,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.78,2.14,1.78,2.29,1.68,2.14,2.115823005268074,0.2783503342555511,2.5948464089279337,1.1077033097335613,2.115823005268074,2.5948464089279337,0.2783503342555511,1.1077033097335613,-0.4194083755900096,Trungelliti M.,FALSE,Shevchenko A.,TRUE
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bellucci M.,Karatsev A.,108,115,529,508,6,4,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.77,2.16,1.77,2.18,1.71,2.1,1.9477059907831762,0.7551380378382777,2.0269236054752966,0.2872622171112201,1.9477059907831762,2.0269236054752966,0.7551380378382777,0.2872622171112201,-0.09804993510430085,Karatsev A.,FALSE,Bellucci M.,TRUE
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,Wawrinka S.,69,233,790,243,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.41,3.11,1.41,3.15,1.38,2.99,1.9472081307915365,0.2627668111921924,2.0020901267288194,0.27893085116841343,1.9472081307915365,2.0020901267288194,0.2627668111921924,0.27893085116841343,-0.1432170327401561,Wawrinka S.,FALSE,Safiullin R.,TRUE
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03,1.9182906035747422,0.27299635201192635,2.2170889598902503,0.2556978131342369,1.9182906035747422,2.2170889598902503,0.27299635201192635,0.2556978131342369,-0.7988336308761418,Etcheverry T.,FALSE,O Connell C.,TRUE
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Nagal S.,560,83,63,681,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.63,2.42,1.67,2.42,1.6,2.3,1.4674501646458797,0.3799783677809053,1.467647982160746,0.5344822232124912,1.4674501646458797,1.467647982160746,0.3799783677809053,0.5344822232124912,-3.016496588298877e-4,Nagal S.,FALSE,Wu Y.,TRUE
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Sonego L.,102,49,568,1081,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.66,2.34,1.66,2.63,1.59,2.34,1.8745039448369567,0.29687271686017824,2.144162274376626,0.2455350104588387,1.8745039448369567,2.144162274376626,0.29687271686017824,0.2455350104588387,-0.699948972942518,Sonego L.,FALSE,Shapovalov D.,TRUE
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Gerasimov E.,93,304,619,170,6,7,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.29,3.75,1.35,3.47,1.35,3.75,1.3,3.43,1.3375201294777748,0.301876625030464,1.7184376453961503,1.3622006724656668,1.3375201294777748,1.7184376453961503,0.301876625030464,1.3622006724656668,-0.27301039247955206,Gerasimov E.,FALSE,Daniel T.,TRUE
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46,1.7573247781506922,0.2429907037239938,1.8761082457825289,0.3098337927085912,1.7573247781506922,1.8761082457825289,0.2429907037239938,0.3098337927085912,-0.30166996509986815,Hijikata R.,FALSE,Kecmanovic M.,TRUE
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Atmane T.,Kovacevic A.,161,76,369,740,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.75,2.18,1.76,2.32,1.69,2.14,0.8334903390594323,0.6738179890838069,1.0497805145953336,0.37368548422691916,0.8334903390594323,1.0497805145953336,0.6738179890838069,0.37368548422691916,-0.2807137489222956,Kovacevic A.,FALSE,Atmane T.,TRUE
57,Almaty,Almaty Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Diallo G.,O Connell C.,118,72,497,762,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.94,2,1.87,1.91,0.40438676057188694,0.678280127587813,1.935187775989981,0.2679899361171047,0.40438676057188694,1.935187775989981,0.678280127587813,0.2679899361171047,-2.0989924463458443,O Connell C.,FALSE,Diallo G.,TRUE
57,Almaty,Almaty Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Virtanen O.,Fognini F.,116,76,499,721,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.58,2.57,1.64,2.6,1.54,2.44,0.9839921834878798,0.7626402335496957,2.141765436297787,0.34881049022601457,0.9839921834878798,2.141765436297787,0.7626402335496957,0.34881049022601457,-1.3805642899586719,Fognini F.,FALSE,Virtanen O.,TRUE
59,Stockholm,Nordic Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Norrie C.,55,52,965,989,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.02,1.95,2.02,1.84,1.94,1.7881864189888714,0.24119305164232674,2.3616155463473474,0.27050659776400504,1.7881864189888714,2.3616155463473474,0.24119305164232674,0.27050659776400504,-1.5822247358120995,Norrie C.,FALSE,Kecmanovic M.,TRUE
60,Basel,Swiss Indoors,2024-10-22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Bublik A.,67,32,804,1460,3,6,6,4,4,0,NA,NA,NA,NA,1,1,Retired,1.67,2.2,1.73,2.22,1.74,2.23,1.68,2.15,2.0566991114000537,0.2543294373047569,2.1335934920914057,0.2727313738150503,2.0566991114000537,2.1335934920914057,0.2543294373047569,0.2727313738150503,-0.20619794504390818,Bublik A.,FALSE,Van De Zandschulp B.,TRUE
60,Basel,Swiss Indoors,2024-10-23,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Mannarino A.,169,57,343,929,6,3,3,6,7,5,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.65,2.37,1.7,2.4,1.59,2.31,2.0443858402555626,0.2727004431663802,2.3648181693439145,0.24341449669048582,2.0443858402555626,2.3648181693439145,0.2727004431663802,0.24341449669048582,-0.8766108694483449,Mannarino A.,FALSE,Wawrinka S.,TRUE
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Shang J.,49,51,1105,1075,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.72,2.23,1.72,2.3,1.65,2.23,1.8714553586960943,0.2409191010067651,2.1126920083479006,0.36461417639235233,1.8714553586960943,2.1126920083479006,0.2409191010067651,0.36461417639235233,-0.5520050843752329,Shang J.,FALSE,Giron M.,TRUE
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Kecmanovic M.,Baez S.,55,26,965,1690,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.4,3,NA,NA,1.4,3,1.4,3,1.8640244533327854,0.23806644623340356,2.0553044939051803,0.2572753868827596,1.8640244533327854,2.0553044939051803,0.23806644623340356,0.2572753868827596,-0.5456992290842729,Baez S.,FALSE,Kecmanovic M.,TRUE
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Darderi L.,93,43,625,1248,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.79,2.12,1.86,2.18,1.77,2.02,1.3940151210201581,0.27737041543537616,1.9219860591290168,0.37892665930437336,1.3940151210201581,1.9219860591290168,0.27737041543537616,0.37892665930437336,-1.124310487139665,Darderi L.,FALSE,Altmaier D.,TRUE
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Cilic M.,Muller A.,196,68,298,790,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.54,2.63,1.54,2.78,1.47,2.65,0.5965385704250495,0.6867324582721362,1.6807990424956727,0.32851363207023226,0.5965385704250495,1.6807990424956727,0.6867324582721362,0.32851363207023226,-1.4242899454496956,Muller A.,FALSE,Cilic M.,TRUE
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78,91,718,629,6,7,7,5,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34,1.977949530616744,0.2921827093598238,2.0871934830245458,0.2820978681118087,1.977949530616744,2.0871934830245458,0.2921827093598238,0.2820978681118087,-0.26898082400139034,Fucsovics M.,FALSE,Shapovalov D.,TRUE
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Safiullin R.,Fognini F.,60,74,898,745,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.27,4.09,1.27,4.34,1.23,3.99,1.994865855719723,0.2580833717036526,1.9957946353223723,0.3374720564005801,1.994865855719723,1.9957946353223723,0.2580833717036526,0.3374720564005801,-0.0021861541633077654,Fognini F.,FALSE,Safiullin R.,TRUE
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Moutet C.,Nagal S.,66,83,804,697,7,5,4,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.34,3.53,1.34,3.75,1.31,3.43,1.0046511821051771,0.34167588865019205,1.2259750806998821,0.5060581228344003,1.0046511821051771,1.2259750806998821,0.34167588865019205,0.5060581228344003,-0.36246716536697354,Nagal S.,FALSE,Moutet C.,TRUE
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Monteiro T.,133,100,445,609,4,6,6,4,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.76,2.17,1.8,2.2,1.74,2.07,1.1398643617666735,0.309799113185035,1.509273278847754,0.34910454086203624,1.1398643617666735,1.509273278847754,0.309799113185035,0.34910454086203624,-0.7914602715833543,Monteiro T.,FALSE,Gasquet R.,TRUE
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Gaston H.,Droguet T.,81,174,712,338,7,6,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.9,1.99,1.9,2.02,1.81,1.97,1.1275761339717132,0.3738181966707737,1.5830071151938239,1.0652697260138688,1.1275761339717132,1.5830071151938239,0.3738181966707737,1.0652697260138688,-0.4034092927623106,Droguet T.,FALSE,Gaston H.,TRUE
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Bonzi B.,Bautista Agut R.,124,47,473,1151,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.89,1.99,1.94,2.14,1.84,1.95,1.5822073111279458,0.3362245266588598,2.0854203347335636,0.26903516743090033,1.5822073111279458,2.0854203347335636,0.3362245266588598,0.26903516743090033,-1.1685991280442989,Bautista Agut R.,FALSE,Bonzi B.,TRUE
