ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,pred,ttt_correct,bookie_pred,bookie_correct
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Mensik J.,23,78,1730,738,4,6,6,7,6,4,6,4,6,2,3,2,Completed,1.44,2.75,1.44,3.03,1.47,3.03,1.44,2.82,2.214907272319985,0.27922351938918444,2.888307345706529,0.6183123659430874,2.214907272319985,2.888307345706529,0.27922351938918444,0.6183123659430874,-0.992576560459496,Mensik J.,FALSE,Bublik A.,TRUE
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Safiullin R.,Cerundolo F.,44,30,1045,1315,6,7,3,6,7,5,6,3,6,4,3,2,Completed,1.73,2.1,1.76,2.19,1.78,2.19,1.73,2.1,1.9213074105800856,0.2689216231743676,2.451709641354166,0.25932348487167056,1.9213074105800856,2.451709641354166,0.2689216231743676,0.25932348487167056,-1.419754251888243,Cerundolo F.,FALSE,Safiullin R.,TRUE
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Safiullin R.,54,67,906,785,5,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.6,2.3,1.7594076310649136,0.27181660797736995,1.988086801691773,0.2664068550778759,1.7594076310649136,1.988086801691773,0.27181660797736995,0.2664068550778759,-0.6008375184989406,Safiullin R.,FALSE,Carballes Baena R.,TRUE
44,Atlanta,Atlanta Open,2024-07-24,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,O Connell C.,66,93,795,653,4,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.62,2.25,1.391557562364527,0.3084808433599965,1.824120559495077,0.2830242894621207,1.391557562364527,1.824120559495077,0.3084808433599965,0.2830242894621207,-1.0332466909598335,O Connell C.,FALSE,Purcell M.,TRUE
45,Kitzbuhel,Generali Open,2024-07-23,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,77,73,737,747,2,6,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.68,2.3,1.74,2.3,1.69,2.14,0.9628996016879968,0.4752202868785678,1.182173214348941,0.3621461524806673,0.9628996016879968,1.182173214348941,0.4752202868785678,0.3621461524806673,-0.36699648167997195,Coria F.,FALSE,Diaz Acosta F.,TRUE
46,Umag,Croatia Open,2024-07-21,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Shevchenko A.,49,58,995,885,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.67,2.34,1.67,2.46,1.59,2.31,2.123002072077627,0.32896150840743354,2.135119726922041,0.28254358578779776,2.123002072077627,2.135119726922041,0.32896150840743354,0.28254358578779776,-0.027943827444376953,Shevchenko A.,FALSE,Marozsan F.,TRUE
48,Montreal,Canadian Open,2024-08-06,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Jarry N.,38,24,1255,1710,7,6,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.77,2.15,1.8,2.25,1.74,2.1,2.0926022477017145,0.26059970643059216,2.595933947169581,0.2687527255090597,2.0926022477017145,2.595933947169581,0.26059970643059216,0.2687527255090597,-1.3445373249612382,Jarry N.,FALSE,Etcheverry T.,TRUE
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Fils A.,15,23,2360,1770,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.35,1.62,2.27,2.4258141391966244,0.262484231040374,2.620408986382905,0.28702575488187676,2.4258141391966244,2.620408986382905,0.262484231040374,0.28702575488187676,-0.5003087038278055,Fils A.,FALSE,Humbert U.,TRUE
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Mannarino A.,65,31,786,1340,6,4,2,6,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.56,2.57,1.56,2.63,1.52,2.53,1.3753084542222007,0.2949401773328414,2.428190836905169,0.25295293735523006,1.3753084542222007,2.428190836905169,0.2949401773328414,0.25295293735523006,-2.709739164474246,Mannarino A.,FALSE,Rinderknech A.,TRUE
48,Montreal,Canadian Open,2024-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Monfils G.,81,34,697,1315,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.05,1.84,2.12,1.78,2.04,2.186060965688434,0.309118855641738,2.554818999253795,0.30871197957626617,2.186060965688434,2.554818999253795,0.309118855641738,0.30871197957626617,-0.844086227958282,Monfils G.,FALSE,Kokkinakis T.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Griekspoor T.,57,41,905,1220,6,1,5,7,6,2,NA,NA,NA,NA,2,1,Completed,1.8,2,1.89,2,1.9,2,1.82,1.97,1.5841382347740498,0.36075835481406426,2.7320311533640305,0.2643498668679509,1.5841382347740498,2.7320311533640305,0.36075835481406426,0.2643498668679509,-2.5665905175840242,Griekspoor T.,FALSE,Michelsen A.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,Jarry N.,18,25,2250,1710,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.4,3,1.44,3,1.44,3.1,1.41,2.89,2.49142352039071,0.26167600782408396,2.545227072057318,0.2675940465538755,2.49142352039071,2.545227072057318,0.26167600782408396,0.2675940465538755,-0.1437545080896953,Jarry N.,FALSE,Musetti L.,TRUE
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Borges N.,Mannarino A.,39,33,1265,1340,6,4,3,6,6,1,NA,NA,NA,NA,2,1,Completed,1.33,3.4,1.38,3.26,1.41,3.4,1.35,3.15,1.2760505503820387,0.3284395380537707,2.3692420587828895,0.25214407880508277,1.2760505503820387,2.3692420587828895,0.3284395380537707,0.25214407880508277,-2.6401497466856236,Mannarino A.,FALSE,Borges N.,TRUE
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-18,ATP250,Outdoor,Hard,1st Round,3,Cazaux A.,Van De Zandschulp B.,97,73,596,739,6,1,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.99,2,1.86,1.92,1.267518129920343,0.5650454227844214,2.1344533157662804,0.26058283519556846,1.267518129920343,2.1344533157662804,0.5650454227844214,0.26058283519556846,-1.3932540550227936,Van De Zandschulp B.,FALSE,Cazaux A.,TRUE
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-19,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Munar J.,90,82,635,682,7,5,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.09,1.85,2.13,1.76,2.05,1.442577014133145,0.3494260130086113,1.667678985694136,0.2787232009814591,1.442577014133145,1.667678985694136,0.3494260130086113,0.2787232009814591,-0.503613872291314,Munar J.,FALSE,Goffin D.,TRUE
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Bublik A.,72,27,754,1650,6,4,3,6,5,7,6,3,6,4,3,2,Completed,1.67,2.2,1.71,2.27,1.74,2.33,1.67,2.2,2.0841781547524247,0.3996604624067643,2.219443544210494,0.2753723920111392,2.0841781547524247,2.219443544210494,0.3996604624067643,0.2753723920111392,-0.2787002466038726,Bublik A.,FALSE,Shang J.,TRUE
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Darderi L.,23,37,1800,1291,6,4,6,7,6,0,7,6,NA,NA,3,1,Completed,1.73,2.1,1.71,2.27,1.74,2.27,1.7,2.17,2.0677626299493057,0.25707105521724277,2.5314251539031707,0.46027943268856936,2.0677626299493057,2.5314251539031707,0.25707105521724277,0.46027943268856936,-0.8794767680570431,Darderi L.,FALSE,Baez S.,TRUE
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Fognini F.,39,71,1224,759,7,5,6,1,6,3,NA,NA,NA,NA,3,0,Completed,1.2,4.5,1.24,4.54,1.26,4.54,1.23,4.24,2.1533462820117815,0.38367165742288295,2.2338012822932933,0.3660095191699499,2.1533462820117815,2.2338012822932933,0.38367165742288295,0.3660095191699499,-0.15172981823672949,Fognini F.,FALSE,Machac T.,TRUE
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Bergs Z.,Kotov P.,80,60,697,864,6,2,4,6,6,2,3,6,7,6,3,2,Completed,1.8,2,1.75,2.21,1.8,2.21,1.75,2.09,1.1931929247352902,0.4872269705528315,2.0453625665295374,0.3014732768187297,1.1931929247352902,2.0453625665295374,0.4872269705528315,0.3014732768187297,-1.4873265200615033,Kotov P.,FALSE,Bergs Z.,TRUE
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Kotov P.,75,61,720,864,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.24,1.7,2.28,1.66,2.19,1.869598274235629,0.2753235198524889,1.9924879413755885,0.2989057153725331,1.869598274235629,1.9924879413755885,0.2753235198524889,0.2989057153725331,-0.3023981612557296,Kotov P.,FALSE,O Connell C.,TRUE
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Fognini F.,56,79,915,694,6,3,4,6,6,4,NA,NA,NA,NA,2,1,Completed,1.2,4.5,1.23,4.47,1.25,4.5,1.21,4.25,1.9115553961343537,0.264197921796357,2.1669759741785133,0.3600536677534974,1.9115553961343537,2.1669759741785133,0.264197921796357,0.3600536677534974,-0.5719402191382961,Fognini F.,FALSE,Safiullin R.,TRUE
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86,681,655,2,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08,1.8436084388266896,0.3121407191329035,1.9581782466740627,1.0091437867949886,1.8436084388266896,1.9581782466740627,0.3121407191329035,1.0091437867949886,-0.10846170325545747,Dzumhur D.,FALSE,Hijikata R.,TRUE
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03,1.9182906035747425,0.27299635201192635,2.2170889598902503,0.2556978131342369,1.9182906035747425,2.2170889598902503,0.27299635201192635,0.2556978131342369,-0.7988336308761412,Etcheverry T.,FALSE,O Connell C.,TRUE
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46,1.7573247781506922,0.2429907037239938,1.8761082457825289,0.3098337927085912,1.7573247781506922,1.8761082457825289,0.2429907037239938,0.3098337927085912,-0.30166996509986815,Hijikata R.,FALSE,Kecmanovic M.,TRUE
59,Stockholm,Nordic Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Norrie C.,55,52,965,989,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.02,1.95,2.02,1.84,1.94,1.7881864189888714,0.2411930516423267,2.3616155463473474,0.27050659776400504,1.7881864189888714,2.3616155463473474,0.2411930516423267,0.27050659776400504,-1.5822247358120995,Norrie C.,FALSE,Kecmanovic M.,TRUE
60,Basel,Swiss Indoors,2024-10-22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Bublik A.,67,32,804,1460,3,6,6,4,4,0,NA,NA,NA,NA,1,1,Retired,1.67,2.2,1.73,2.22,1.74,2.23,1.68,2.15,2.0566991114000537,0.2543294373047569,2.1335934920914057,0.2727313738150503,2.0566991114000537,2.1335934920914057,0.2543294373047569,0.2727313738150503,-0.20619794504390818,Bublik A.,FALSE,Van De Zandschulp B.,TRUE
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Shang J.,49,51,1105,1075,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.72,2.23,1.72,2.3,1.65,2.23,1.8714553586960945,0.2409191010067651,2.1126920083479006,0.36461417639235233,1.8714553586960945,2.1126920083479006,0.2409191010067651,0.36461417639235233,-0.5520050843752323,Shang J.,FALSE,Giron M.,TRUE
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Kecmanovic M.,Baez S.,55,26,965,1690,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.4,3,NA,NA,1.4,3,1.4,3,1.8640244533327857,0.23806644623340356,2.0553044939051803,0.2572753868827596,1.8640244533327857,2.0553044939051803,0.23806644623340356,0.2572753868827596,-0.5456992290842723,Baez S.,FALSE,Kecmanovic M.,TRUE
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Darderi L.,93,43,625,1248,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.79,2.12,1.86,2.18,1.77,2.02,1.394015121020158,0.27737041543537616,1.9219860591290168,0.37892665930437336,1.394015121020158,1.9219860591290168,0.27737041543537616,0.37892665930437336,-1.1243104871396654,Darderi L.,FALSE,Altmaier D.,TRUE
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78,91,718,629,6,7,7,5,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34,1.977949530616744,0.2921827093598238,2.0871934830245458,0.2820978681118087,1.977949530616744,2.0871934830245458,0.2921827093598238,0.2820978681118087,-0.26898082400139034,Fucsovics M.,FALSE,Shapovalov D.,TRUE
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Safiullin R.,Fognini F.,60,74,898,745,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.27,4.09,1.27,4.34,1.23,3.99,1.994865855719723,0.2580833717036526,1.9957946353223723,0.3374720564005801,1.994865855719723,1.9957946353223723,0.2580833717036526,0.3374720564005801,-0.0021861541633077654,Fognini F.,FALSE,Safiullin R.,TRUE
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Moutet C.,Nagal S.,66,83,804,697,7,5,4,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.34,3.53,1.34,3.75,1.31,3.43,1.0046511821051771,0.34167588865019205,1.225975080699882,0.5060581228344003,1.0046511821051771,1.225975080699882,0.34167588865019205,0.5060581228344003,-0.3624671653669732,Nagal S.,FALSE,Moutet C.,TRUE
