"Date","ATP","Tournament","Round","Surface","Court","Winner","Loser","B365W","B365L","TTT_Pct_W","TTT_Pct_L","pred","ttt_correct","bookie_pred","bookie_correct","bet365_right_ttt_wrong","ATPk"
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Koepfer D.","Giron M.",2.3,1.62,25.21,74.79,"Giron M.",FALSE,"Giron M.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Altmaier D.","Mayot H.",1.73,2.1,22.76,77.24,"Mayot H.",FALSE,"Altmaier D.",TRUE,TRUE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Djere L.","Wong C.",1.5,2.63,71.5,28.5,"Djere L.",TRUE,"Djere L.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Auger-Aliassime F.","Walton A.",1.22,4.33,71.89,28.11,"Auger-Aliassime F.",TRUE,"Auger-Aliassime F.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Ofner S.","Nishikori K.",1.8,2,27.9,72.1,"Nishikori K.",FALSE,"Ofner S.",TRUE,TRUE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Tabilo A.","Nakashima B.",2.38,1.57,48.04,51.96,"Nakashima B.",FALSE,"Nakashima B.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Evans D.","Sonego L.",2.2,1.67,10.56,89.44,"Sonego L.",FALSE,"Sonego L.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Kwon S.W.","Muller A.",2.75,1.44,83.25,16.75,"Kwon S.W.",TRUE,"Muller A.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Marozsan F.","Kovacevic A.",1.67,2.2,99.24,0.76,"Marozsan F.",TRUE,"Marozsan F.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Hanfmann Y.","Ruusuvuori E.",4,1.25,48.35,51.65,"Ruusuvuori E.",FALSE,"Ruusuvuori E.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Landaluce M.","Munar J.",2.63,1.5,4.76,95.24,"Munar J.",FALSE,"Munar J.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Carballes Baena R.","Vukic A.",3.5,1.3,50.51,49.49,"Carballes Baena R.",TRUE,"Vukic A.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Bautista Agut R.","Nava E.",1.73,2.1,93.2,6.8,"Bautista Agut R.",TRUE,"Bautista Agut R.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Popyrin A.","Diaz Acosta F.",1.5,2.63,93.02,6.98,"Popyrin A.",TRUE,"Popyrin A.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Shevchenko A.","Galan D.E.",1.53,2.5,99.69,0.31,"Shevchenko A.",TRUE,"Shevchenko A.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Monfils G.","Lajovic D.",1.33,3.4,74.53,25.47,"Monfils G.",TRUE,"Monfils G.",TRUE,FALSE,20
2024-03-22,20,"Miami Open","1st Round","Hard","Outdoor","Safiullin R.","Schwartzman D.",1.33,3.4,96.54,3.46,"Safiullin R.",TRUE,"Safiullin R.",TRUE,FALSE,20
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Struff J.L.","Baez S.",2.75,1.44,84.52,15.48,"Struff J.L.",TRUE,"Baez S.",FALSE,FALSE,24
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Griekspoor T.","Koepfer D.",1.67,2.2,96.27,3.73,"Griekspoor T.",TRUE,"Griekspoor T.",TRUE,FALSE,24
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Coric B.","Bublik A.",1.53,2.5,43.39,56.61,"Bublik A.",FALSE,"Coric B.",TRUE,TRUE,24
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Musetti L.","Fritz T.",1.91,1.91,12.69,87.31,"Fritz T.",FALSE,NA,FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Ofner S.","Evans D.",1.8,2,73.04,26.96,"Ofner S.",TRUE,"Ofner S.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Auger-Aliassime F.","Nardi L.",1.67,2.2,99.42,0.58,"Auger-Aliassime F.",TRUE,"Auger-Aliassime F.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Popyrin A.","Moutet C.",2.1,1.73,99.85,0.15,"Popyrin A.",TRUE,"Moutet C.",FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Nagal S.","Arnaldi M.",2.75,1.44,1.99,98.01,"Arnaldi M.",FALSE,"Arnaldi M.",FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Cerundolo F.","Altmaier D.",1.57,2.38,98.47,1.53,"Cerundolo F.",TRUE,"Cerundolo F.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Dimitrov G.","Vacherot V.",1.08,8,99.78,0.22,"Dimitrov G.",TRUE,"Dimitrov G.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Tsitsipas S.","Djere L.",1.29,3.75,98.91,1.09,"Tsitsipas S.",TRUE,"Tsitsipas S.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Tabilo A.","O Connell C.",1.57,2.38,49.76,50.24,"O Connell C.",FALSE,"Tabilo A.",TRUE,TRUE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Fils A.","Hanfmann Y.",1.4,3,81.26,18.74,"Fils A.",TRUE,"Fils A.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Khachanov K.","Norrie C.",1.67,2.2,89.21,10.79,"Khachanov K.",TRUE,"Khachanov K.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Safiullin R.","Munar J.",2.3,1.62,96.92,3.08,"Safiullin R.",TRUE,"Munar J.",FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Humbert U.","Coria F.",1.36,3.2,99.26,0.74,"Humbert U.",TRUE,"Humbert U.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Zhang Zh.","Giron M.",1.73,2.1,83.84,16.16,"Zhang Zh.",TRUE,"Zhang Zh.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","De Minaur A.","Wawrinka S.",1.4,3,98.92,1.08,"De Minaur A.",TRUE,"De Minaur A.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Bautista Agut R.","Diaz Acosta F.",1.8,2,91.93,8.07,"Bautista Agut R.",TRUE,"Bautista Agut R.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Korda S.","Davidovich Fokina A.",2,1.8,72.97,27.03,"Korda S.",TRUE,"Davidovich Fokina A.",FALSE,FALSE,24
