ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k
51,New York,US Open,2024-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Medvedev D.,1,5,9360,6275,6,2,1,6,6,1,6,4,NA,NA,3,1,Completed,1.36,3.2,1.36,3.44,1.4,3.52,1.34,3.28,32,3.855640681056152,0.2568671813629352,4.005193514574562,0.25825600794477477,0.66825,0.86022,3.855640681056152,4.005193514574562,0.2568671813629352,0.25825600794477477,0.3406905520943325,0.3141136047308459,1,Medvedev D.,FALSE,Medvedev D.,FALSE,0.7017543859649122,Sinner J.,TRUE,0.6593094479056675,0,0.6858863952691541,0,0.7017543859649122,1,-0.6289466461470077,51
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Kotov P.,75,61,720,864,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.24,1.7,2.28,1.66,2.19,22,1.869598274235629,0.2753235198524889,1.9924879413755885,0.2989057153725331,0,0,1.869598274235629,1.9924879413755885,0.2753235198524889,0.2989057153725331,0.38117427814028776,0.3811742781402878,1,Kotov P.,FALSE,Kotov P.,FALSE,0.5684754521963824,O Connell C.,TRUE,0.6188257218597122,0,0.6188257218597122,0,0.5684754521963824,1,-0.5544040659844677,52
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Fognini F.,56,79,915,694,6,3,4,6,6,4,NA,NA,NA,NA,2,1,Completed,1.2,4.5,1.23,4.47,1.25,4.5,1.21,4.25,29,1.9115553961343537,0.264197921796357,2.1669759741785133,0.3600536677534974,0,0,1.9115553961343537,2.1669759741785133,0.264197921796357,0.3600536677534974,0.2836812376777107,0.2836812376777107,1,Fognini F.,FALSE,Fognini F.,FALSE,0.7894736842105263,Safiullin R.,TRUE,0.7163187623222893,0,0.7163187623222893,0,0.7894736842105263,1,-0.5544040659844677,52
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86,681,655,2,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08,29,1.8436084388266896,0.3121407191329035,1.9581782466740627,1.0091437867949886,0,0,1.8436084388266896,1.9581782466740627,0.3121407191329035,1.0091437867949886,0.4568147288146588,0.45681472881465873,1,Dzumhur D.,FALSE,Dzumhur D.,FALSE,0.5483028720626633,Hijikata R.,TRUE,0.5431852711853412,0,0.5431852711853413,0,0.5483028720626633,1,-0.5411058954888285,53
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03,23,1.9182906035747425,0.27299635201192635,2.2170889598902503,0.2556978131342369,0,0,1.9182906035747425,2.2170889598902503,0.27299635201192635,0.2556978131342369,0.21219344347887567,0.21219344347887564,1,Etcheverry T.,FALSE,Etcheverry T.,FALSE,0.5483028720626633,O Connell C.,TRUE,0.7878065565211243,0,0.7878065565211243,0,0.5483028720626633,1,-0.5717237106670294,55
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Draper J.,Hurkacz H.,20,8,2315,4060,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.39,1.68,2.39,1.64,2.23,20,2.7602988248718567,0.30216108464636904,3.214677756428758,0.266200999101394,0.40499999999999997,0.66825,2.7602988248718567,3.214677756428758,0.30216108464636904,0.266200999101394,0.1295878573803364,0.11353665835697431,1,Hurkacz H.,FALSE,Hurkacz H.,FALSE,0.586734693877551,Draper J.,TRUE,0.8704121426196636,0,0.8864633416430256,0,0.586734693877551,1,-0.5717237106670294,55
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Michelsen A.,O Connell C.,49,79,1115,700,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.59,2.53,1.59,2.6,1.53,2.5,17,1.717513277285301,0.3504796810329189,1.9182906035747425,0.27299635201192635,0.50625,0.46575000000000005,1.717513277285301,1.9182906035747425,0.3504796810329189,0.27299635201192635,0.3256557288859018,0.3307610010039644,1,O Connell C.,FALSE,O Connell C.,FALSE,0.6203473945409429,Michelsen A.,TRUE,0.6743442711140982,0,0.6692389989960357,0,0.6203473945409429,1,-0.5717237106670294,55
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46,16,1.7573247781506922,0.2429907037239938,1.8761082457825289,0.3098337927085912,0,0,1.7573247781506922,1.8761082457825289,0.2429907037239938,0.3098337927085912,0.3814518332801972,0.3814518332801972,1,Hijikata R.,FALSE,Hijikata R.,FALSE,0.6203473945409429,Kecmanovic M.,TRUE,0.6185481667198027,0,0.6185481667198027,0,0.6203473945409429,1,-0.5484296005993045,56
56,Shanghai,Shanghai Masters,2024-10-04,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Davidovich Fokina A.,33,64,1449,825,1,6,7,6,6,4,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.64,2.39,1.64,2.58,1.56,2.38,30,2.294438848959578,0.3701640000243801,2.4222994810001603,0.26061444723038835,0.42646500000000004,0.8671050000000001,2.294438848959578,2.4222994810001603,0.3701640000243801,0.26061444723038835,0.3888040895773488,0.33314340608648607,1,Davidovich Fokina A.,FALSE,Davidovich Fokina A.,FALSE,0.6025316455696202,Machac T.,TRUE,0.6111959104226512,0,0.6668565939135139,0,0.6025316455696202,1,-0.5484296005993045,56
56,Shanghai,Shanghai Masters,2024-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Bublik A.,61,27,853,1690,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.68,2.31,1.68,2.33,1.62,2.24,18,1.9950667370616944,0.2603963123546674,2.130611492842432,0.27282346109298267,0.3772575,0,1.9950667370616944,2.130611492842432,0.2603963123546674,0.27282346109298267,0.3596493350331972,0.40854409689118193,1,Bublik A.,FALSE,Bublik A.,FALSE,0.586734693877551,Safiullin R.,TRUE,0.6403506649668028,0,0.591455903108818,0,0.586734693877551,1,-0.5484296005993045,56
56,Shanghai,Shanghai Masters,2024-10-09,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Rune H.,7,14,4060,2935,6,1,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.6,2.52,1.6,2.54,1.55,2.41,15,2.710685267725286,0.2465041087175312,3.0360401722683927,0.2505589501222198,0.9540000000000001,1.0822500000000002,2.710685267725286,3.0360401722683927,0.2465041087175312,0.2505589501222198,0.17731416482274148,0.1672857119667514,1,Rune H.,FALSE,Rune H.,FALSE,0.6203473945409429,Fritz T.,TRUE,0.8226858351772586,0,0.8327142880332485,0,0.6203473945409429,1,-0.5484296005993045,56
56,Shanghai,Shanghai Masters,2024-10-10,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Medvedev D.,1,5,11010,5375,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.32,3.73,1.34,3.75,1.3,3.51,17,3.876417769389145,0.26078292012793225,4.0295032790209095,0.26219248868293915,1.0259775000000002,1.0198800000000001,3.876417769389145,4.0295032790209095,0.26078292012793225,0.26219248868293915,0.33944895776751977,0.34019917387446796,1,Medvedev D.,FALSE,Medvedev D.,FALSE,0.744047619047619,Sinner J.,TRUE,0.6605510422324803,0,0.659800826125532,0,0.744047619047619,1,-0.5484296005993045,56
56,Shanghai,Shanghai Masters,2024-10-13,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Djokovic N.,1,4,11010,5560,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.43,3.07,1.44,3.07,1.41,2.87,22,3.876417769389145,0.26078292012793225,4.84614131594207,0.35616180846989054,1.1820825,1.4038425,3.876417769389145,4.84614131594207,0.26078292012793225,0.35616180846989054,0.014017867965540992,0.012432569436511913,1,Djokovic N.,FALSE,Djokovic N.,FALSE,0.6818181818181818,Sinner J.,TRUE,0.9859821320344591,0,0.9875674305634881,0,0.6818181818181818,1,-0.5484296005993045,56
57,Almaty,Almaty Open,2024-10-17,ATP250,Indoor,Hard,2nd Round,3,Vukic A.,Mannarino A.,85,56,669,949,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.69,2.1,1.81,2.12,1.81,2.13,1.75,2.05,22,1.5022141161236076,0.27977051571090655,2.340067107346224,0.24443952907599775,0.495,0.6885000000000001,1.5022141161236076,2.340067107346224,0.27977051571090655,0.24443952907599775,0.01205904515032639,0.01082668953866055,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.554089709762533,Vukic A.,TRUE,0.9879409548496736,0,0.9891733104613395,0,0.554089709762533,1,-0.5635519107768521,57
58,Antwerp,European Open,2024-10-17,ATP250,Indoor,Hard,2nd Round,3,Bergs Z.,Baez S.,69,27,793,1725,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.25,4,1.27,4.2,1.29,4.2,1.25,3.87,19,1.4455688418489083,0.4379343664105867,2.0855691069255573,0.25581896682143496,0.4455,0,1.4455688418489083,2.0855691069255573,0.4379343664105867,0.25581896682143496,0.10349524663416587,0.13003787544610027,1,Baez S.,FALSE,Baez S.,FALSE,0.7619047619047619,Bergs Z.,TRUE,0.8965047533658341,0,0.8699621245538998,0,0.7619047619047619,1,-0.579919173195942,58
58,Antwerp,European Open,2024-10-18,ATP250,Indoor,Hard,Quarterfinals,3,Lehecka J.,Tsitsipas S.,33,11,1440,3445,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.9,2,1.9,2,1.82,1.96,20,2.523861936116801,0.27075971899707185,3.0513950039653253,0.25378868514943714,0.737325,0.7875,2.523861936116801,3.0513950039653253,0.27075971899707185,0.25378868514943714,0.077583316095986607,0.07552640942213043,1,Tsitsipas S.,FALSE,Tsitsipas S.,FALSE,0.5263157894736842,Lehecka J.,TRUE,0.9224166839040134,0,0.9244735905778696,0,0.5263157894736842,1,-0.579919173195942,58
59,Stockholm,Nordic Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Norrie C.,55,52,965,989,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.02,1.95,2.02,1.84,1.94,20,1.7881864189888714,0.2411930516423267,2.3616155463473474,0.27050659776400504,0,0,1.7881864189888714,2.3616155463473474,0.2411930516423267,0.27050659776400504,0.056799137714632415,0.056799137714632415,1,Norrie C.,FALSE,Norrie C.,FALSE,0.5263157894736842,Kecmanovic M.,TRUE,0.9432008622853676,0,0.9432008622853676,0,0.5263157894736842,1,-0.5985592663870679,59
59,Stockholm,Nordic Open,2024-10-17,ATP250,Indoor,Hard,2nd Round,3,Kecmanovic M.,Jarry N.,55,34,965,1385,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.44,2.75,1.54,2.67,1.54,2.75,1.49,2.59,33,1.7881864189888714,0.2411930516423267,2.4295918462754487,0.2626264205171712,0.4050000000000001,0.62775,1.7881864189888714,2.4295918462754487,0.2411930516423267,0.2626264205171712,0.03602609154390761,0.03167163195054738,1,Jarry N.,FALSE,Jarry N.,FALSE,0.6563245823389022,Kecmanovic M.,TRUE,0.9639739084560924,0,0.9683283680494527,0,0.6563245823389022,1,-0.5985592663870679,59
59,Stockholm,Nordic Open,2024-10-20,ATP250,Indoor,Hard,The Final,3,Paul T.,Dimitrov G.,13,10,3055,3580,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.77,2.18,1.77,2.25,1.68,2.17,19,2.762422157078373,0.25472043259458527,3.45471635974617,0.27425050750769453,1.1522025,1.4202000000000001,2.762422157078373,3.45471635974617,0.25472043259458527,0.27425050750769453,0.0321855319147839,0.02754679507099716,1,Dimitrov G.,FALSE,Dimitrov G.,FALSE,0.5684754521963824,Paul T.,TRUE,0.9678144680852161,0,0.9724532049290029,0,0.5684754521963824,1,-0.5985592663870679,59
60,Basel,Swiss Indoors,2024-10-22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Bublik A.,67,32,804,1460,3,6,6,4,4,0,NA,NA,NA,NA,1,1,Retired,1.67,2.2,1.73,2.22,1.74,2.23,1.68,2.15,23,2.0566991114000537,0.2543294373047569,2.1335934920914057,0.2727313738150503,0,0,2.0566991114000537,2.1335934920914057,0.2543294373047569,0.2727313738150503,0.4183181464879519,0.41831814648795196,1,Bublik A.,FALSE,Bublik A.,FALSE,0.5684754521963824,Van De Zandschulp B.,TRUE,0.581681853512048,0,0.581681853512048,0,0.5684754521963824,1,-0.5873474303562822,60
60,Basel,Swiss Indoors,2024-10-24,ATP500,Indoor,Hard,2nd Round,3,Shapovalov D.,Bautista Agut R.,95,45,618,1146,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.69,2.3,1.69,2.3,1.65,2.21,22,1.9142683034458647,0.294823044685131,2.0272653543838115,0.27179337711226303,0.34425000000000006,0.9191475,1.9142683034458647,2.0272653543838115,0.294823044685131,0.27179337711226303,0.38905004247183184,0.31238952016904953,1,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,0.586734693877551,Shapovalov D.,TRUE,0.6109499575281682,0,0.6876104798309505,0,0.586734693877551,1,-0.5873474303562822,60
60,Basel,Swiss Indoors,2024-10-25,ATP500,Indoor,Hard,Quarterfinals,3,Fils A.,Tsitsipas S.,20,11,2090,3405,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.77,2.18,1.8,2.2,1.73,2.07,22,2.652567134413881,0.28138925360511274,3.0576134584838934,0.25374334887494465,0.8333550000000001,1.200375,2.652567134413881,3.0576134584838934,0.28138925360511274,0.25374334887494465,0.1425338386500659,0.11816004803468066,1,Tsitsipas S.,FALSE,Tsitsipas S.,FALSE,0.5483028720626633,Fils A.,TRUE,0.8574661613499341,0,0.8818399519653193,0,0.5483028720626633,1,-0.5873474303562822,60
61,Vienna,Vienna Open,2024-10-23,ATP500,Indoor,Hard,2nd Round,3,Berrettini M.,Tiafoe F.,41,15,1270,2625,6,3,6,7,6,3,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.68,2.33,1.68,2.33,1.63,2.25,31,2.5318729566763345,0.34878506215836924,2.6679368083956003,0.266524499099496,0.4455,0.5175,2.5318729566763345,2.6679368083956003,0.34878506215836924,0.266524499099496,0.37829252355793075,0.36867429016109715,1,Tiafoe F.,FALSE,Tiafoe F.,FALSE,0.586734693877551,Berrettini M.,TRUE,0.6217074764420693,0,0.6313257098389029,0,0.586734693877551,1,-0.5709224888132086,61
61,Vienna,Vienna Open,2024-10-27,ATP500,Indoor,Hard,The Final,3,Draper J.,Khachanov K.,18,24,2310,1985,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.69,2.3,1.69,2.31,1.65,2.21,22,2.807760187749999,0.30096707994417754,2.9646146266107736,0.27992435486352735,1.257525,1.518345,2.807760187749999,2.9646146266107736,0.30096707994417754,0.27992435486352735,0.3513713145451691,0.3182284993196659,1,Khachanov K.,FALSE,Khachanov K.,FALSE,0.5684754521963824,Draper J.,TRUE,0.6486286854548309,0,0.6817715006803341,0,0.5684754521963824,1,-0.5709224888132086,61
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Shang J.,49,51,1105,1075,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.72,2.23,1.72,2.3,1.65,2.23,26,1.8714553586960945,0.2409191010067651,2.1126920083479006,0.36461417639235233,0,0,1.8714553586960945,2.1126920083479006,0.2409191010067651,0.36461417639235233,0.29047243490279795,0.2904724349027979,1,Shang J.,FALSE,Shang J.,FALSE,0.586734693877551,Giron M.,TRUE,0.709527565097202,0,0.7095275650972022,0,0.586734693877551,1,-0.5351435092515276,62
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Kecmanovic M.,Baez S.,55,26,965,1690,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.4,3,NA,NA,1.4,3,1.4,3,35,1.8640244533327857,0.23806644623340356,2.0553044939051803,0.2572753868827596,0.36085500000000004,0,1.8640244533327857,2.0553044939051803,0.23806644623340356,0.2572753868827596,0.2926363509761487,0.33414320586286195,1,Baez S.,FALSE,Baez S.,FALSE,0.6818181818181818,Kecmanovic M.,TRUE,0.7073636490238513,0,0.665856794137138,0,0.6818181818181818,1,-0.5351435092515276,62
62,Paris,BNP Paribas Masters,2024-10-31,Masters 1000,Indoor,Hard,3rd Round,3,Thompson J.,Mannarino A.,28,58,1571,929,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.58,2.55,1.62,2.55,1.55,2.41,25,2.2004855878012872,0.26857595122117717,2.3305784326632213,0.24158567604076897,1.0125,0.990225,2.2004855878012872,2.3305784326632213,0.26857595122117717,0.24158567604076897,0.3593767026718886,0.3621256351961788,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.6025316455696202,Thompson J.,TRUE,0.6406232973281114,0,0.6378743648038212,0,0.6025316455696202,1,-0.5351435092515276,62
62,Paris,BNP Paribas Masters,2024-11-02,Masters 1000,Indoor,Hard,Semifinals,3,Humbert U.,Khachanov K.,18,21,2385,2225,6,7,6,4,6,3,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.78,2.16,1.78,2.22,1.72,2.12,32,2.476975929661154,0.2606253609327738,2.989911585290435,0.2795873916817512,1.3493249999999999,1.9198800000000003,2.476975929661154,2.989911585290435,0.2606253609327738,0.2795873916817512,0.08980142433447015,0.06777437116926152,1,Khachanov K.,FALSE,Khachanov K.,FALSE,0.5684754521963824,Humbert U.,TRUE,0.9101985756655299,0,0.9322256288307385,0,0.5684754521963824,1,-0.5351435092515276,62
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Darderi L.,93,43,625,1248,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.79,2.12,1.86,2.18,1.77,2.02,22,1.394015121020158,0.27737041543537616,1.9219860591290168,0.37892665930437336,0,0,1.394015121020158,1.9219860591290168,0.27737041543537616,0.37892665930437336,0.13044066547374547,0.13044066547374547,1,Darderi L.,FALSE,Darderi L.,FALSE,0.5263157894736842,Altmaier D.,TRUE,0.8695593345262546,0,0.8695593345262546,0,0.5263157894736842,1,-0.5383005263192246,63
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78,91,718,629,6,7,7,5,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34,32,1.977949530616744,0.2921827093598238,2.0871934830245458,0.2820978681118087,0,0,1.977949530616744,2.0871934830245458,0.2921827093598238,0.2820978681118087,0.393972219631135,0.393972219631135,1,Fucsovics M.,FALSE,Fucsovics M.,FALSE,0.6025316455696202,Shapovalov D.,TRUE,0.606027780368865,0,0.606027780368865,0,0.6025316455696202,1,-0.5383005263192246,63
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Safiullin R.,Fognini F.,60,74,898,745,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.27,4.09,1.27,4.34,1.23,3.99,18,1.994865855719723,0.2580833717036526,1.9957946353223723,0.3374720564005801,0,0,1.994865855719723,1.9957946353223723,0.2580833717036526,0.3374720564005801,0.4991278513674866,0.49912785136748666,1,Fognini F.,FALSE,Fognini F.,FALSE,0.7801801801801801,Safiullin R.,TRUE,0.5008721486325134,0,0.5008721486325134,0,0.7801801801801801,1,-0.5383005263192246,63
63,Belgrade,Belgrade Open,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Marozsan F.,Lajovic D.,59,86,930,685,6,3,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.74,2.23,1.74,2.23,1.68,2.15,21,2.0834751606831134,0.30386434038545146,2.314928803866648,0.2683538880096152,0.6014250000000001,0.38475000000000004,2.0834751606831134,2.314928803866648,0.30386434038545146,0.2683538880096152,0.28402363223256993,0.30832677507530115,1,Lajovic D.,FALSE,Lajovic D.,FALSE,0.5483028720626633,Marozsan F.,TRUE,0.71597636776743,0,0.6916732249246988,0,0.5483028720626633,1,-0.5383005263192246,63
63,Belgrade,Belgrade Open,2024-11-08,ATP250,Indoor,Hard,Semifinals,3,Shapovalov D.,Lehecka J.,78,31,718,1560,6,2,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.74,2.23,1.76,2.24,1.68,2.16,15,1.977949530616744,0.2921827093598238,2.4458384376417404,0.26386708973560224,1.24938,1.116675,1.977949530616744,2.4458384376417404,0.2921827093598238,0.26386708973560224,0.11732766316213357,0.12493021670147061,1,Lehecka J.,FALSE,Lehecka J.,FALSE,0.5684754521963824,Shapovalov D.,TRUE,0.8826723368378664,0,0.8750697832985294,0,0.5684754521963824,1,-0.5383005263192246,63
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Moutet C.,Nagal S.,66,83,804,697,7,5,4,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.34,3.53,1.34,3.75,1.31,3.43,16,1.0046511821051771,0.34167588865019205,1.225975080699882,0.5060581228344003,0,0,1.0046511821051771,1.225975080699882,0.34167588865019205,0.5060581228344003,0.35850147797256093,0.35850147797256093,1,Nagal S.,FALSE,Nagal S.,FALSE,0.744047619047619,Moutet C.,TRUE,0.6414985220274391,0,0.6414985220274391,0,0.744047619047619,1,-0.5583014380900677,64
65,Turin,Masters Cup,2024-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Ruud C.,2,7,7315,3855,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.13,6,1.18,5.56,1.18,6,1.15,5.46,22,NA,NA,NA,NA,0.4050000000000001,0.38475000000000004,0,0,4,4,0.5,0.4972074928304525,1,Zverev A.,TRUE,Ruud C.,FALSE,0.8415147265077139,Zverev A.,TRUE,0.5,1,0.5027925071695475,0,0.8415147265077139,1,0.551612089891799,65
65,Turin,Masters Cup,2024-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Medvedev D.,1,4,10330,4830,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.17,5,1.19,5.29,1.22,5.6,1.17,4.85,19,NA,NA,NA,NA,0.7166475,0.6761475000000001,0,0,4,4,0.5,0.49441515986538975,1,Sinner J.,TRUE,Medvedev D.,FALSE,0.8103727714748785,Sinner J.,TRUE,0.5,1,0.5055848401346102,0,0.8103727714748785,1,0.551612089891799,65
