ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,margin,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,denom,z_val,TTT_Prob_W,TTT_Prob_L,pred,ttt_correct,bookie_pred,bookie_correct,ATPk,tournament_set
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Wawrinka S.,55,86,911,697,3,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.58,2.53,1.62,2.53,1.57,2.37,1,-0.2273041922676753,0.31644795496408507,0.36075241701970706,0.26513377477743655,-0.2273041922676753,0.36075241701970706,0.31644795496408507,0.26513377477743655,0.4128380151205604,-1.424424563022989,0.07716180398853784,0.9228381960114622,Wawrinka S.,FALSE,Borges N.,TRUE,26,ATP250
27,Munich,BMW Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,Shevchenko A.,61,63,894,879,6,7,6,3,7,5,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.73,2.22,1.75,2.22,1.7,2.11,1,-0.18305920355220692,0.2886571331134968,0.22304858519912923,0.2737012412659572,-0.18305920355220692,0.22304858519912923,0.2886571331134968,0.2737012412659572,0.39778802139811686,-1.020915077643559,0.15364733749254283,0.8463526625074571,Shevchenko A.,FALSE,Hanfmann Y.,TRUE,27,ATP250
30,Geneva,Geneva Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Nagal S.,20,94,1985,646,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.2,4.5,1.23,4.43,1.25,4.54,1.22,4.24,2,0.1543403918091815,0.2511606727732296,0.3045460466330035,0.8348812653629717,0.1543403918091815,0.3045460466330035,0.2511606727732296,0.8348812653629717,0.8718419643501786,-0.17228541520799215,0.4316065749439756,0.5683934250560244,Nagal S.,FALSE,Baez S.,TRUE,30,ATP250
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,Murray A.,85,75,682,728,7,5,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.7,2.26,1.72,2.41,1.64,2.23,2,-0.1403869469728574,0.2774151934734832,0.17045375902134002,0.28320834239991244,-0.1403869469728574,0.17045375902134002,0.2774151934734832,0.28320834239991244,0.3964418680901856,-0.7840763829805308,0.21649764613633504,0.783502353863665,Murray A.,FALSE,Hanfmann Y.,TRUE,30,ATP250
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,647,735,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.65,2.31,1.68,2.31,1.64,2.25,2,-0.07457094821699166,0.2979299379476706,0.21954883773502504,0.23922289401373656,-0.07457094821699166,0.21954883773502504,0.2979299379476706,0.23922289401373656,0.3820861695296105,-0.7697734422423875,0.22071714804616618,0.7792828519538338,Mcdonald M.,FALSE,Vukic A.,TRUE,31,ATP250
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,739,831,6,3,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.3,1.73,2.3,1.66,2.19,1,-0.2342686208707907,0.3147756333218365,0.14893440212681858,0.24798936720137843,-0.2342686208707907,0.14893440212681858,0.3147756333218365,0.24798936720137843,0.4007273706375737,-0.9562686531442002,0.16946826135597243,0.8305317386440276,Evans D.,FALSE,Rinderknech A.,TRUE,31,ATP250
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Koepfer D.,Zhang Zh.,65,44,801,1066,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.8,2,1.79,2.08,1.81,2.12,1.76,2.02,1,-0.2172715765628578,0.4070651676740994,0.2684495366045289,0.25893283966448505,-0.2172715765628578,0.2684495366045289,0.4070651676740994,0.25893283966448505,0.48243990940868126,-1.0068012693284998,0.15701514227320304,0.842984857726797,Zhang Zh.,FALSE,Koepfer D.,TRUE,33,ATP250
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,750,1017,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.62,2.38,1.69,2.42,1.57,2.34,2,-0.07302164020132446,0.28244211410149045,0.1490098478116667,0.2996393152143714,-0.07302164020132446,0.1490098478116667,0.28244211410149045,0.2996393152143714,0.4117733199713852,-0.5392080478366604,0.2948716539494303,0.7051283460505697,Eubanks C.,FALSE,Nakashima B.,TRUE,33,ATP250
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Fils A.,Cazaux A.,38,75,1155,735,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.72,2.19,1.74,2.32,1.64,2.21,2,0.21808239299259768,0.30037411149249016,0.3359797378022664,0.8296689851469908,0.21808239299259768,0.3359797378022664,0.30037411149249016,0.8296689851469908,0.8823691017764281,-0.13361454358761216,0.4468536915980954,0.5531463084019046,Cazaux A.,FALSE,Fils A.,TRUE,34,ATP250
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Vukic A.,Purcell M.,87,100,674,612,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.32,1.7,2.34,1.63,2.23,2,-0.03187320493780524,0.28731239983172,0.04530646897249234,0.29950413359531286,-0.03187320493780524,0.04530646897249234,0.28731239983172,0.29950413359531286,0.41503149415163804,-0.18596100536432741,0.4262376705444442,0.5737623294555558,Purcell M.,FALSE,Vukic A.,TRUE,34,ATP250
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Djere L.,94,52,627,936,6,1,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.5,1.59,2.75,1.54,2.45,1,-0.00423330795690899,0.295761640801405,0.4271825544213177,0.2531656473580657,-0.00423330795690899,0.4271825544213177,0.295761640801405,0.2531656473580657,0.38931708564069956,-1.1081349323989858,0.1339017732872905,0.8660982267127095,Djere L.,FALSE,Purcell M.,TRUE,37,ATP250
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Cerundolo F.,46,27,1005,1565,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.25,1.7,2.13,2,0.12814477355796897,0.2220584366369417,0.5339048442920157,0.23861068642671543,0.12814477355796897,0.5339048442920157,0.2220584366369417,0.23861068642671543,0.3259524642623077,-1.2448443108180172,0.10659449230449843,0.8934055076955015,Cerundolo F.,FALSE,Giron M.,TRUE,37,ATP250
38,Mallorca,Mallorca Championships,2024-06-23,ATP250,Outdoor,Grass,1st Round,3,Michelsen A.,Borges N.,62,51,844,936,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.81,2.1,1.81,2.29,1.72,2.1,2,-0.3728208351130839,0.47135575478890385,-0.23808302745722376,0.28993062359957866,-0.3728208351130839,-0.23808302745722376,0.47135575478890385,0.28993062359957866,0.553385953990032,-0.24347890777561573,0.403817211357138,0.596182788642862,Borges N.,FALSE,Michelsen A.,TRUE,38,ATP250
38,Mallorca,Mallorca Championships,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Ofner S.,Munar J.,54,63,883,835,3,6,6,4,7,6,NA,NA,NA,NA,2,1,Completed,1.44,2.75,1.5,2.76,1.54,2.78,1.46,2.67,1,-0.02457531575697995,0.2808380542903113,0.09116516084795268,0.2997884798895184,-0.02457531575697995,0.09116516084795268,0.2808380542903113,0.2997884798895184,0.4107835749053703,-0.2817553662694402,0.3890655486982122,0.6109344513017878,Munar J.,FALSE,Ofner S.,TRUE,38,ATP250
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Safiullin R.,54,67,906,785,5,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.6,2.3,1,-0.01305333176814443,0.2629279964429265,0.3871401114704416,0.2516922741929084,-0.01305333176814443,0.3871401114704416,0.2629279964429265,0.2516922741929084,0.36397820292139715,-1.0994983766239699,0.1357753708413634,0.8642246291586366,Safiullin R.,FALSE,Carballes Baena R.,TRUE,40,ATP250
42,Hamburg,European Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Zhang Zh.,Seyboth Wild T.,34,72,1261,755,7,6,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.75,2.18,1.75,2.27,1.67,2.18,2,0.21348048962260405,0.2493833184488433,0.4717814730981598,0.4649391723723713,0.21348048962260405,0.4717814730981598,0.2493833184488433,0.4649391723723713,0.5275987808238972,-0.48957843130758083,0.3122161210379252,0.6877838789620748,Seyboth Wild T.,FALSE,Zhang Zh.,TRUE,42,ATP250
46,Umag,Croatia Open,2024-07-21,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Shevchenko A.,49,58,995,885,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.67,2.34,1.67,2.46,1.59,2.31,1,0.1417834118531464,0.31492481150944346,0.28889926619428347,0.25074452475261966,0.1417834118531464,0.28889926619428347,0.31492481150944346,0.25074452475261966,0.4025549075563178,-0.36545537411081097,0.35738575637683634,0.6426142436231637,Shevchenko A.,FALSE,Marozsan F.,TRUE,46,ATP250
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-18,ATP250,Outdoor,Hard,1st Round,3,Cazaux A.,Van De Zandschulp B.,97,73,596,739,6,1,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.99,2,1.86,1.92,2,-0.05503893215678746,0.6119662946053563,0.2036342142598335,0.2415299981906138,-0.05503893215678746,0.2036342142598335,0.6119662946053563,0.2415299981906138,0.657905377511818,-0.3931768233828951,0.347094443202046,0.652905556797954,Van De Zandschulp B.,FALSE,Cazaux A.,TRUE,50,ATP250
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-19,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Munar J.,90,82,635,682,7,5,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.09,1.85,2.13,1.76,2.05,1,-0.5432486267848375,0.5154980455742736,0.06689009922643499,0.28640381627408085,-0.5432486267848375,0.06689009922643499,0.5154980455742736,0.28640381627408085,0.5897163563674093,-1.0346308346773063,0.15042067408082826,0.8495793259191717,Munar J.,FALSE,Goffin D.,TRUE,50,ATP250
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Kotov P.,75,61,720,864,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.24,1.7,2.28,1.66,2.19,2,0.05412280200349653,0.24806741467135063,0.21065679845297117,0.3723641937788406,0.05412280200349653,0.21065679845297117,0.24806741467135063,0.3723641937788406,0.44742880442623917,-0.34985230030106396,0.3632247731430125,0.6367752268569875,Kotov P.,FALSE,O Connell C.,TRUE,52,ATP250
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86,681,655,2,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08,1,-0.10056897652127396,0.34040106872926007,NA,NA,-0.10056897652127396,0,0.34040106872926007,4,4.014457981794307,-0.02505169489314807,0.4900068649833035,0.5099931350166965,Dzumhur D.,FALSE,Hijikata R.,TRUE,53,ATP250
59,Stockholm,Nordic Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Norrie C.,55,52,965,989,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.02,1.95,2.02,1.84,1.94,2,0.11180050534036674,0.2259448308576576,0.26399065514142633,0.26042073520916564,0.11180050534036674,0.26399065514142633,0.2259448308576576,0.26042073520916564,0.3447753267247786,-0.44141833247408496,0.32945508640451626,0.6705449135954837,Norrie C.,FALSE,Kecmanovic M.,TRUE,59,ATP250
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Darderi L.,93,43,625,1248,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.79,2.12,1.86,2.18,1.77,2.02,2,-0.16005168786628127,0.2490036155600817,0.14620324163814163,0.409281661203901,-0.16005168786628127,0.14620324163814163,0.2490036155600817,0.409281661203901,0.47907648529208546,-0.6392610343162721,0.2613265663403702,0.7386734336596298,Darderi L.,FALSE,Altmaier D.,TRUE,63,ATP250
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78,91,718,629,6,7,7,5,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34,1,0.24228050927778025,0.35779436648354496,0.3240068164461029,0.24707630963138535,0.24228050927778025,0.3240068164461029,0.35779436648354496,0.24707630963138535,0.4348143413785078,-0.18795678842887925,0.42545526261148037,0.5745447373885196,Fucsovics M.,FALSE,Shapovalov D.,TRUE,63,ATP250
