player,mu_generic,sigma_generic,ATP,mov_w_scale,mov_w_cap
Gomez F.,-2.8085216681055347,2.4171610781159307,16,0.35,3
Comesana F.,-2.7901455378289133,2.355570490115369,16,0.35,3
Sandgren T.,-2.34786581195303,2.598135635937645,16,0.35,3
Neff A.,-2.5207423527946813,2.487542845652401,16,0.35,3
Heide G.,-3.250190866907527,2.329492651042744,16,0.35,3
Giron M.,2.698696112239044,0.2024355104483441,17,0.35,3
Mcdonald M.,2.758136149491737,0.19284429727166857,17,0.35,3
Kecmanovic M.,2.4416017098838116,0.20813387258923086,17,0.35,3
Nishioka Y.,2.58910319684163,0.22956531360558535,17,0.35,3
Popyrin A.,3.023855438079519,0.22317309204905925,17,0.35,3
Halys Q.,3.0377129160793945,0.2700016590396418,17,0.35,3
Safiullin R.,2.9871893670848872,0.21825120716837396,17,0.35,3
Draper J.,4.150659275585965,0.2690238268249532,17,0.35,3
Kokkinakis T.,3.03631170598983,0.26038942476067645,17,0.35,3
Medvedev D.,5.113288931215306,0.18844471754697503,17,0.35,3
Khachanov K.,3.9905664460982364,0.21923681508232876,17,0.35,3
Djokovic N.,6.28088546100121,0.26906482640489715,17,0.35,3
Sinner J.,5.368715191867267,0.21101588467207533,17,0.35,3
Shapovalov D.,3.0066500455813943,0.27418585422093167,17,0.35,3
Bautista Agut R.,2.702964601191885,0.23171530456032768,17,0.35,3
Korda S.,3.5619479721847136,0.22583759882133592,17,0.35,3
Bonzi B.,2.171813616581104,0.2545269083845138,17,0.35,3
Carballes Baena R.,2.0996759553149373,0.22252165800872853,17,0.35,3
Mmoh M.,2.8690694748656593,0.28821417910367675,17,0.35,3
Griekspoor T.,3.274310951487103,0.2162456291898856,17,0.35,3
Djere L.,2.8875369793452696,0.2005020357600985,17,0.35,3
Cecchinato M.,1.7923436189428024,0.2658446437636926,17,0.35,3
Krajinovic F.,1.2750397957088035,0.4119287949804537,17,0.35,3
Van Rijthoven T.,1.1586917217349217,0.7969262879210419,17,0.35,3
Marterer M.,1.915011995137808,0.3327556847447642,17,0.35,3
Martinez P.,1.8170256885751914,0.40084823801354247,17,0.35,3
Karatsev A.,2.8574374143777534,0.2222323770464951,17,0.35,3
Cobolli F.,2.621956133639157,0.3967044484269901,17,0.35,3
Van De Zandschulp B.,2.6523707930641582,0.21177060013422397,17,0.35,3
Cilic M.,1.8335619494682582,0.6121139372720473,17,0.35,3
Davidovich Fokina A.,3.2630794028333705,0.21111127057110302,17,0.35,3
Paul T.,3.6066600323044598,0.19239482749152784,17,0.35,3
Millman J.,2.5022697753170284,0.740828545895393,17,0.35,3
Haase R.,2.7080597087845044,0.8718191806129774,17,0.35,3
Huesler M.A.,1.0129048735533384,0.310676991212784,17,0.35,3
Kwon S.W.,2.5924325460300572,0.4395220404510927,17,0.35,3
Ymer M.,2.110984608625902,0.2861794537072123,17,0.35,3
Kubler J.,2.05589139431858,0.29013037293499006,17,0.35,3
Lestienne C.,0.879619256574744,0.3228740274816885,17,0.35,3
Goffin D.,2.259942243910437,0.3003731822798085,17,0.35,3
Brooksby J.,3.845203991898284,0.5096043521763357,17,0.35,3
Gasquet R.,1.5906160072868312,0.2532089172744776,17,0.35,3
Wolf J.J.,2.5170141568285813,0.2048833882782062,17,0.35,3
Barrere G.,2.590978744400265,0.2248395392476203,17,0.35,3
Eubanks C.,2.5692022226362545,0.2278890740785951,17,0.35,3
Lehecka J.,3.1123687259190502,0.20111382561804564,17,0.35,3
Shelton B.,2.993043608616182,0.21314107888420694,17,0.35,3
Norrie C.,3.375267957076657,0.21140676144549694,17,0.35,3
Moutet C.,1.2809181708564747,0.316558898608554,17,0.35,3
Watanuki Y.,2.147310105375918,0.3603259237636971,17,0.35,3
Etcheverry T.,3.033940456101134,0.20106833365425075,17,0.35,3
Cerundolo F.,3.2995024582766526,0.19978939745606816,17,0.35,3
Shang J.,2.1230760808781133,0.3598339164098868,17,0.35,3
Hurkacz H.,4.0840181776560165,0.21321076435180447,17,0.35,3
Tiafoe F.,3.481228530171513,0.2090594751665278,17,0.35,3
Nadal R.,3.7029478132109457,0.7166640302965451,17,0.35,3
Daniel T.,1.7709780227332008,0.27020354106094424,17,0.35,3
Sonego L.,2.781911073866743,0.20530609456699975,17,0.35,3
Svrcina D.,1.7391514393349592,0.6365572891577409,17,0.35,3
Fucsovics M.,3.093482577577387,0.23088232848626605,17,0.35,3
Molcan A.,2.3744286270756603,0.2732862943394089,17,0.35,3
Hijikata R.,2.696126485501499,0.26508054219219906,17,0.35,3
Auger-Aliassime F.,3.12266846388209,0.2227848440454273,17,0.35,3
Tsitsipas S.,4.330035271581963,0.20298366707839072,17,0.35,3
Harris L.,1.9227762297559565,0.32435378823770117,17,0.35,3
Rublev A.,4.392987269389124,0.18362104545833696,17,0.35,3
Chardy J.,0.4855989835394603,0.7143307169659564,17,0.35,3
Evans D.,2.7491435552865777,0.22720771367745995,17,0.35,3
Dimitrov G.,4.550382854144963,0.20905272505761674,17,0.35,3
Schwartzman D.,1.700873032511675,0.24131400619877735,17,0.35,3
Jarry N.,3.6880570154310517,0.21593434639410689,17,0.35,3
Carreno Busta P.,1.2907156298408706,0.7166308931111911,17,0.35,3
Fritz T.,4.13230699127796,0.20189955978191254,17,0.35,3
Rune H.,3.81065101972636,0.19692857873504244,17,0.35,3
Murray A.,2.5675369170055995,0.2518961610603945,17,0.35,3
Zverev A.,4.1645190433978625,0.18123276385122264,17,0.35,3
De Minaur A.,3.8219805603524835,0.19530349999412527,17,0.35,3
Ruud C.,3.6998969884092796,0.21191973985968363,17,0.35,3
Ruusuvuori E.,3.2570394711054367,0.2261292649996352,17,0.35,3
Humbert U.,3.376128093064882,0.21161611817959472,17,0.35,3
Kudla D.,1.813184795903184,0.4957203051143275,17,0.35,3
Mannarino A.,3.3715246664874456,0.19087405195538312,17,0.35,3
Holt B.,-3.4042131835356946,2.051559348063062,17,0.35,3
Couacaud E.,1.1237010606887705,0.7370648671856946,17,0.35,3
Cressy M.,1.5132727827851686,0.2937922929356162,17,0.35,3
Zapata Miralles B.,1.7219773992014904,0.23200038750163188,17,0.35,3
Lajovic D.,2.9431526782213178,0.2140135144616756,17,0.35,3
Cerundolo J.M.,1.234964279157275,0.36224056639360674,17,0.35,3
Darderi L.,2.3800353854412806,0.6045884818298224,17,0.35,3
Coria F.,1.8470678404512848,0.3038429740261052,17,0.35,3
Barrios M.,1.337163521537642,0.4725705281806462,17,0.35,3
Garin C.,2.5076156377029073,0.26688056973591096,17,0.35,3
Delbonis F.,2.8685390174856207,0.972932966123669,17,0.35,3
Pella G.,1.645182666493785,0.30467984541042287,17,0.35,3
Sousa J.,0.07084571739370961,0.5851143918680846,17,0.35,3
Dellien H.,1.1162531295559817,0.3424913294506042,17,0.35,3
Baez S.,2.879840770269498,0.19966528679323742,17,0.35,3
Ramos-Vinolas A.,1.923924026572643,0.2498598372974182,17,0.35,3
Sock J.,1.7339711295625828,0.6066902358767247,17,0.35,3
Thompson J.,2.799342896255803,0.2202045608318343,17,0.35,3
Albot R.,1.596902873084056,0.3271269549898071,17,0.35,3
Wu Y.,2.3156824221403887,0.27598379599705475,17,0.35,3
Isner J.,2.260466099066814,0.32688261300431987,17,0.35,3
Gomez E.,0.9495242532649035,0.5899283141070851,17,0.35,3
Altmaier D.,2.1261400474867402,0.23309082775130674,17,0.35,3
Otte O.,1.859804342274159,0.33728252155687466,17,0.35,3
Fils A.,3.179546875786503,0.23362611823400578,17,0.35,3
Basilashvili N.,0.218208340199731,0.6745677767620103,17,0.35,3
Rinderknech A.,1.7135284275653844,0.25207975891115564,17,0.35,3
Coric B.,2.425320454378515,0.243627881632127,17,0.35,3
Cachin P.,1.8255456399005439,0.2346120012782243,17,0.35,3
Munar J.,2.300766618632087,0.23744833958250192,17,0.35,3
Ugo Carabelli C.,1.9569645943559524,0.670793117311135,17,0.35,3
Diaz Acosta F.,2.2986792372159686,0.429354251108258,17,0.35,3
Varillas J. P.,2.211502330660213,0.4552126492536857,17,0.35,3
Thiem D.,2.243896736664903,0.2393954406373074,17,0.35,3
Alcaraz C.,5.410434696409598,0.21167183816267204,17,0.35,3
Musetti L.,3.2781875709451334,0.20296416034567033,17,0.35,3
Borges N.,1.471354707103826,0.2970280678569678,17,0.35,3
Vukic A.,1.5920412241781976,0.27659214192968595,17,0.35,3
Pecotic M.,2.2727992978644616,0.8871406063295534,17,0.35,3
Wawrinka S.,3.1019336687539467,0.22303683982162983,17,0.35,3
Brouwer G.,2.4400070302214965,0.35445887379969215,17,0.35,3
O Connell C.,2.4859938495093163,0.22631510811432126,17,0.35,3
Broady L.,2.1223478519116625,0.38437943643866834,17,0.35,3
Muller A.,1.832105008437234,0.31142273543438437,17,0.35,3
Bublik A.,2.8056648776556945,0.2169691879611633,17,0.35,3
Ritschard A.,1.7563249049176826,0.6717685876810482,17,0.35,3
Riedi L.,1.6440643811530096,0.7574379379610119,17,0.35,3
Monteiro T.,1.569247221878818,0.3134628482324916,17,0.35,3
Galan D.E.,1.2656479712261655,0.26240980215725707,17,0.35,3
Varillas J.P.,1.8347973041113728,0.2910574141612653,17,0.35,3
Fognini F.,2.1719192096630104,0.31808278556171066,17,0.35,3
Lopez F.,1.617753323077709,0.5379386272072512,17,0.35,3
Berrettini M.,3.266123221800336,0.32188049844509387,17,0.35,3
Ymer E.,1.2031902910182593,0.431092988231302,17,0.35,3
Nakashima B.,2.4970743473474357,0.25473879954975404,17,0.35,3
Berrettini J.,-2.5038605424412292,2.4710471341126956,17,0.35,3
Kotov P.,2.6637424902533846,0.2579365032588632,17,0.35,3
Hanfmann Y.,2.973162436732405,0.21396020336489951,17,0.35,3
Bonadio R.,1.3093756674331871,0.8260646606883738,17,0.35,3
Ivashka I.,1.91545226559799,0.2812927323799682,17,0.35,3
Tabilo A.,2.3288941330145927,0.4330451656217035,17,0.35,3
Wu T.L.,1.4553220134311688,0.7729149884693309,17,0.35,3
Struff J.L.,3.180960474582724,0.2439945608787637,17,0.35,3
Bagnis F.,0.4640582906957721,0.4980056043855972,17,0.35,3
Nava E.,1.304159343597514,0.5362100460092336,17,0.35,3
Kovacevic A.,1.3880790536811825,0.3673888980134732,17,0.35,3
Van Assche L.,1.1952941248077804,0.3119748561728409,17,0.35,3
Rodionov J.,1.638540382216748,0.44958411761820793,17,0.35,3
Johnson S.,0.3368440830799309,0.7548101906838857,17,0.35,3
Machac T.,2.943335094802188,0.38233593350868367,17,0.35,3
Purcell M.,2.1417817601345863,0.2576897068094752,17,0.35,3
Gaston H.,1.2618424028408357,0.35970501269071703,17,0.35,3
Passaro F.,0.7863404635298182,0.636236953361147,17,0.35,3
Vavassori A.,2.246046659009485,0.45075381760136046,17,0.35,3
Kuzmanov D.,1.7506629662405802,0.8449613603226558,17,0.35,3
Gakhov I.,-0.9730617468048748,3.219666619561054,17,0.35,3
Nardi L.,-1.3774639138222002,1.235420678147524,17,0.35,3
Kovalik J.,2.241414270521143,0.6265057989888284,17,0.35,3
Shevchenko A.,2.688009941305436,0.22812545025573153,17,0.35,3
Arnaldi M.,3.167291208388991,0.25493888052744557,17,0.35,3
Shelbayh A.,0.9784052066677243,0.5143543997788778,17,0.35,3
Dzumhur D.,2.0084102959085977,0.7313932779890334,17,0.35,3
Grenier H.,1.7942790376671738,0.5077539251603056,17,0.35,3
Zhang Zh.,2.8226200997817648,0.2312756959022173,17,0.35,3
Marozsan F.,3.007110246370938,0.29481668628584967,17,0.35,3
Llamas Ruiz P.,2.933966463011171,0.7802212069796058,17,0.35,3
Ofner S.,2.572999511121867,0.2570106129389932,17,0.35,3
Pouille L.,1.5650045134573882,0.7463758235115746,17,0.35,3
Tirante T.A.,2.4065992413696033,0.7020620725872331,17,0.35,3
Olivieri G.,2.853257769476255,0.8346744315125588,17,0.35,3
Zeppieri G.,2.16455154439438,0.5343083876132986,17,0.35,3
Seyboth Wild T.,1.099837382806939,0.47186270014008713,17,0.35,3
Monfils G.,3.5678775437185433,0.2751957101649728,17,0.35,3
Raonic M.,2.612657372637785,0.4609890258593863,17,0.35,3
Peniston R.,1.2616104844075957,0.6356920092592916,17,0.35,3
Choinski J.,1.6056103682703173,0.6337059855755753,17,0.35,3
Stricker D.,2.7606990727949356,0.4103051499778486,17,0.35,3
Mayot H.,1.9405345384552297,0.6039809249567933,17,0.35,3
Vesely J.,1.5067684334719367,0.5130862443832617,17,0.35,3
Misolic F.,2.01914721842837,0.5108348180559702,17,0.35,3
Borg L.,0.9957978865471542,0.7959328964928688,17,0.35,3
Bergs Z.,1.4031789612825414,0.5894852232807988,17,0.35,3
Medjedovic H.,2.4448817149330724,0.3578937174491153,17,0.35,3
Michelsen A.,2.9335591379108146,0.3496284158214607,17,0.35,3
Duckworth J.,1.2042603166987034,0.4605680988302179,17,0.35,3
Quinn E.,-1.2160721139206099,1.210734730625855,17,0.35,3
Anderson K.,2.2514706570913727,0.6805055221324062,17,0.35,3
Tu L.,0.7747098597100676,0.7022730059745464,17,0.35,3
Nishikori K.,3.496954853642319,0.8298477103577032,17,0.35,3
Koepfer D.,1.5792021357656605,0.39319625047831447,17,0.35,3
Prizmic D.,1.497564791704927,0.5270102442487942,17,0.35,3
Piros Z.,1.2695056754370004,0.7303861112327983,17,0.35,3
Andreozzi G.,2.016770194396317,0.8244172411260148,17,0.35,3
Meligeni Alves F.,2.997659830039881,0.6403478684917431,17,0.35,3
Jung J.,-1.1974339840251544,1.44377536305057,17,0.35,3
Gojo B.,2.2035273293116915,0.3435557055491562,17,0.35,3
Shimabukuro S.,1.3566973513118654,0.5285255288467333,17,0.35,3
Svajda Z.,1.3340486179201299,0.5807824858783031,17,0.35,3
Diallo G.,0.4678034250746967,0.6465794724442515,17,0.35,3
Krueger M.,1.980441420934476,0.7665616182516531,17,0.35,3
Kumar O.,1.61530855401161,0.6066922835367211,17,0.35,3
Mensik J.,4.485408207582774,0.6273437148543961,17,0.35,3
Droguet T.,3.408469354755386,0.959675910883536,17,0.35,3
Hsu Y.,3.067165066342841,0.5394142437738493,17,0.35,3
Sekulic P.,1.3684753090800406,0.8225601256491957,17,0.35,3
Polmans M.,1.640399242395542,0.7868636619290493,17,0.35,3
Coppejans K.,1.7336797487711033,0.8121097302207773,17,0.35,3
Bolt A.,2.477893917350117,0.7259904011302492,17,0.35,3
Gerasimov E.,2.230531805766777,0.935040599536254,17,0.35,3
Kachmazov A.,1.4606272722904257,0.8418665892814009,17,0.35,3
Sweeny D.,0.9108282665930664,0.7245087004756192,17,0.35,3
Tseng C.H.,1.178926630707728,0.6724868362390647,17,0.35,3
Kukushkin M.,1.453796517586839,0.762993820948163,17,0.35,3
Zhukayev B.,-0.27523407149496076,1.5922002713027699,17,0.35,3
Atmane T.,1.219337446752219,0.6483059456328337,17,0.35,3
Lajal M.,2.8261974275521404,0.9462568023814901,17,0.35,3
Mpetshi G.,1.2776543322037184,0.6932023140835469,17,0.35,3
Mochizuki S.,0.7622252870787782,0.590379361529246,17,0.35,3
Herbert P.H.,3.2594868634007907,0.7360977540952038,17,0.35,3
Valkusz M.,1.9264825303503075,0.7616753811762876,17,0.35,3
Harris B.,-2.0653063578218274,2.737023732025937,17,0.35,3
Ilkel C.,3.4956313159388315,0.8131338606170162,17,0.35,3
Klein L.,2.949139387537668,0.7385064321513685,17,0.35,3
De Jong J.,1.7589497867470745,0.7671463568795562,17,0.35,3
Cazaux A.,2.197300604331735,0.5754637562694302,17,0.35,3
Nagal S.,2.3652028970909695,0.844840763047208,17,0.35,3
Paire B.,-2.9654841018364677,2.1778761428607445,17,0.35,3
Burruchaga R.,5.1186417642952105,1.9265409639890503,17,0.35,3
Kypson P.,1.2143113682612776,0.7559687938656641,17,0.35,3
Moreno De Alboran N.,0.8589111577678369,0.716076727052568,17,0.35,3
Navone M.,0.8102763036488162,0.8283009129645539,17,0.35,3
Fonseca J.,2.6206750013210014,0.7762874342264192,17,0.35,3
Edmund K.,-3.5873886818336236,1.955157968641585,17,0.35,3
Dhamne M.,-2.4412959108508296,2.545978229464881,17,0.35,3
Ramanathan R.,-2.665797419222274,2.569019259595201,17,0.35,3
Andujar P.,-3.4468803417129577,2.0587361056143303,17,0.35,3
Mukund S.,-5.410098580224924,1.9752662513861183,17,0.35,3
Pannu K.,-3.334581258544358,2.093456242715311,17,0.35,3
Escobedo E.,-4.766873817491275,2.1513032376878,17,0.35,3
Pospisil V.,-2.162480764299553,2.6799356600177777,17,0.35,3
Bellucci M.,-2.619115870066302,2.522717135598911,17,0.35,3
Krutykh O.,-3.254064544507113,2.1153862087413944,17,0.35,3
Tseng C. H.,-2.6484308602312074,2.40548629386628,17,0.35,3
Lokoli L.,1.024316472676192,0.9543540465736096,17,0.35,3
Rybakov A.,-2.516025976872118,2.517587129940771,17,0.35,3
Verdasco F.,-3.937488628604261,1.9116939086553346,17,0.35,3
Krall L.,-2.7681232822886783,2.5350345122878952,17,0.35,3
Chidekh C.,0,4,17,0.35,3
Bellier A.,-3.2097619858606827,2.2918635337646043,17,0.35,3
Blancaneaux G.,-2.988114394302999,2.3029028903700124,17,0.35,3
Alves M.,-1.1901821512550261,3.108443234205474,17,0.35,3
Bellucci T.,-2.494015092053378,2.5096850972977567,17,0.35,3
Chappell N.,-3.0523925797694433,2.394899352710306,17,0.35,3
Pacheco Mendez R.,-3.0244741394104344,2.163892901333328,17,0.35,3
Jaziri M.,-2.425534935155026,2.496410999228056,17,0.35,3
Lazarov A.,-2.7686550680647093,2.3075086788097474,17,0.35,3
Taberner C.,-2.759232569820399,2.4568305572730176,17,0.35,3
Giannessi A.,-2.973701900596268,2.3317184582050023,17,0.35,3
Rocha H.,-3.0016359420725562,2.365498110704914,17,0.35,3
Sousa P.,-3.428492626201529,2.23487872293174,17,0.35,3
Benchetrit E.,-2.6077530600729255,2.5256611619688925,17,0.35,3
Lalami Laaroussi Y.,-2.4212651423925973,2.535661794627232,17,0.35,3
Moundir A.,-3.121629427465491,2.4097629875709496,17,0.35,3
Vatutin A.,-2.767627833599642,2.4371046347368246,17,0.35,3
Vacherot V.,-5.1290317895351905,2.114056026674174,17,0.35,3
Balazs A.,-3.1009974195946253,2.2673532064435227,17,0.35,3
Trungelliti M.,-1.9664731063584044,2.736998289140465,17,0.35,3
Giustino L.,-2.6339888857940568,2.4492497510605467,17,0.35,3
Rincon D.,-3.084225767337108,2.217108405136868,17,0.35,3
Rehberg M.,-2.0042275978590642,2.785286767156731,17,0.35,3
Topo M.,-2.6141471432514964,2.4866076845504477,17,0.35,3
Landaluce M.,-3.3340121293237774,2.158315803704974,17,0.35,3
Napolitano S.,-4.561468459347157,2.303712757694652,17,0.35,3
Sachko V.,-3.511878668892962,2.0756935005634642,17,0.35,3
Serdarusic N.,-2.5717882648879185,2.5168736680339188,17,0.35,3
Travaglia S.,-2.3922139450584714,2.430752084250326,17,0.35,3
Roca Batalla O.,-2.762628566275629,2.406334764939408,17,0.35,3
Lopez San Martin A.,-2.8671826028281187,2.3768692050205327,17,0.35,3
Skatov T.,-2.2035800275085378,2.4750130712798732,17,0.35,3
Berankis R.,-2.416231106302668,2.551850737666403,17,0.35,3
Kyrgios N.,-2.6612411976545567,2.4897635294948808,17,0.35,3
Wessels L.,-2.053127424321065,2.7666558632548712,17,0.35,3
Loffhagen G.,1.5902416068338459,1.1724231169437755,17,0.35,3
Novak D.,-3.3931163694447952,2.178225033803571,17,0.35,3
Fery A.,-1.4607162021194808,2.937173036060252,17,0.35,3
Madaras D.,-3.117190369072826,2.403892555495866,17,0.35,3
Virtanen O.,-3.6160249805518343,2.0645125886458664,17,0.35,3
Spizzirri E.,-3.3600974751084958,2.252542372382564,17,0.35,3
Chung Y.,-4.029132070274287,2.1370027940373664,17,0.35,3
Martin A.,-2.581446528818122,2.496197994425192,17,0.35,3
Molleker R.,-2.86178572505852,2.430094974443623,17,0.35,3
Ajdukovic D.,-3.3745976715887633,2.233156650007392,17,0.35,3
Lama G.,-2.6601771031606387,2.5186120936083225,17,0.35,3
Mansouri S.,-1.8486024339834137,2.801096338319984,17,0.35,3
Klahn B.,-2.4376150662679947,2.5471449179191725,17,0.35,3
Fratangelo B.,-2.029834532331572,2.713573377549776,17,0.35,3
Galarneau A.,-2.088026833102559,2.7063188587980234,17,0.35,3
Marchenko I.,-2.4604766627058137,2.555549480384516,17,0.35,3
King D.,-2.303761048437485,2.6298420954556674,17,0.35,3
Kwiatkowski T.S.,-3.2120012135685303,2.351854352729544,17,0.35,3
Kuznetsov An.,-2.8760512318678986,2.3874014614113026,17,0.35,3
Kirchheimer S.,-3.204650048011336,2.2990379329400437,17,0.35,3
Tien L.,-2.3564602774986265,2.5112245541597114,17,0.35,3
Mu T.,-3.4237756149819574,2.219944899968201,17,0.35,3
Cui J.,-3.09637303804135,2.3083103702468764,17,0.35,3
Lock B.,-2.7128502448421683,2.4369128766380057,17,0.35,3
Li Zh.,-3.013426703493254,2.408025966852059,17,0.35,3
Saville L.,-2.2185259807146904,2.6578904643984615,17,0.35,3
Zhou Y.,-2.672917874199547,2.3472291708195927,17,0.35,3
Mo Y.,-2.5219290829350247,2.5343252803051417,17,0.35,3
Bu Y.,2.1109921487528225,1.0472840837889779,17,0.35,3
Te R.,-2.7384295423988796,2.445755455858231,17,0.35,3
Yevseyev D.,-2.3234567797529957,2.5857999911263687,17,0.35,3
Blockx A.,-2.166285934637455,2.698882274428822,17,0.35,3
Friberg K.,-2.6546123145802163,2.4717014643390667,17,0.35,3
Hassan B.,-2.6614851072992622,2.3380727345539514,17,0.35,3
Bourgue M.,-2.3907069290617504,2.5977480175652987,17,0.35,3
Hemery C.,-3.6107660666597363,2.1896631682205707,17,0.35,3
Martineau M.,-2.7611968275369114,2.4387560554730903,17,0.35,3
Wong C.,-2.1005748235055592,2.7018928648148584,17,0.35,3
Walton A.,-2.6107861660483906,2.3415535193704544,17,0.35,3
Mccabe J.,-2.7364850316839715,2.307413173428476,17,0.35,3
Kopriva V.,-2.3730928336769987,2.4762815830474283,17,0.35,3
Jasika O.,-1.9036736787483732,2.7355384062391095,17,0.35,3
Escoffier A.,-2.8487912733086813,2.4543663988742472,17,0.35,3
Blanchet U.,-2.5151059491689822,2.5360063023716006,17,0.35,3
Gomez F.,-2.80811883419801,2.4171789576086526,17,0.35,3
Comesana F.,-2.7864414563947695,2.356533493615838,17,0.35,3
Sandgren T.,-2.347364405962836,2.598296760866498,17,0.35,3
Neff A.,-2.5774710209219136,2.4680000962507833,17,0.35,3
Heide G.,-3.223816435858494,2.3365129181431694,17,0.35,3
Giron M.,2.704946638674893,0.20253075285450253,18,0.35,3
Mcdonald M.,2.7613453602093108,0.19288670986682216,18,0.35,3
Kecmanovic M.,2.4437642791782253,0.2080623795929998,18,0.35,3
Nishioka Y.,2.592121848105212,0.22968514673738888,18,0.35,3
Popyrin A.,3.0309115291741975,0.22324411498303887,18,0.35,3
Halys Q.,3.0440120135115554,0.2700696108309695,18,0.35,3
Safiullin R.,2.9873538217078406,0.21821645648427782,18,0.35,3
Draper J.,4.156027455790817,0.2691783026836057,18,0.35,3
Kokkinakis T.,3.0401054235928298,0.260302857882876,18,0.35,3
Medvedev D.,5.129109984039616,0.1918034774549937,18,0.35,3
Khachanov K.,4.008730236605562,0.22173444985276233,18,0.35,3
Djokovic N.,6.284853698461408,0.26895346984971824,18,0.35,3
Sinner J.,5.375093688340494,0.21101202181123044,18,0.35,3
Shapovalov D.,2.9225063040562858,0.26976964735932174,18,0.35,3
Bautista Agut R.,2.7050321207452175,0.23177478848009236,18,0.35,3
Korda S.,3.6155078823586724,0.22371736819490712,18,0.35,3
Bonzi B.,2.1744653306375636,0.2545590281273409,18,0.35,3
Carballes Baena R.,2.1026853338947635,0.2225441025414714,18,0.35,3
Mmoh M.,2.864017405577068,0.28817919652539814,18,0.35,3
Griekspoor T.,3.2878390627069547,0.2162764707383345,18,0.35,3
Djere L.,2.905223471402424,0.20058886982712182,18,0.35,3
Cecchinato M.,1.7932566752923502,0.26581851662519657,18,0.35,3
Krajinovic F.,1.2010179961762721,0.4160425820108459,18,0.35,3
Van Rijthoven T.,1.1626729454172815,0.796968209298098,18,0.35,3
Marterer M.,1.8504147766940502,0.32471059010153136,18,0.35,3
Martinez P.,1.821330232160521,0.4008827664552942,18,0.35,3
Karatsev A.,2.8650066323320593,0.22218594403609576,18,0.35,3
Cobolli F.,2.6157694113958208,0.3972832539636496,18,0.35,3
Van De Zandschulp B.,2.7193450597987923,0.20926941228555979,18,0.35,3
Cilic M.,1.8144320235249545,0.6112031825458968,18,0.35,3
Davidovich Fokina A.,3.319848087791201,0.2091582449602664,18,0.35,3
Paul T.,3.6149746295275644,0.19238674182823642,18,0.35,3
Millman J.,2.5206865809832917,0.7423788250854745,18,0.35,3
Haase R.,2.710894430054126,0.8718420211534806,18,0.35,3
Huesler M.A.,1.0190722225565974,0.3106869703196091,18,0.35,3
Kwon S.W.,2.5974977626114693,0.4400124827058981,18,0.35,3
Ymer M.,2.1172539505628087,0.2861006276351582,18,0.35,3
Kubler J.,2.063978075322412,0.2900222598420055,18,0.35,3
Lestienne C.,0.8856620124804956,0.32322397755957044,18,0.35,3
Goffin D.,2.2570922423841715,0.30076331487459895,18,0.35,3
Brooksby J.,3.8552778148823097,0.5091927422991029,18,0.35,3
Gasquet R.,1.5905214364679259,0.25308330744587654,18,0.35,3
Wolf J.J.,2.518653938453165,0.20494856575667567,18,0.35,3
Barrere G.,2.5934187179088792,0.22485696893064658,18,0.35,3
Eubanks C.,2.569333597210076,0.22786844928669645,18,0.35,3
Lehecka J.,3.1462553390422388,0.20068692602902455,18,0.35,3
Shelton B.,2.996446797017595,0.2131634931298052,18,0.35,3
Norrie C.,3.373193897370977,0.2113998019240619,18,0.35,3
Moutet C.,1.3180871156014426,0.3145649717874513,18,0.35,3
Watanuki Y.,2.155293285015014,0.3602943418944193,18,0.35,3
Etcheverry T.,3.044410107439322,0.2011271477103928,18,0.35,3
Cerundolo F.,3.303546072165317,0.1998992882145497,18,0.35,3
Shang J.,2.1244828359128443,0.3596908117277398,18,0.35,3
Hurkacz H.,4.104396030733071,0.21292271646198227,18,0.35,3
Tiafoe F.,3.4810804500576764,0.20916554315354202,18,0.35,3
Nadal R.,3.7069528543382395,0.7166385986284922,18,0.35,3
Daniel T.,1.7712637231517503,0.2700573196372479,18,0.35,3
Sonego L.,2.822714215854284,0.20421501549495957,18,0.35,3
Svrcina D.,1.7405318247699484,0.6367980795529522,18,0.35,3
Fucsovics M.,3.0439502389446917,0.229054859650112,18,0.35,3
Molcan A.,2.3765888636965125,0.27342441909995535,18,0.35,3
Hijikata R.,2.6869185912815605,0.26508842101807534,18,0.35,3
Auger-Aliassime F.,3.128849388897766,0.22270968146563663,18,0.35,3
Tsitsipas S.,4.332910325214612,0.20297064210983856,18,0.35,3
Harris L.,1.9151565562143578,0.32446505043106416,18,0.35,3
Rublev A.,4.4194671283886695,0.18381046626741712,18,0.35,3
Chardy J.,0.4881108289763787,0.715175152398925,18,0.35,3
Evans D.,2.7554800173011107,0.227216061414982,18,0.35,3
Dimitrov G.,4.557587194578409,0.20904093402321758,18,0.35,3
Schwartzman D.,1.7033402082027407,0.2413357361800191,18,0.35,3
Jarry N.,3.6922248816085674,0.2160053295466767,18,0.35,3
Carreno Busta P.,1.290649804221149,0.7168882014499756,18,0.35,3
Fritz T.,4.135199247402756,0.2018528369711501,18,0.35,3
Rune H.,3.8160114046738576,0.1969814463686885,18,0.35,3
Murray A.,2.650475485342797,0.24750483804170087,18,0.35,3
Zverev A.,4.17048529946744,0.18133199094492228,18,0.35,3
De Minaur A.,3.8265011188131473,0.1951502714751184,18,0.35,3
Ruud C.,3.7020055893733677,0.21197285136219454,18,0.35,3
Ruusuvuori E.,3.269907409508523,0.22616771724990076,18,0.35,3
