ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,TTT_Prob_W,pred,ttt_correct,bookie_pred,bookie_correct,Book_Prob_W,ELO_Prob_W,elo_pred,elo_correct,tournament_set,ATPk,y
25,Barcelona,Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Nishioka Y.,73,71,770,788,6,3,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.25,4,1.3,3.85,1.3,4.05,1.27,3.74,1.6270289793235275,0.30838569483660244,2.060385285777442,0.2931298677806278,1.6270289793235275,2.060385285777442,0.30838569483660244,0.2931298677806278,-1.0185295101039191,0.15421319202481817,Nishioka Y.,FALSE,Munar J.,TRUE,0.7619047619047619,0.49937635046641826,Nishioka Y.,FALSE,ATP500,25,1
35,Halle,Halle Open,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Duckworth J.,Fonseca J.,88,217,665,283,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.46,2.92,1.48,2.92,1.44,2.74,1.3939409781506646,0.5701758630943626,1.8509091045581496,0.7393954271697799,1.3939409781506646,1.8509091045581496,0.5701758630943626,0.7393954271697799,-0.4894135105896036,0.3122744864336038,Fonseca J.,FALSE,Duckworth J.,TRUE,0.6563245823389022,0.4993423703818135,Fonseca J.,FALSE,ATP500,35,1
35,Halle,Halle Open,2024-06-19,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Darderi L.,41,34,1080,1231,6,7,7,5,7,6,NA,NA,NA,NA,2,1,Completed,1.17,5,1.21,5.04,1.22,5.05,1.18,4.69,2.560598292232589,0.2973648533714592,2.613460302599822,0.5561242375453784,2.560598292232589,2.613460302599822,0.2973648533714592,0.5561242375453784,-0.08382351477880458,0.4665983758614933,Darderi L.,FALSE,Struff J.L.,TRUE,0.8103727714748785,0.49992392545242614,Darderi L.,FALSE,ATP500,35,1
36,Queens Club,Queen's Club Championships,2024-06-17,ATP500,Outdoor,Grass,1st Round,3,Raonic M.,Norrie C.,186,39,335,1150,6,7,6,3,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.63,2.42,1.67,2.45,1.61,2.29,2.392557983509208,0.5790471650341967,2.418591030702058,0.27907729407018683,2.392557983509208,2.418591030702058,0.5790471650341967,0.27907729407018683,-0.04050004339575547,0.4838472362232653,Norrie C.,FALSE,Raonic M.,TRUE,0.6025316455696202,0.49996253543357544,Norrie C.,FALSE,ATP500,36,1
36,Queens Club,Queen's Club Championships,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Korda S.,Khachanov K.,23,22,1775,1780,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.72,2.23,1.73,2.25,1.68,2.15,2.7782250066814935,0.28772709190741574,3.039860150568969,0.29087711195835003,2.7782250066814935,3.039860150568969,0.28772709190741574,0.29087711195835003,-0.6394742437003481,0.2612572319744876,Khachanov K.,FALSE,Korda S.,TRUE,0.5684754521963824,0.4996234768323486,Khachanov K.,FALSE,ATP500,36,1
47,Washington,Citi Open,2024-07-29,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Bautista Agut R.,139,76,450,745,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.69,1.62,2.69,1.54,2.46,1.953618362286377,0.30819836644207416,2.0673200803272285,0.28129595434687127,1.953618362286377,2.0673200803272285,0.30819836644207416,0.28129595434687127,-0.27249003252933385,0.39262262715590757,Bautista Agut R.,FALSE,Shapovalov D.,TRUE,0.6368038740920097,0.49983637008021103,Bautista Agut R.,FALSE,ATP500,47,1
47,Washington,Citi Open,2024-07-30,ATP500,Outdoor,Hard,1st Round,3,Albot R.,Diaz Acosta F.,152,62,411,827,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.71,1.53,2.75,1.49,2.6,0.997753636723993,0.4292004271988288,1.095854989843034,0.4562173903173021,0.997753636723993,1.095854989843034,0.4292004271988288,0.4562173903173021,-0.1566172722794203,0.43777324461458317,Diaz Acosta F.,FALSE,Albot R.,TRUE,0.6368038740920097,0.4998588208079429,Diaz Acosta F.,FALSE,ATP500,47,1
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,Wawrinka S.,69,233,790,243,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.41,3.11,1.41,3.15,1.38,2.99,1.9472081307915363,0.2627668111921924,2.0020901267288194,0.27893085116841343,1.9472081307915363,2.0020901267288194,0.2627668111921924,0.27893085116841343,-0.14321703274015668,0.4430593891538313,Wawrinka S.,FALSE,Safiullin R.,TRUE,0.6818181818181818,0.4999210184595826,Wawrinka S.,FALSE,ATP500,54,1
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03,1.9182906035747425,0.27299635201192635,2.2170889598902503,0.2556978131342369,1.9182906035747425,2.2170889598902503,0.27299635201192635,0.2556978131342369,-0.7988336308761412,0.21219344347887567,Etcheverry T.,FALSE,O Connell C.,TRUE,0.5483028720626633,0.4995699947053488,Etcheverry T.,FALSE,ATP500,55,1
60,Basel,Swiss Indoors,2024-10-22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Bublik A.,67,32,804,1460,3,6,6,4,4,0,NA,NA,NA,NA,1,1,Retired,1.67,2.2,1.73,2.22,1.74,2.23,1.68,2.15,2.0566991114000537,0.2543294373047569,2.1335934920914057,0.2727313738150503,2.0566991114000537,2.1335934920914057,0.2543294373047569,0.2727313738150503,-0.20619794504390818,0.4183181464879519,Bublik A.,FALSE,Van De Zandschulp B.,TRUE,0.5684754521963824,0.49988934009261,Bublik A.,FALSE,ATP500,60,1
60,Basel,Swiss Indoors,2024-10-23,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Mannarino A.,169,57,343,929,6,3,3,6,7,5,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.65,2.37,1.7,2.4,1.59,2.31,2.0443858402555626,0.2727004431663802,2.3648181693439145,0.24341449669048584,2.0443858402555626,2.3648181693439145,0.2727004431663802,0.24341449669048584,-0.8766108694483447,0.19034901666720902,Mannarino A.,FALSE,Wawrinka S.,TRUE,0.6025316455696202,0.4995388609405778,Mannarino A.,FALSE,ATP500,60,1
