B1,B2,ttt_acc,book_acc,n_comp
1,1.2,64.24870466321244,65.80310880829016,579
1.1,1.2,64.24870466321244,65.80310880829016,579
1,1.4,63.903281519861835,65.80310880829016,579
1.1,1.4,63.903281519861835,65.80310880829016,579
1.2,1.4,63.730569948186535,65.80310880829016,579
1,1.6,63.38514680483593,65.80310880829016,579
1.1,1.6,63.38514680483593,65.80310880829016,579
1.2,1.6,63.212435233160626,65.80310880829016,579
