ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_fat_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k,cfg_window,cfg_delta,cfg_transform,cfg_fat_mode,cfg_alpha_sigma
18,Santiago,Chile Open,2024-03-01,ATP250,Indoor,Clay,Quarterfinals,3,Tabilo A.,Darderi L.,51,80,951,747,6,0,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.75,2.22,1.75,2.35,1.66,2.18,18,1.3723695271605534,0.5742146374303907,1.8726688702831864,0.8994654737763443,35.76463429867461,60.8475,1.3723695271605534,1.8726688702831864,0.5742146374303907,0.8994654737763443,0.31959622369720386,0.4752579270632914,1,Darderi L.,FALSE,Darderi L.,FALSE,0.586734693877551,Tabilo A.,TRUE,0.6804037763027961,0,0.5247420729367086,0,0.586734693877551,1,0,18,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,Eubanks C.,93,34,645,1234,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.48,2.82,1.53,2.82,1.48,2.67,22,1.5567124044394576,0.3339535460688586,2.055893663477287,0.29787100454085236,0,22.34679347499999,1.5567124044394576,2.055893663477287,0.3339535460688586,0.29787100454085236,0.1323180261158496,0.3316193208241883,1,Eubanks C.,FALSE,Eubanks C.,FALSE,0.6368038740920097,Nakashima B.,TRUE,0.8676819738841504,0,0.6683806791758117,0,0.6368038740920097,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Machac T.,Wawrinka S.,63,70,868,797,7,6,4,6,6,2,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.55,2.6,1.55,2.63,1.52,2.54,31,2.025341936165339,0.5090574904160119,2.145329309721077,0.29222234926335655,17.96210817715136,0,2.025341936165339,2.145329309721077,0.5090574904160119,0.29222234926335655,0.4190132986715768,0.4707075280073206,1,Wawrinka S.,FALSE,Wawrinka S.,FALSE,0.6368038740920097,Machac T.,TRUE,0.5809867013284232,0,0.5292924719926795,0,0.6368038740920097,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Coric B.,Ofner S.,35,38,1194,1116,6,2,3,6,6,0,NA,NA,NA,NA,2,1,Completed,1.3,3.5,1.36,3.42,1.37,3.5,1.33,3.36,23,1.920441095229972,0.3214697877596322,1.957510841660405,0.34844330437241394,20.16798111118749,33.86237548758592,1.920441095229972,1.957510841660405,0.3214697877596322,0.34844330437241394,0.468837514519137,0.4928865957649139,1,Ofner S.,FALSE,Ofner S.,FALSE,0.7291666666666667,Coric B.,TRUE,0.531162485480863,0,0.5071134042350861,0,0.7291666666666667,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Seyboth Wild T.,Wolf J.J.,65,94,820,640,6,2,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.64,2.39,1.65,2.43,1.6,2.35,15,1.1611384200463644,0.5405439763993787,1.9121273447328264,0.2707070467529421,24.546555957695304,0,1.1611384200463644,1.9121273447328264,0.5405439763993787,0.2707070467529421,0.10707290519993258,0.3634254639935577,1,Wolf J.J.,FALSE,Wolf J.J.,FALSE,0.6025316455696202,Seyboth Wild T.,TRUE,0.8929270948000674,0,0.6365745360064423,0,0.6025316455696202,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Tabilo A.,Kotov P.,39,67,1116,819,4,6,6,3,7,5,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.34,1.7,2.34,1.64,2.26,31,1.3857597706314095,0.5754391970887959,2.148274432687303,0.3435175202295553,68.70594389296873,0,1.3857597706314095,2.148274432687303,0.5754391970887959,0.3435175202295553,0.12760526649556797,0.4431300445210615,1,Kotov P.,FALSE,Kotov P.,FALSE,0.586734693877551,Tabilo A.,TRUE,0.872394733504432,0,0.5568699554789385,0,0.586734693877551,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Mensik J.,16,81,2145,751,4,6,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.5,2.77,1.5,2.77,1.48,2.66,29,2.352316684777099,0.27351491165527175,3.8094849134713806,0.9349063566518484,41.43060593400193,25.529817149337305,2.352316684777099,3.8094849134713806,0.27351491165527175,0.9349063566518484,0.06733716830875094,0.36227923238463744,1,Mensik J.,FALSE,Mensik J.,FALSE,0.6368038740920097,Shelton B.,TRUE,0.9326628316912491,0,0.6377207676153626,0,0.6368038740920097,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,Cerundolo F.,16,22,2145,1840,7,6,3,6,7,6,NA,NA,NA,NA,2,1,Completed,1.25,4,1.31,3.8,1.31,4.08,1.28,3.72,35,2.352316684777099,0.27351491165527175,2.4729768613134304,0.26051084980186884,45.9308189948665,10.288499999999999,2.352316684777099,2.4729768613134304,0.27351491165527175,0.26051084980186884,0.37469679685053053,0.4743281309024391,1,Cerundolo F.,FALSE,Cerundolo F.,FALSE,0.7619047619047619,Shelton B.,TRUE,0.6253032031494694,0,0.5256718690975609,0,0.7619047619047619,1,0,19,10,0.95,linear,sigma_inflate,0.12
19,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Norrie C.,54,28,937,1380,6,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.85,2.05,1.85,2.1,1.78,2.04,35,2.491921059030487,0.33949653440090316,2.5149663345144053,0.2810965776656148,37.86759375,18.05,2.491921059030487,2.5149663345144053,0.33949653440090316,0.2810965776656148,0.47915088108561554,0.49558426711578096,1,Norrie C.,FALSE,Norrie C.,FALSE,0.5263157894736842,Monfils G.,TRUE,0.5208491189143845,0,0.504415732884219,0,0.5263157894736842,1,0,19,10,0.95,linear,sigma_inflate,0.12
20,Miami,Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Van Assche L.,Kotov P.,80,67,736,823,6,3,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.67,2.31,1.75,2.36,1.66,2.21,21,1.2363610878112266,0.3757025733226659,2.063877750901899,0.3378440820362951,0,0,1.2363610878112266,2.063877750901899,0.3757025733226659,0.3378440820362951,0.050732463005935056,0.050732463005935056,1,Kotov P.,FALSE,Kotov P.,FALSE,0.5483028720626633,Van Assche L.,TRUE,0.949267536994065,0,0.949267536994065,0,0.5483028720626633,1,0,20,10,0.95,linear,sigma_inflate,0.12
20,Miami,Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Koepfer D.,Baez S.,50,19,1002,1990,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.38,1.62,2.29,17,1.5319189329855278,0.48925467327267,2.07670968934527,0.2628420458431824,24.3675,0,1.5319189329855278,2.07670968934527,0.48925467327267,0.2628420458431824,0.16331638897031325,0.3893015812567226,1,Baez S.,FALSE,Baez S.,FALSE,0.586734693877551,Koepfer D.,TRUE,0.8366836110296867,0,0.6106984187432773,0,0.586734693877551,1,0,20,10,0.95,linear,sigma_inflate,0.12
20,Miami,Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Etcheverry T.,62,30,870,1325,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.59,2.49,1.59,2.57,1.55,2.42,22,2.007745863860404,0.3207707346092108,2.1022228139782184,0.2656318494740876,24.863874999999997,0,2.007745863860404,2.1022228139782184,0.3207707346092108,0.2656318494740876,0.4102712591998393,0.47114686997082167,1,Etcheverry T.,FALSE,Etcheverry T.,FALSE,0.6025316455696202,Murray A.,TRUE,0.5897287408001607,0,0.5288531300291783,0,0.6025316455696202,1,0,20,10,0.95,linear,sigma_inflate,0.12
20,Miami,Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Machac T.,Arnaldi M.,60,38,891,1096,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.75,2.21,1.92,2.21,1.76,2.05,18,2.156873641807006,0.4904403732533073,2.48127563134008,0.3273169674169315,62.91427903124999,48.39712092187499,2.156873641807006,2.48127563134008,0.4904403732533073,0.3273169674169315,0.291099587921702,0.47276626430334856,1,Arnaldi M.,FALSE,Arnaldi M.,FALSE,0.5263157894736842,Machac T.,TRUE,0.708900412078298,0,0.5272337356966514,0,0.5263157894736842,1,0,20,10,0.95,linear,sigma_inflate,0.12
20,Miami,Miami Open,2024-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Medvedev D.,3,4,8310,7765,6,1,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.56,2.6,1.56,2.65,1.5,2.55,15,3.840659569087245,0.2502831373078767,4.005653163125822,0.25094189987555504,70.48907998437498,64.94739778124999,3.840659569087245,4.005653163125822,0.2502831373078767,0.25094189987555504,0.3207754897512304,0.47967011313492003,1,Medvedev D.,FALSE,Medvedev D.,FALSE,0.6368038740920097,Sinner J.,TRUE,0.6792245102487696,0,0.52032988686508,0,0.6368038740920097,1,0,20,10,0.95,linear,sigma_inflate,0.12
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Altmaier D.,77,54,741,955,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.14,18,1.0599866120262325,0.5070419813322018,1.614026220181238,0.2993028270568676,0,10.777264906290815,1.0599866120262325,1.614026220181238,0.5070419813322018,0.2993028270568676,0.1733575878294326,0.25808854677798065,1,Altmaier D.,FALSE,Altmaier D.,FALSE,0.5483028720626633,Martinez P.,TRUE,0.8266424121705673,0,0.7419114532220193,0,0.5483028720626633,1,0,21,10,0.95,linear,sigma_inflate,0.12
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Bautista Agut R.,77,93,741,654,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.71,2.23,1.75,2.25,1.7,2.14,22,1.0599866120262325,0.5070419813322018,1.9500837680557228,0.3006261115264184,17.099999999999998,16.290124999999996,1.0599866120262325,1.9500837680557228,0.5070419813322018,0.3006261115264184,0.0655202525635115,0.3089447109591714,1,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,0.5483028720626633,Martinez P.,TRUE,0.9344797474364885,0,0.6910552890408286,0,0.5483028720626633,1,0,21,10,0.95,linear,sigma_inflate,0.12
22,Houston,U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,Hijikata R.,92,80,655,723,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.33,3.4,1.33,3.64,1.35,3.64,1.32,3.35,17,1.5698837036308677,0.3313404303196402,1.9038500737187107,0.3653048434603613,15.3425,24.7,1.5698837036308677,1.9038500737187107,0.3313404303196402,0.3653048434603613,0.24915261689556953,0.42333790921383885,1,Hijikata R.,FALSE,Hijikata R.,FALSE,0.7188160676532769,Nakashima B.,TRUE,0.7508473831044304,0,0.5766620907861612,0,0.7188160676532769,1,0,22,10,0.95,linear,sigma_inflate,0.12
22,Houston,U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Giron M.,Wolf J.J.,51,96,990,625,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.36,3.2,1.35,3.49,1.4,3.49,1.37,3.03,19,1.7924518187703538,0.26450246570265457,1.845669968404932,0.2716821359927693,19,24.3675,1.7924518187703538,1.845669968404932,0.26450246570265457,0.2716821359927693,0.4441905709732367,0.48455757747688466,1,Wolf J.J.,FALSE,Wolf J.J.,FALSE,0.7017543859649122,Giron M.,TRUE,0.5558094290267632,0,0.5154424225231153,0,0.7017543859649122,1,0,22,10,0.95,linear,sigma_inflate,0.12
22,Houston,U.S. Men's Clay Court Championships,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Shelton B.,Tiafoe F.,16,21,2260,1770,7,5,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.85,2.07,1.91,2.1,1.8,2,31,2.3580979985851185,0.2735519026493633,2.737404639311616,0.2774318752144282,77.91899999999998,71.5825,2.3580979985851185,2.737404639311616,0.2735519026493633,0.2774318752144282,0.16514134605449035,0.46111385585744985,1,Tiafoe F.,FALSE,Tiafoe F.,FALSE,0.5263157894736842,Shelton B.,TRUE,0.8348586539455096,0,0.5388861441425501,0,0.5263157894736842,1,0,22,10,0.95,linear,sigma_inflate,0.12
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Evans D.,64,42,856,1086,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.49,2.79,1.57,2.82,1.5,2.56,23,1.4622541293229092,0.28893602060311,1.7796644791974103,0.29582999712455066,9.025,0,1.4622541293229092,1.7796644791974103,0.28893602060311,0.29582999712455066,0.22136830791414921,0.3179987150647974,1,Evans D.,FALSE,Evans D.,FALSE,0.6203473945409429,Carballes Baena R.,TRUE,0.7786316920858508,0,0.6820012849352026,0,0.6203473945409429,1,0,23,10,0.95,linear,sigma_inflate,0.12
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Navone M.,Vukic A.,60,67,883,818,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.48,2.88,1.5,2.88,1.45,2.71,18,0.7915649638025988,1.1141687369703688,1.1543833921900366,0.34005827824565654,41.39660624999999,51.16224999999999,0.7915649638025988,1.1543833921900366,1.1141687369703688,0.34005827824565654,0.3777267607132896,0.47956002750776966,1,Vukic A.,FALSE,Vukic A.,FALSE,0.6563245823389022,Navone M.,TRUE,0.6222732392867104,0,0.5204399724922304,0,0.6563245823389022,1,0,23,10,0.95,linear,sigma_inflate,0.12
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Kotov P.,64,68,856,807,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.83,2.09,1.83,2.09,1.79,2,18,1.4622541293229092,0.28893602060311,1.9783659811934935,0.33192541360843697,57.4025625,47.646899687499996,1.4622541293229092,1.9783659811934935,0.28893602060311,0.33192541360843697,0.12043714882003888,0.4357056965861309,1,Kotov P.,FALSE,Kotov P.,FALSE,0.5263157894736842,Carballes Baena R.,TRUE,0.8795628511799611,0,0.5642943034138691,0,0.5263157894736842,1,0,23,10,0.95,linear,sigma_inflate,0.12
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Bublik A.,33,18,1204,1992,6,1,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.59,2.5,1.59,3.1,1.54,2.46,14,1.977929301497909,0.3168323919154003,2.1985986657066925,0.28251756087084706,0,0,1.977929301497909,2.1985986657066925,0.3168323919154003,0.28251756087084706,0.3015891182144409,0.3015891182144409,1,Bublik A.,FALSE,Bublik A.,FALSE,0.6203473945409429,Coric B.,TRUE,0.6984108817855591,0,0.6984108817855591,0,0.6203473945409429,1,0,24,10,0.95,linear,sigma_inflate,0.12
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,O Connell C.,45,62,1051,886,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.58,2.52,1.6,2.75,1.55,2.44,19,1.80353455724868,0.5267603126677851,2.042375496830662,0.2948037842849859,0,0,1.80353455724868,2.042375496830662,0.5267603126677851,0.2948037842849859,0.34617592984391987,0.34617592984391987,1,O Connell C.,FALSE,O Connell C.,FALSE,0.6025316455696202,Tabilo A.,TRUE,0.6538240701560801,0,0.6538240701560801,0,0.6025316455696202,1,0,24,10,0.95,linear,sigma_inflate,0.12
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Fils A.,24,36,1590,1145,6,3,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.45,2.97,1.5,2.97,1.45,2.74,21,2.391006953730334,0.2673222867472621,2.51880199132421,0.3010267990186488,35.07318062499999,51.137887843749986,2.391006953730334,2.51880199132421,0.2673222867472621,0.3010267990186488,0.3754576938320022,0.48009370274709295,1,Fils A.,FALSE,Fils A.,FALSE,0.6368038740920097,Musetti L.,TRUE,0.6245423061679978,0,0.519906297252907,0,0.6368038740920097,1,0,24,10,0.95,linear,sigma_inflate,0.12
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Hurkacz H.,10,8,3465,3665,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.48,2.88,1.48,2.88,1.44,2.75,18,2.637722038983089,0.26773816252008925,3.149564005390597,0.26084918484494857,63.28504970703123,121.96657535703125,2.637722038983089,3.149564005390597,0.26773816252008925,0.26084918484494857,0.08545343022496157,0.45648248323952656,1,Hurkacz H.,FALSE,Hurkacz H.,FALSE,0.6563245823389022,Ruud C.,TRUE,0.9145465697750385,0,0.5435175167604734,0,0.6563245823389022,1,0,24,10,0.95,linear,sigma_inflate,0.12
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Evans D.,87,49,695,996,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.51,2.75,1.53,2.8,1.48,2.65,21,1.5884757449879705,0.33142578420510166,1.745302984390806,0.2938910062219254,14.968423480959467,11.871734033593745,1.5884757449879705,1.745302984390806,0.33142578420510166,0.2938910062219254,0.36165350870186463,0.44664068842972493,1,Evans D.,FALSE,Evans D.,FALSE,0.6368038740920097,Nakashima B.,TRUE,0.6383464912981354,0,0.5533593115702751,0,0.6368038740920097,1,0,25,10,0.95,linear,sigma_inflate,0.12
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Bautista Agut R.,Safiullin R.,84,38,703,1139,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.76,2.17,1.76,2.3,1.67,2.21,22,2.024444252697962,0.2947072339879565,2.2048184632086185,0.2844439256619066,32.57617746874999,24.294786985156243,2.024444252697962,2.2048184632086185,0.2947072339879565,0.2844439256619066,0.3298303148888575,0.4606511994948102,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.5684754521963824,Bautista Agut R.,TRUE,0.6701696851111425,0,0.5393488005051899,0,0.5684754521963824,1,0,25,10,0.95,linear,sigma_inflate,0.12
25,Barcelona,Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Nishioka Y.,73,71,770,788,6,3,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.25,4,1.3,3.85,1.3,4.05,1.27,3.74,16,1.6270289793235275,0.30838569483660244,2.060385285777442,0.2931298677806278,12.604988194492183,0,1.6270289793235275,2.060385285777442,0.30838569483660244,0.2931298677806278,0.15421319202481817,0.3004531354996106,1,Nishioka Y.,FALSE,Nishioka Y.,FALSE,0.7619047619047619,Munar J.,TRUE,0.8457868079751818,0,0.6995468645003894,0,0.7619047619047619,1,0,25,10,0.95,linear,sigma_inflate,0.12
25,Barcelona,Barcelona Open,2024-04-21,ATP500,Outdoor,Clay,The Final,3,Ruud C.,Tsitsipas S.,6,7,4025,3995,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.79,2.14,1.83,2.15,1.75,2.07,21,2.6392204787226254,0.2676226165707504,3.150466480457097,0.25573625008471873,125.99632898752907,150.727851896979,2.6392204787226254,3.150466480457097,0.2676226165707504,0.25573625008471873,0.08362008449082628,0.4687234325476742,1,Tsitsipas S.,FALSE,Tsitsipas S.,FALSE,0.5483028720626633,Ruud C.,TRUE,0.9163799155091737,0,0.5312765674523259,0,0.5483028720626633,1,0,25,10,0.95,linear,sigma_inflate,0.12
26,Bucharest,Tiriac Open,2024-04-15,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Gaston H.,79,96,729,642,6,7,6,4,7,5,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.65,2.37,1.68,2.5,1.62,2.27,35,1.017441327043123,0.3431031691152511,1.2223758218630305,0.45552247024335574,0,0,1.017441327043123,1.2223758218630305,0.3431031691152511,0.45552247024335574,0.35966402028079614,0.35966402028079614,1,Gaston H.,FALSE,Gaston H.,FALSE,0.5684754521963824,Rinderknech A.,TRUE,0.6403359797192039,0,0.6403359797192039,0,0.5684754521963824,1,0,26,10,0.95,linear,sigma_inflate,0.12
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Wawrinka S.,55,86,911,697,3,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.58,2.53,1.62,2.53,1.57,2.37,29,1.198525997545418,0.36946461401376146,2.1026330812963483,0.2856813246954931,0,10.475059441406247,1.198525997545418,2.1026330812963483,0.36946461401376146,0.2856813246954931,0.026442356252909166,0.1118763026816672,1,Wawrinka S.,FALSE,Wawrinka S.,FALSE,0.586734693877551,Borges N.,TRUE,0.9735576437470909,0,0.8881236973183328,0,0.586734693877551,1,0,26,10,0.95,linear,sigma_inflate,0.12
26,Bucharest,Tiriac Open,2024-04-18,ATP250,Outdoor,Clay,2nd Round,3,Moutet C.,Borges N.,92,55,652,911,6,2,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.8,2,1.92,1.99,1.92,2.02,1.82,1.97,29,0.8080269553286037,0.41667714031068376,1.198525997545418,0.36946461401376146,33.60837123791298,26.1725,0.8080269553286037,1.198525997545418,0.41667714031068376,0.36946461401376146,0.2415838565133639,0.44021173342124414,1,Borges N.,FALSE,Borges N.,FALSE,0.5263157894736842,Moutet C.,TRUE,0.7584161434866361,0,0.5597882665787559,0,0.5263157894736842,1,0,26,10,0.95,linear,sigma_inflate,0.12
26,Bucharest,Tiriac Open,2024-04-19,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Kecmanovic M.,57,60,897,895,7,6,3,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.89,2.02,1.89,2.1,1.8,1.99,31,1.2435397789360974,0.4810520653978873,1.6302190946103223,0.2656294263068334,21.434374999999996,46.19127922230624,1.2435397789360974,1.6302190946103223,0.4810520653978873,0.2656294263068334,0.24081918025006802,0.4371451396517945,1,Kecmanovic M.,FALSE,Kecmanovic M.,FALSE,0.5263157894736842,Martinez P.,TRUE,0.759180819749932,0,0.5628548603482055,0,0.5263157894736842,1,0,26,10,0.95,linear,sigma_inflate,0.12
26,Bucharest,Tiriac Open,2024-04-19,ATP250,Outdoor,Clay,2nd Round,3,Navone M.,Seyboth Wild T.,52,67,976,831,6,3,2,6,7,5,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.79,2.14,1.8,2.14,1.74,2.06,29,0.9785578605385914,1.0852026711319869,1.5544306005296802,0.48442777427657696,13.846606249999997,28.507718749999995,0.9785578605385914,1.5544306005296802,1.0852026711319869,0.48442777427657696,0.31399025576159256,0.43637946301526903,1,Seyboth Wild T.,FALSE,Seyboth Wild T.,FALSE,0.5483028720626633,Navone M.,TRUE,0.6860097442384074,0,0.5636205369847309,0,0.5483028720626633,1,0,26,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-24,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Safiullin R.,63,42,849,1139,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.85,2.05,1.85,2.1,1.8,2,20,1.569543749917726,0.48173434630597745,2.1485524414335533,0.28105853375276807,44.49837652786131,13.865487013941399,1.569543749917726,2.1485524414335533,0.48173434630597745,0.28105853375276807,0.14959923496794425,0.42695501827379745,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.5483028720626633,Seyboth Wild T.,TRUE,0.8504007650320557,0,0.5730449817262026,0,0.5483028720626633,1,0,28,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Machac T.,Ruusuvuori E.,50,71,1013,795,6,4,1,6,6,2,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.53,2.65,1.54,2.75,1.49,2.6,25,2.281963909402462,0.4763862778141113,2.291740693876569,0.28289027996999827,12.604988194492181,0,2.281963909402462,2.291740693876569,0.4763862778141113,0.28289027996999827,0.4929606098079979,0.49682884993787574,1,Ruusuvuori E.,FALSE,Ruusuvuori E.,FALSE,0.6368038740920097,Machac T.,TRUE,0.5070393901920021,0,0.5031711500621243,0,0.6368038740920097,1,0,28,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Zhang Zh.,66,49,830,1038,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.74,2.2,1.78,2.22,1.68,2.17,17,1.6668527385394811,0.26267276583937993,2.2048045924518136,0.29169139380271963,40.43483208166405,12.604988194492181,1.6668527385394811,2.2048045924518136,0.26267276583937993,0.29169139380271963,0.08527034290869263,0.37604388343101164,1,Zhang Zh.,FALSE,Zhang Zh.,FALSE,0.5684754521963824,Kecmanovic M.,TRUE,0.9147296570913074,0,0.6239561165689884,0,0.5684754521963824,1,0,28,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Kotov P.,Thompson J.,72,33,787,1256,5,7,6,4,7,5,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.74,2.23,1.74,2.25,1.68,2.16,34,1.933187812829944,0.32767339546666313,1.9983506464981229,0.2849798801063459,17.1475,27.478874263992957,1.933187812829944,1.9983506464981229,0.32767339546666313,0.2849798801063459,0.4403609145080637,0.48357543378143636,1,Thompson J.,FALSE,Thompson J.,FALSE,0.5684754521963824,Kotov P.,TRUE,0.5596390854919363,0,0.5164245662185636,0,0.5684754521963824,1,0,28,10,0.95,linear,sigma_inflate,0.12
