ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_fat_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k,cfg_window,cfg_delta,cfg_transform,cfg_fat_mode,cfg_alpha_sigma
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Mannarino A.,35,20,1240,1875,6,0,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.11,6.5,1.15,6.42,1.18,6.5,1.13,5.85,16,2.400370783514846,0.2932577753308073,2.5912777998515697,0.25335884880960907,50.445160479380846,0,2.400370783514846,2.5912777998515697,0.2932577753308073,0.25335884880960907,0.31114530925455774,0.4635042763158803,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.8541392904073586,Auger-Aliassime F.,TRUE,0.6888546907454423,0,0.5364957236841197,0,0.8541392904073586,1,0,28,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Struff J.L.,Humbert U.,24,14,1628,2535,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.64,2.42,1.68,2.5,1.63,2.26,22,2.4810705490655836,0.3005027729355031,2.5116714995761074,0.26564540647506846,69.46666834685769,16.245,2.4810705490655836,2.5116714995761074,0.3005027729355031,0.26564540647506846,0.46959205367906853,0.49580897963370424,1,Humbert U.,FALSE,Humbert U.,FALSE,0.5684754521963824,Struff J.L.,TRUE,0.5304079463209315,0,0.5041910203662958,0,0.5684754521963824,1,0,28,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Cerundolo F.,Paul T.,22,16,1680,2350,6,7,6,4,6,2,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.75,2.21,1.75,2.25,1.69,2.16,31,2.4931776415540825,0.2615452790335775,2.697863366856568,0.2533141711338488,53.483533448595686,27.075,2.4931776415540825,2.697863366856568,0.2615452790335775,0.2533141711338488,0.28700419724994314,0.4632479465643752,1,Paul T.,FALSE,Paul T.,FALSE,0.5684754521963824,Cerundolo F.,TRUE,0.7129958027500569,0,0.5367520534356248,0,0.5684754521963824,1,0,28,10,0.95,linear,sigma_inflate,0.12
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Hurkacz H.,13,9,2560,3675,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.95,1.95,1.95,2.02,1.84,1.95,23,2.8058162108111153,0.24785509222542537,3.1750716828232193,0.2618188765556759,58.68738319974599,36.233118749999996,2.8058162108111153,3.1750716828232193,0.24785509222542537,0.2618188765556759,0.15286941881607108,0.4397580074993788,1,Hurkacz H.,FALSE,Hurkacz H.,FALSE,0.5263157894736842,Fritz T.,TRUE,0.8471305811839289,0,0.5602419925006212,0,0.5263157894736842,1,0,28,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Hijikata R.,68,79,805,724,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.08,8,1.11,7.89,1.12,8,1.1,7.01,22,1.701068760693333,0.2995766709560821,1.9599235014995584,0.3590360651150337,0,0,1.701068760693333,1.9599235014995584,0.2995766709560821,0.3590360651150337,0.2899340594658707,0.2899340594658707,1,Hijikata R.,FALSE,Hijikata R.,FALSE,0.8810572687224669,Munar J.,TRUE,0.7100659405341293,0,0.7100659405341293,0,0.8810572687224669,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Moutet C.,Safiullin R.,83,39,715,1138,3,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.1,1.81,2.1,1.76,2.06,30,0.911354863863244,0.3931380141238731,2.098300291433882,0.27808147657672977,0,0,0.911354863863244,2.098300291433882,0.3931380141238731,0.27808147657672977,0.006853288134814049,0.006853288134814049,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.5483028720626633,Moutet C.,TRUE,0.993146711865186,0,0.993146711865186,0,0.5483028720626633,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,O Connell C.,62,66,826,807,6,7,5,0,NA,NA,NA,NA,NA,NA,0,1,Retired,1.44,2.75,1.43,3.01,1.46,3.01,1.42,2.85,18,1.5803022530182511,0.2819722433076285,1.9082950610833609,0.28578302690313573,0,0,1.5803022530182511,1.9082950610833609,0.2819722433076285,0.28578302690313573,0.20697157521535636,0.20697157521535636,1,O Connell C.,FALSE,O Connell C.,FALSE,0.6563245823389022,Carballes Baena R.,TRUE,0.7930284247846436,0,0.7930284247846436,0,0.6563245823389022,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Borges N.,Bublik A.,53,17,931,2055,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.71,2.28,1.8,2.28,1.72,2.11,20,1.2331785516836948,0.35525771159796593,2.164779708207522,0.2809734222157322,32.49,13.770949602482709,1.2331785516836948,2.164779708207522,0.35525771159796593,0.2809734222157322,0.019853224199694597,0.31133265879229965,1,Bublik A.,FALSE,Bublik A.,FALSE,0.5483028720626633,Borges N.,TRUE,0.9801467758003054,0,0.6886673412077003,0,0.5483028720626633,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Zhang Zh.,Mannarino A.,56,21,868,1875,6,1,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.14,5.5,1.19,5.42,1.21,5.55,1.17,5.02,16,2.142348306211811,0.28804489595915617,2.5908276252095894,0.2534189656846218,18.05,0,2.142348306211811,2.5908276252095894,0.28804489595915617,0.2534189656846218,0.12120873946998684,0.3178119919603094,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.8283132530120482,Zhang Zh.,TRUE,0.8787912605300132,0,0.6821880080396906,0,0.8283132530120482,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Tabilo A.,Hanfmann Y.,32,59,1320,848,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.54,2.66,1.64,2.66,1.51,2.57,22,1.8304594825785565,0.4903382767867735,2.157781490928441,0.2688744274661851,0,15.3425,1.8304594825785565,2.157781490928441,0.4903382767867735,0.2688744274661851,0.27916606505463415,0.35920146132965103,1,Hanfmann Y.,FALSE,Hanfmann Y.,FALSE,0.6203473945409429,Tabilo A.,TRUE,0.7208339349453659,0,0.640798538670349,0,0.6203473945409429,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Baez S.,Lajovic D.,19,64,1960,811,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.69,2.3,1.69,2.42,1.63,2.27,26,2.055865476743469,0.26228594783015297,2.2438474772618986,0.2748431947221794,0,27.9775,2.055865476743469,2.2438474772618986,0.26228594783015297,0.2748431947221794,0.31036895992357943,0.4390672375235414,1,Lajovic D.,FALSE,Lajovic D.,FALSE,0.6025316455696202,Baez S.,TRUE,0.6896310400764205,0,0.5609327624764586,0,0.6025316455696202,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Dimitrov G.,13,10,2870,3605,6,2,6,7,6,1,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.72,2.26,1.77,2.3,1.68,2.19,28,2.807644142073216,0.24780433278237432,3.413967029215322,0.27016300903041135,32.623118749999996,37.774137499999995,2.807644142073216,3.413967029215322,0.24780433278237432,0.27016300903041135,0.0490727182064117,0.3765849082773391,1,Dimitrov G.,FALSE,Dimitrov G.,FALSE,0.586734693877551,Fritz T.,TRUE,0.9509272817935883,0,0.6234150917226609,0,0.586734693877551,1,0,29,10,0.95,linear,sigma_inflate,0.12
29,Rome,Internazionali BNL d'Italia,2024-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Zhang Zh.,32,56,1320,868,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.68,2.33,1.75,2.4,1.6,2.33,19,1.8304594825785565,0.4903382767867735,2.142348306211811,0.28804489595915617,56.29855562499999,62.67999092187499,1.8304594825785565,2.142348306211811,0.4903382767867735,0.28804489595915617,0.29169504578698946,0.47253247865085346,1,Zhang Zh.,FALSE,Zhang Zh.,FALSE,0.6025316455696202,Tabilo A.,TRUE,0.7083049542130105,0,0.5274675213491465,0,0.6025316455696202,1,0,29,10,0.95,linear,sigma_inflate,0.12
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,647,735,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.65,2.31,1.68,2.31,1.64,2.25,16,1.1624057985147818,0.3184912408815987,2.0085213815636247,0.2622989848927975,10.083990555593745,17.363371237912983,1.1624057985147818,2.0085213815636247,0.3184912408815987,0.2622989848927975,0.0201480768437967,0.2150201370442006,1,Mcdonald M.,FALSE,Mcdonald M.,FALSE,0.5684754521963824,Vukic A.,TRUE,0.9798519231562033,0,0.7849798629557994,0,0.5684754521963824,1,0,31,10,0.95,linear,sigma_inflate,0.12
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,739,831,6,3,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.3,1.73,2.3,1.66,2.19,32,0.987734990916566,0.32713322911022485,1.6225019897068682,0.28887829288404115,0,0,0.987734990916566,1.6225019897068682,0.32713322911022485,0.28887829288404115,0.07290806462595834,0.07290806462595834,1,Evans D.,FALSE,Evans D.,FALSE,0.5684754521963824,Rinderknech A.,TRUE,0.9270919353740417,0,0.9270919353740417,0,0.5684754521963824,1,0,31,10,0.95,linear,sigma_inflate,0.12
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Mannarino A.,47,22,1002,1865,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.1,7,1.15,6.64,1.15,7,1.13,5.99,22,2.34518030282707,0.592348972022234,2.5731332767105544,0.2533154055855372,36.32347572400595,0,2.34518030282707,2.5731332767105544,0.592348972022234,0.2533154055855372,0.3617323832233027,0.47146620916985826,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.8641975308641975,Darderi L.,TRUE,0.6382676167766973,0,0.5285337908301417,0,0.8641975308641975,1,0,31,10,0.95,linear,sigma_inflate,0.12
31,Lyon,Lyon Open,2024-05-24,ATP250,Outdoor,Clay,Semifinals,3,Etcheverry T.,Darderi L.,29,47,1410,1002,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.71,2.27,1.71,2.27,1.67,2.19,18,2.1658636222044856,0.2650571246829855,2.34518030282707,0.592348972022234,48.42114375,41.28937499999999,2.1658636222044856,2.34518030282707,0.2650571246829855,0.592348972022234,0.3911514049374468,0.48195205067973335,1,Darderi L.,FALSE,Darderi L.,FALSE,0.5684754521963824,Etcheverry T.,TRUE,0.6088485950625532,0,0.5180479493202667,0,0.5684754521963824,1,0,31,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Djere L.,83,52,702,960,7,5,6,4,6,7,5,7,7,6,3,2,Completed,1.53,2.5,1.61,2.49,1.61,2.55,1.56,2.44,60,1.4399701089084638,0.2830045288221321,2.1702567398189787,0.26625025776696,16.061757810156244,0,1.4399701089084638,2.1702567398189787,0.2830045288221321,0.26625025776696,0.03009101604693991,0.20067449312561997,1,Djere L.,FALSE,Djere L.,FALSE,0.6203473945409429,Altmaier D.,TRUE,0.9699089839530601,0,0.7993255068743801,0,0.6203473945409429,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Bautista Agut R.,64,81,810,715,6,1,4,6,6,4,6,1,NA,NA,3,1,Completed,1.67,2.2,1.69,2.3,1.8,2.3,1.69,2.2,34,1.7098719388345651,0.2932961994149356,2.0608798399189343,0.2893498981131879,16.061757810156244,0,1.7098719388345651,2.0608798399189343,0.2932961994149356,0.2893498981131879,0.19711929970695885,0.34922732948865676,1,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,0.5684754521963824,Munar J.,TRUE,0.8028807002930411,0,0.6507726705113432,0,0.5684754521963824,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Kotov P.,Wawrinka S.,56,98,892,628,7,6,6,4,1,6,7,6,NA,NA,3,1,Completed,1.62,2.3,1.56,2.61,1.63,2.61,1.57,2.43,43,2.030713603290172,0.3170553911496492,2.038397327655184,0.28193465237162096,93.93336476297459,24.006499999999996,2.030713603290172,2.038397327655184,0.3170553911496492,0.28193465237162096,0.49277549232662404,0.4992415877406667,1,Wawrinka S.,FALSE,Wawrinka S.,FALSE,0.586734693877551,Kotov P.,TRUE,0.5072245076733759,0,0.5007584122593334,0,0.586734693877551,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Moutet C.,Shevchenko A.,79,59,720,855,6,4,6,2,0,6,6,3,NA,NA,3,1,Completed,1.44,2.75,1.5,2.81,1.5,2.85,1.45,2.76,33,1.0337203412412297,0.37656959932589423,2.128425012540762,0.28965445904131126,24.435187499999998,65.4621955243577,1.0337203412412297,2.128425012540762,0.37656959932589423,0.28965445904131126,0.010604695062465214,0.3558351980758845,1,Shevchenko A.,FALSE,Shevchenko A.,FALSE,0.6563245823389022,Moutet C.,TRUE,0.9893953049375348,0,0.6441648019241155,0,0.6563245823389022,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Musetti L.,Monfils G.,30,37,1370,1155,7,5,6,1,6,4,NA,NA,NA,NA,3,0,Completed,1.44,2.75,1.44,3.01,1.52,3.01,1.45,2.77,29,2.427437164126082,0.26588507613653367,2.443665338921478,0.3178839212093512,25.721249999999998,30.865499999999997,2.427437164126082,2.443665338921478,0.26588507613653367,0.3178839212093512,0.4843819562676996,0.49649743840383564,1,Monfils G.,FALSE,Monfils G.,FALSE,0.6563245823389022,Musetti L.,TRUE,0.5156180437323004,0,0.5035025615961644,0,0.6563245823389022,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Moutet C.,Ofner S.,79,45,720,1038,3,6,6,4,6,4,6,1,NA,NA,3,1,Completed,1.36,3.2,1.38,3.35,1.39,3.35,1.35,3.21,36,1.0337203412412297,0.37656959932589423,1.9670568196012923,0.3142333227878318,54.56342812499999,106.97309340283982,1.0337203412412297,1.9670568196012923,0.37656959932589423,0.3142333227878318,0.028520484520193498,0.4287029585476237,1,Ofner S.,FALSE,Ofner S.,FALSE,0.7017543859649122,Moutet C.,TRUE,0.9714795154798065,0,0.5712970414523764,0,0.7017543859649122,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Ruud C.,Fritz T.,7,12,4425,2980,7,6,3,6,6,4,6,2,NA,NA,3,1,Completed,1.36,3.2,1.33,3.69,1.4,3.69,1.32,3.41,40,2.628619814421178,0.2676147859996015,2.7831626978721222,0.24735676804411025,119.71334460428122,98.21698796874999,2.628619814421178,2.7831626978721222,0.2676147859996015,0.24735676804411025,0.3357547308246228,0.48811707397672954,1,Fritz T.,FALSE,Fritz T.,FALSE,0.7017543859649122,Ruud C.,TRUE,0.6642452691753772,0,0.5118829260232705,0,0.7017543859649122,1,0,32,10,0.95,linear,sigma_inflate,0.12
32,Paris,French Open,2024-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ruud C.,Djokovic N.,7,1,4425,9960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walkover,1.8,2,1.74,2.18,1.82,2.2,1.76,2.09,0,2.628619814421178,0.2676147859996015,4.828871510158247,0.34442224995346643,116.83888907609374,123.58897149816404,2.628619814421178,4.828871510158247,0.2676147859996015,0.34442224995346643,1e-6,0.372663609934056,1,Djokovic N.,FALSE,Djokovic N.,FALSE,0.5263157894736842,Ruud C.,TRUE,0.999999,0,0.627336390065944,0,0.5263157894736842,1,0,32,10,0.95,linear,sigma_inflate,0.12
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Koepfer D.,Zhang Zh.,65,44,801,1066,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.8,2,1.79,2.08,1.81,2.12,1.76,2.02,36,1.5165693822070474,0.41280331200508186,2.16436656452721,0.28485618383898936,0,14.968423480959467,1.5165693822070474,2.16436656452721,0.41280331200508186,0.28485618383898936,0.0982482716219524,0.23512419863669642,1,Zhang Zh.,FALSE,Zhang Zh.,FALSE,0.5263157894736842,Koepfer D.,TRUE,0.9017517283780476,0,0.7648758013633036,0,0.5263157894736842,1,0,33,10,0.95,linear,sigma_inflate,0.12
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,750,1017,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.62,2.38,1.69,2.42,1.57,2.34,23,1.4977316062441297,0.3143594228844541,1.7803394272510529,0.2842006037176501,0,0,1.4977316062441297,1.7803394272510529,0.3143594228844541,0.2842006037176501,0.2524277306598671,0.2524277306598671,1,Eubanks C.,FALSE,Eubanks C.,FALSE,0.6025316455696202,Nakashima B.,TRUE,0.7475722693401329,0,0.7475722693401329,0,0.6025316455696202,1,0,33,10,0.95,linear,sigma_inflate,0.12
33,Stuttgart,Stuttgart Open,2024-06-14,ATP250,Outdoor,Grass,Quarterfinals,3,Draper J.,Tiafoe F.,40,28,1131,1590,5,7,6,4,7,6,NA,NA,NA,NA,2,1,Completed,1.44,2.75,1.53,2.65,1.55,2.81,1.48,2.61,35,2.724273084964747,0.3184692959077173,2.735271682473275,0.2806737643082817,46.4471625,22.5625,2.724273084964747,2.735271682473275,0.3184692959077173,0.2806737643082817,0.48966475333877524,0.49812316565770065,1,Tiafoe F.,FALSE,Tiafoe F.,FALSE,0.6563245823389022,Draper J.,TRUE,0.5103352466612248,0,0.5018768343422993,0,0.6563245823389022,1,0,33,10,0.95,linear,sigma_inflate,0.12
33,Stuttgart,Stuttgart Open,2024-06-15,ATP250,Outdoor,Grass,Semifinals,3,Berrettini M.,Musetti L.,95,30,630,1290,6,4,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.36,3.2,1.44,3.04,1.44,3.2,1.39,2.96,16,2.047549871758838,0.40658686477529926,2.44338590622679,0.26721065320460746,69.08673125,68.2852875,2.047549871758838,2.44338590622679,0.40658686477529926,0.26721065320460746,0.2079413431177855,0.46499957962948346,1,Musetti L.,FALSE,Musetti L.,FALSE,0.7017543859649122,Berrettini M.,TRUE,0.7920586568822146,0,0.5350004203705165,0,0.7017543859649122,1,0,33,10,0.95,linear,sigma_inflate,0.12
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Vukic A.,Purcell M.,87,100,674,612,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.32,1.7,2.34,1.63,2.23,22,1.216595675998558,0.30958607647683206,1.5434984687417743,0.3237162816093666,0,0,1.216595675998558,1.5434984687417743,0.30958607647683206,0.3237162816093666,0.23275078228092913,0.23275078228092913,1,Purcell M.,FALSE,Purcell M.,FALSE,0.586734693877551,Vukic A.,TRUE,0.7672492177190708,0,0.7672492177190708,0,0.586734693877551,1,0,34,10,0.95,linear,sigma_inflate,0.12
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-12,ATP250,Outdoor,Grass,2nd Round,3,Humbert U.,Fils A.,16,38,2250,1155,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.28,1.69,2.31,1.64,2.2,22,2.4343665255604177,0.2652248983224579,2.5365292507461805,0.2958624006407153,0,19,2.4343665255604177,2.5365292507461805,0.2652248983224579,0.2958624006407153,0.3985442822583558,0.45955638054645526,1,Fils A.,FALSE,Fils A.,FALSE,0.5684754521963824,Humbert U.,TRUE,0.6014557177416442,0,0.5404436194535447,0,0.5684754521963824,1,0,34,10,0.95,linear,sigma_inflate,0.12
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-15,ATP250,Outdoor,Grass,Semifinals,3,Korda S.,Griekspoor T.,26,23,1620,1690,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.33,1.68,2.33,1.64,2.23,18,2.7654117314386686,0.28701217330381124,2.7963516216804085,0.26940499034069226,57.49364375,81.02799375,2.7654117314386686,2.7963516216804085,0.28701217330381124,0.26940499034069226,0.4686758706699451,0.49663889332453987,1,Griekspoor T.,FALSE,Griekspoor T.,FALSE,0.5684754521963824,Korda S.,TRUE,0.5313241293300549,0,0.5033611066754602,0,0.5684754521963824,1,0,34,10,0.95,linear,sigma_inflate,0.12
35,Halle,Halle Open,2024-06-19,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Darderi L.,41,34,1080,1231,6,7,7,5,7,6,NA,NA,NA,NA,2,1,Completed,1.17,5,1.21,5.04,1.22,5.05,1.18,4.69,38,2.560598292232589,0.2973648533714592,2.613460302599822,0.5561242375453784,31.502362972734367,0,2.560598292232589,2.613460302599822,0.2973648533714592,0.5561242375453784,0.4665983758614933,0.48618668244226515,1,Darderi L.,FALSE,Darderi L.,FALSE,0.8103727714748785,Struff J.L.,TRUE,0.5334016241385067,0,0.51381331755773485,0,0.8103727714748785,1,0,35,10,0.95,linear,sigma_inflate,0.12
36,Queens Club,Queen's Club Championships,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Korda S.,Khachanov K.,23,22,1775,1780,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.72,2.23,1.73,2.25,1.68,2.15,25,2.7782250066814935,0.28772709190741574,3.039860150568969,0.29087711195835003,80.97136281015625,27.082332812499992,2.7782250066814935,3.039860150568969,0.28772709190741574,0.29087711195835003,0.2612572319744876,0.4686126063604942,1,Khachanov K.,FALSE,Khachanov K.,FALSE,0.5684754521963824,Korda S.,TRUE,0.7387427680255124,0,0.5313873936395058,0,0.5684754521963824,1,0,36,10,0.95,linear,sigma_inflate,0.12
36,Queens Club,Queen's Club Championships,2024-06-22,ATP500,Outdoor,Grass,Semifinals,3,Paul T.,Korda S.,13,23,2750,1775,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.07,1.93,2.11,1.78,2.01,23,2.6978938265411507,0.25821853979615245,2.7782250066814935,0.28772709190741574,94.366924464666,130.21056020753124,2.6978938265411507,2.7782250066814935,0.25821853979615245,0.28772709190741574,0.41769803052161747,0.49442220847787915,1,Korda S.,FALSE,Korda S.,FALSE,0.5263157894736842,Paul T.,TRUE,0.5823019694783825,0,0.5055777915221209,0,0.5263157894736842,1,0,36,10,0.95,linear,sigma_inflate,0.12
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Djere L.,94,52,627,936,6,1,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.5,1.59,2.75,1.54,2.45,26,1.447592383997803,0.31646379023707266,2.1220123633015695,0.2656278437725671,16.907113484374996,0,1.447592383997803,2.1220123633015695,0.31646379023707266,0.2656278437725671,0.051306502067783255,0.24887022403376582,1,Djere L.,FALSE,Djere L.,FALSE,0.6203473945409429,Purcell M.,TRUE,0.9486934979322168,0,0.7511297759662342,0,0.6203473945409429,1,0,37,10,0.95,linear,sigma_inflate,0.12
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Cerundolo F.,46,27,1005,1565,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.25,1.7,2.13,26,1.860636356840757,0.2477135824206801,2.515185502912762,0.26220635764248773,59.432913484374986,13.966745921874995,1.860636356840757,2.515185502912762,0.2477135824206801,0.26220635764248773,0.03479301675624369,0.3794775191644784,1,Cerundolo F.,FALSE,Cerundolo F.,FALSE,0.5483028720626633,Giron M.,TRUE,0.9652069832437563,0,0.6205224808355216,0,0.5483028720626633,1,0,37,10,0.95,linear,sigma_inflate,0.12
37,Eastbourne,Eastbourne International,2024-06-26,ATP250,Outdoor,Grass,2nd Round,3,Kecmanovic M.,Baez S.,53,18,920,2030,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.56,2.6,1.56,3,1.45,2.7,17,1.7550108289384465,0.25313601006435216,2.06663645145445,0.2620571976191756,36.336484652839836,13.268408625781245,1.7550108289384465,2.06663645145445,0.25313601006435216,0.2620571976191756,0.19619556618245346,0.41864479245991093,1,Baez S.,FALSE,Baez S.,FALSE,0.6563245823389022,Kecmanovic M.,TRUE,0.8038044338175465,0,0.5813552075400891,0,0.6563245823389022,1,0,37,10,0.95,linear,sigma_inflate,0.12
38,Mallorca,Mallorca Championships,2024-06-25,ATP250,Outdoor,Grass,2nd Round,3,Michelsen A.,Mannarino A.,62,22,844,1765,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.7,2.3,1.7,2.4,1.62,2.26,23,1.6679947340920782,0.3802409735242065,2.4929013241241367,0.25429046312622583,35.29192970312499,9.951306469335934,1.6679947340920782,2.4929013241241367,0.3802409735242065,0.25429046312622583,0.03566816478670773,0.3449364010628175,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.6025316455696202,Michelsen A.,TRUE,0.9643318352132922,0,0.6550635989371825,0,0.6025316455696202,1,0,38,10,0.95,linear,sigma_inflate,0.12
