ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,TTT_Prob_W,pred,ttt_correct,bookie_pred,bookie_correct,Book_Prob_W,ELO_Prob_W,elo_pred,elo_correct,tournament_set,ATPk,y
7,Cordoba,Cordoba Open,2024-02-05,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Cerundolo J.M.,207,148,295,435,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.74,2.2,1.78,2.2,1.71,2.11,-0.05988618474035307,0.717037865733141,1.374686025848568,0.4750471228278537,-0.05988618474035307,1.374686025848568,0.717037865733141,0.4750471228278537,-1.6678669927756067,0.047671066652358256,Cerundolo J.M.,FALSE,Bagnis F.,TRUE,0.5684754521963824,0.4979354963656599,Cerundolo J.M.,FALSE,ATP250,7,1
7,Cordoba,Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Barrios M.,136,108,491,578,4,6,6,1,6,2,NA,NA,NA,NA,2,1,Completed,1.44,2.75,1.43,3.05,1.46,3.05,1.42,2.81,0.8839314857829307,1.1515321700944845,1.2608232900887226,0.704612848111913,0.8839314857829307,1.2608232900887226,1.1515321700944845,0.704612848111913,-0.27917868504075705,0.3900538502248292,Barrios M.,FALSE,Darderi L.,TRUE,0.6563245823389022,0.4994576093063367,Barrios M.,FALSE,ATP250,7,1
8,Dallas,Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Purcell M.,Krueger M.,43,244,1036,243,6,2,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.36,3.2,1.41,3.1,1.44,3.2,1.39,2.93,1.4986095041505665,0.3675219458127248,2.0962306498222687,1.2857522472089795,1.4986095041505665,2.0962306498222687,0.3675219458127248,1.2857522472089795,-0.44690387375738777,0.327472233455983,Krueger M.,FALSE,Purcell M.,TRUE,0.7017543859649122,0.49913995488490853,Krueger M.,FALSE,ATP250,8,1
8,Dallas,Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Duckworth J.,Svajda Z.,106,145,591,442,7,6,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.86,2.03,1.86,2.15,1.78,2.01,0.41146638932287466,0.7116303024126774,0.8372497963536033,1.0441697216049686,0.41146638932287466,0.8372497963536033,0.7116303024126774,1.0441697216049686,-0.3369581532249134,0.36807422303790316,Svajda Z.,FALSE,Duckworth J.,TRUE,0.5483028720626633,0.4993872487280844,Svajda Z.,FALSE,ATP250,8,1
10,Buenos Aires,Argentina Open,2024-02-13,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Ofner S.,106,38,588,1091,7,5,4,6,7,5,NA,NA,NA,NA,2,1,Completed,1.8,2,1.88,2.02,1.88,2.1,1.78,2.01,1.2327025143398294,0.4395930057887992,2.142095429003731,0.3616665418993534,1.2327025143398294,2.142095429003731,0.4395930057887992,0.3616665418993534,-1.5975303071505509,0.05507377376502708,Ofner S.,FALSE,Coria F.,TRUE,0.5263157894736842,0.4986912813830674,Ofner S.,FALSE,ATP250,10,1
10,Buenos Aires,Argentina Open,2024-02-13,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Varillas J.P.,134,85,494,684,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.68,2.3,1.68,2.32,1.64,2.24,0.8407452685976133,1.1966423934020198,1.5111334948141375,0.408435723002469,0.8407452685976133,1.5111334948141375,1.1966423934020198,0.408435723002469,-0.5301918024529674,0.29798947705547063,Varillas J.P.,FALSE,Ugo Carabelli C.,TRUE,0.586734693877551,0.4990352349871757,Varillas J.P.,FALSE,ATP250,10,1
14,Los Cabos,Los Cabos Open,2024-02-21,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Cobolli F.,84,69,700,825,6,1,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.93,1.96,1.93,2.01,1.85,1.93,2.023837644769617,0.30272833559411927,2.204595959201685,0.5794785842406124,2.023837644769617,2.204595959201685,0.30272833559411927,0.5794785842406124,-0.27647811887791546,0.3910904317632538,Cobolli F.,FALSE,Nishioka Y.,TRUE,0.5263157894736842,0.49973986789831665,Cobolli F.,FALSE,ATP250,14,1
14,Los Cabos,Los Cabos Open,2024-02-21,ATP250,Outdoor,Hard,1st Round,3,Nava E.,Schwartzman D.,146,115,443,538,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.05,1.87,2.05,1.81,1.97,0.1305810324700932,0.9124317435546744,1.4105709702776603,0.3352582940970291,0.1305810324700932,1.4105709702776603,0.9124317435546744,0.3352582940970291,-1.3167604707133702,0.09395946340340948,Schwartzman D.,FALSE,Nava E.,TRUE,0.5263157894736842,0.4981579547400654,Schwartzman D.,FALSE,ATP250,14,1
18,Santiago,Chile Open,2024-02-27,ATP250,Indoor,Clay,1st Round,3,Seyboth Wild T.,Burruchaga R.,73,159,802,397,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.61,2.44,1.61,2.5,1.56,2.38,0.9828370649956264,0.5634139893413461,3.763764789610508,2.4773230016946943,0.9828370649956264,3.763764789610508,0.5634139893413461,2.4773230016946943,-1.094601973207383,0.1368455253792244,Burruchaga R.,FALSE,Seyboth Wild T.,TRUE,0.6203473945409429,0.49599800876200106,Burruchaga R.,FALSE,ATP250,18,1
21,Estoril,Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Pouille L.,62,241,871,252,0,6,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.45,2.93,1.53,2.93,1.46,2.69,1.1373470103647494,0.3763408945690181,1.7433005401815416,0.9696008439164956,1.1373470103647494,1.7433005401815416,0.3763408945690181,0.9696008439164956,-0.5826050014560844,0.28007961886526556,Pouille L.,FALSE,Borges N.,TRUE,0.6368038740920097,0.4991279636561832,Pouille L.,FALSE,ATP250,21,1
