ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k
10,Buenos Aires,Argentina Open,2024-02-13,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Ofner S.,106,38,588,1091,7,5,4,6,7,5,NA,NA,NA,NA,2,1,Completed,1.8,2,1.88,2.02,1.88,2.1,1.78,2.01,34,1.4314598714293931,0.4026545238397096,2.168267101883025,0.3313422539155987,8.859375,0,1.4314598714293931,2.168267101883025,0.4026545238397096,0.3313422539155987,0.07883147090236962,0.10221744418889918,1,Ofner S.,FALSE,Ofner S.,FALSE,0.5263157894736842,Coria F.,TRUE,0.9211685290976304,0,0.8977825558111008,0,0.5263157894736842,1,-0.03222633245635923,10
10,Buenos Aires,Argentina Open,2024-02-13,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Varillas J.P.,134,85,494,684,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.68,2.3,1.68,2.32,1.64,2.24,23,0.8679922741098015,1.1948103594763164,1.6117827470480872,0.4039002418338533,0,0,0.8679922741098015,1.6117827470480872,1.1948103594763164,0.4039002418338533,0.27768480764381565,0.27768480764381565,1,Varillas J.P.,FALSE,Varillas J.P.,FALSE,0.586734693877551,Ugo Carabelli C.,TRUE,0.7223151923561844,0,0.7223151923561844,0,0.586734693877551,1,-0.03222633245635923,10
10,Buenos Aires,Argentina Open,2024-02-15,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Darderi L.,30,76,1375,722,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.62,2.47,1.62,2.5,1.57,2.36,22,2.125444625631269,0.2569324796542419,2.853632615451697,0.7132498342001519,13.5,8.4375,2.125444625631269,2.853632615451697,0.2569324796542419,0.7132498342001519,0.16839593431771313,0.19249288434849154,1,Darderi L.,FALSE,Darderi L.,FALSE,0.6203473945409429,Baez S.,TRUE,0.8316040656822868,0,0.8075071156515085,0,0.6203473945409429,1,-0.03222633245635923,10
10,Buenos Aires,Argentina Open,2024-02-17,ATP250,Outdoor,Clay,Semifinals,3,Diaz Acosta F.,Coria F.,87,106,677,588,6,2,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.86,2.05,1.95,2.05,1.84,1.95,17,1.1440848793705756,0.6343486677183251,1.4314598714293931,0.4026545238397096,22.265625,27.9375,1.1440848793705756,1.4314598714293931,0.6343486677183251,0.4026545238397096,0.3510536103471569,0.31062587857089047,1,Coria F.,FALSE,Coria F.,FALSE,0.5263157894736842,Diaz Acosta F.,TRUE,0.6489463896528431,0,0.6893741214291096,0,0.5263157894736842,1,-0.03222633245635923,10
11,Delray Beach,Delray Beach Open,2024-02-14,ATP250,Outdoor,Hard,2nd Round,3,Kypson P.,Lestienne C.,155,104,404,599,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.32,1.73,2.32,1.67,2.18,20,-2.6995847278534337,2.576885744286412,0.7134145322012895,0.4135499742782697,17.25,11.25,-2.6995847278534337,0.7134145322012895,2.576885744286412,0.4135499742782697,0.09548190474385518,0.11394579331938254,1,Lestienne C.,FALSE,Lestienne C.,FALSE,0.5684754521963824,Kypson P.,TRUE,0.9045180952561448,0,0.8860542066806174,0,0.5684754521963824,1,-0.03290171134296776,11
11,Delray Beach,Delray Beach Open,2024-02-14,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Mannarino A.,52,19,945,1975,6,0,6,7,6,1,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.76,2.19,1.76,2.22,1.68,2.15,26,2.036008380753818,0.26032975457540825,2.7652769311130485,0.24538118885442567,31.59375,0,2.036008380753818,2.7652769311130485,0.26032975457540825,0.24538118885442567,0.02075003302135215,0.05653226350460816,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.5684754521963824,Giron M.,TRUE,0.9792499669786479,0,0.9434677364953918,0,0.5684754521963824,1,-0.03290171134296776,11
12,Rotterdam,ABN AMRO World Tennis Tournament,2024-02-13,ATP500,Indoor,Hard,1st Round,3,Fucsovics M.,Marozsan F.,86,61,682,896,7,6,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.31,1.68,2.31,1.64,2.22,20,2.311393403280944,0.3091121484673507,2.4974487877548035,0.38738094815631147,0,0,2.311393403280944,2.4974487877548035,0.3091121484673507,0.38738094815631147,0.3536747104238057,0.3536747104238057,1,Marozsan F.,FALSE,Marozsan F.,FALSE,0.5684754521963824,Fucsovics M.,TRUE,0.6463252895761943,0,0.6463252895761943,0,0.5684754521963824,1,-0.03373650473754356,12
12,Rotterdam,ABN AMRO World Tennis Tournament,2024-02-17,ATP500,Indoor,Hard,Semifinals,3,De Minaur A.,Dimitrov G.,11,13,2970,2905,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.08,1.85,2.12,1.76,2.04,19,3.1205295938025244,0.25182329364586226,3.496316536415697,0.24919872524195977,30.75,45.09375,3.1205295938025244,3.496316536415697,0.25182329364586226,0.24919872524195977,0.1444123842352699,0.09423198886439547,1,Dimitrov G.,FALSE,Dimitrov G.,FALSE,0.5483028720626633,De Minaur A.,TRUE,0.8555876157647301,0,0.9057680111356046,0,0.5483028720626633,1,-0.03373650473754356,12
14,Los Cabos,Los Cabos Open,2024-02-21,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Cobolli F.,84,69,700,825,6,1,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.93,1.96,1.93,2.01,1.85,1.93,13,2.061123911411002,0.29944193722844525,2.1910521622990515,0.4721239602509757,0,0,2.061123911411002,2.1910521622990515,0.29944193722844525,0.4721239602509757,0.40811445408427527,0.4081144540842752,1,Cobolli F.,FALSE,Cobolli F.,FALSE,0.5263157894736842,Nishioka Y.,TRUE,0.5918855459157247,0,0.5918855459157248,0,0.5263157894736842,1,-0.030806253207503322,14
14,Los Cabos,Los Cabos Open,2024-02-21,ATP250,Outdoor,Hard,1st Round,3,Nava E.,Schwartzman D.,146,115,443,538,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.05,1.87,2.05,1.81,1.97,19,0.2383803177380032,0.909481998018592,1.4587970504426797,0.3330574782617708,0,0,0.2383803177380032,1.4587970504426797,0.909481998018592,0.3330574782617708,0.10382601454396867,0.10382601454396867,1,Schwartzman D.,FALSE,Schwartzman D.,FALSE,0.5263157894736842,Nava E.,TRUE,0.8961739854560313,0,0.8961739854560313,0,0.5263157894736842,1,-0.030806253207503322,14
15,Rio de Janeiro,Rio Open,2024-02-20,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Ofner S.,73,37,776,1091,6,3,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.81,2.1,1.81,2.22,1.72,2.09,16,1.6606324659418306,0.3167539229904024,2.0879850816153276,0.32580895991490794,0,0,1.6606324659418306,2.0879850816153276,0.3167539229904024,0.32580895991490794,0.1734895621361953,0.1734895621361953,1,Ofner S.,FALSE,Ofner S.,FALSE,0.5684754521963824,Munar J.,TRUE,0.8265104378638047,0,0.8265104378638047,0,0.5684754521963824,1,-0.031005100511216667,15
15,Rio de Janeiro,Rio Open,2024-02-21,ATP500,Outdoor,Clay,1st Round,3,Navone M.,Coria F.,113,85,551,678,1,6,6,4,6,2,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.75,2.18,1.75,2.3,1.67,2.18,25,-2.4865425725041956,2.62412788422254,1.773965931386963,0.36533515698281355,0,0,-2.4865425725041956,1.773965931386963,2.62412788422254,0.36533515698281355,0.05390875928081487,0.053908759280814865,1,Coria F.,FALSE,Coria F.,FALSE,0.5684754521963824,Navone M.,TRUE,0.9460912407191852,0,0.9460912407191852,0,0.5684754521963824,1,-0.031005100511216667,15
15,Rio de Janeiro,Rio Open,2024-02-22,ATP500,Outdoor,Clay,2nd Round,3,Baez S.,Diaz Acosta F.,30,59,1415,907,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.53,2.58,1.57,2.63,1.52,2.49,22,2.1769164411545394,0.24935463127195864,2.257459125647206,0.4756811711550196,10.6875,12.375,2.1769164411545394,2.257459125647206,0.24935463127195864,0.4756811711550196,0.44039602117964355,0.4275446314006731,1,Diaz Acosta F.,FALSE,Diaz Acosta F.,FALSE,0.6203473945409429,Baez S.,TRUE,0.5596039788203564,0,0.5724553685993269,0,0.6203473945409429,1,-0.031005100511216667,15
15,Rio de Janeiro,Rio Open,2024-02-22,ATP500,Outdoor,Clay,2nd Round,3,Monteiro T.,Meligeni Alves F.,117,153,536,416,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.19,1.76,2.2,1.71,2.11,21,1.1440254529997618,0.4209524264874702,1.4938691074223378,0.8469196990151345,1.5,14.625,1.1440254529997618,1.4938691074223378,0.4209524264874702,0.8469196990151345,0.35572665138469484,0.26876402948990563,1,Meligeni Alves F.,FALSE,Meligeni Alves F.,FALSE,0.5483028720626633,Monteiro T.,TRUE,0.6442733486153052,0,0.7312359705100944,0,0.5483028720626633,1,-0.031005100511216667,15
15,Rio de Janeiro,Rio Open,2024-02-24,ATP500,Outdoor,Clay,Semifinals,3,Baez S.,Cerundolo F.,30,22,1415,1685,7,5,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.62,2.46,1.62,2.67,1.56,2.39,18,2.1769164411545394,0.24935463127195864,2.331963970090698,0.24582467858423135,31.125,28.078125,2.1769164411545394,2.331963970090698,0.24935463127195864,0.24582467858423135,0.32895567741482057,0.35013553551740284,1,Cerundolo F.,FALSE,Cerundolo F.,FALSE,0.6203473945409429,Baez S.,TRUE,0.6710443225851794,0,0.6498644644825972,0,0.6203473945409429,1,-0.031005100511216667,15
16,Acapulco,Abierto Mexicano,2024-03-02,ATP500,Outdoor,Hard,Semifinals,3,Ruud C.,Rune H.,11,7,3120,3700,3,6,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.66,2.37,1.73,2.37,1.64,2.23,28,2.683420312340863,0.25372576423340065,3.0058155754971394,0.2358139919578003,50.625,38.484375,2.683420312340863,3.0058155754971394,0.25372576423340065,0.2358139919578003,0.17599581545810863,0.23521568326636363,1,Rune H.,FALSE,Rune H.,FALSE,0.5483028720626633,Ruud C.,TRUE,0.8240041845418914,0,0.7647843167336363,0,0.5483028720626633,1,-0.030033414957343053,16
17,Dubai,Dubai Tennis Championships,2024-02-27,ATP500,Outdoor,Hard,1st Round,3,Cazaux A.,Musetti L.,86,26,701,1480,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.5,2.78,1.5,2.9,1.43,2.75,23,2.1802443894033887,0.6218987488163589,2.3534289082164963,0.2552387602060151,0,0,2.1802443894033887,2.3534289082164963,0.6218987488163589,0.2552387602060151,0.3983487282318292,0.3983487282318292,1,Musetti L.,FALSE,Musetti L.,FALSE,0.6563245823389022,Cazaux A.,TRUE,0.6016512717681708,0,0.6016512717681708,0,0.6563245823389022,1,-0.03088772621597534,17
17,Dubai,Dubai Tennis Championships,2024-02-28,ATP500,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Mensik J.,24,87,1540,701,7,6,1,0,NA,NA,NA,NA,NA,NA,1,0,Retired,1.67,2.2,1.75,2.21,1.75,2.23,1.7,2.14,14,2.517662264079884,0.26073195619462913,3.46479222183567,0.6396938001463273,19.5,24,2.517662264079884,3.46479222183567,0.26073195619462913,0.6396938001463273,0.08517430863297223,0.07494986814296227,1,Mensik J.,FALSE,Mensik J.,FALSE,0.5684754521963824,Davidovich Fokina A.,TRUE,0.9148256913670277,0,0.9250501318570378,0,0.5684754521963824,1,-0.03088772621597534,17
18,Santiago,Chile Open,2024-02-27,ATP250,Indoor,Clay,1st Round,3,Seyboth Wild T.,Burruchaga R.,73,159,802,397,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.61,2.44,1.61,2.5,1.56,2.38,20,1.258814256947309,0.5082994732582493,1.5492455451335438,1.3235827385492105,0,0,1.258814256947309,1.5492455451335438,0.5082994732582493,1.3235827385492105,0.4188476973823404,0.4188476973823404,1,Burruchaga R.,FALSE,Burruchaga R.,FALSE,0.6203473945409429,Seyboth Wild T.,TRUE,0.5811523026176596,0,0.5811523026176596,0,0.6203473945409429,1,-0.03256986038296279,18
18,Santiago,Chile Open,2024-02-28,ATP250,Indoor,Clay,2nd Round,3,Moutet C.,Tirante T.A.,140,100,464,598,6,3,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.61,2.49,1.74,2.49,1.65,2.2,30,0.8592627961560947,0.4447320048330935,1.4606865749433315,0.9666554943957494,21.75,18.75,0.8592627961560947,1.4606865749433315,0.4447320048330935,0.9666554943957494,0.2859622019313991,0.3063229269555208,1,Tirante T.A.,FALSE,Tirante T.A.,FALSE,0.5483028720626633,Moutet C.,TRUE,0.7140377980686009,0,0.6936770730444792,0,0.5483028720626633,1,-0.03256986038296279,18
18,Santiago,Chile Open,2024-03-01,ATP250,Indoor,Clay,Quarterfinals,3,Tabilo A.,Darderi L.,51,80,951,747,6,0,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.75,2.22,1.75,2.35,1.66,2.18,18,2.0872274620850524,0.465824857829583,2.7512957809584484,0.6229037986325094,15,42.1875,2.0872274620850524,2.7512957809584484,0.465824857829583,0.6229037986325094,0.19661976757921729,0.09170024114651001,1,Darderi L.,FALSE,Darderi L.,FALSE,0.586734693877551,Tabilo A.,TRUE,0.8033802324207827,0,0.90829975885349,0,0.586734693877551,1,-0.03256986038296279,18
19,Indian Wells,BNP Paribas Open,2024-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,Eubanks C.,93,34,645,1234,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.48,2.82,1.53,2.82,1.48,2.67,22,1.616828242074375,0.33387836157319656,2.0482617898654913,0.2907946234287783,0,0,1.616828242074375,2.0482617898654913,0.33387836157319656,0.2907946234287783,0.1649242976459087,0.16492429764590869,1,Eubanks C.,FALSE,Eubanks C.,FALSE,0.6368038740920097,Nakashima B.,TRUE,0.8350757023540913,0,0.8350757023540913,0,0.6368038740920097,1,-0.03215197148582594,19
19,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Machac T.,Wawrinka S.,63,70,868,797,7,6,4,6,6,2,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.55,2.6,1.55,2.63,1.52,2.54,31,2.143825943442848,0.43447188941299975,2.2053774776393236,0.2889933289400884,0,0,2.143825943442848,2.2053774776393236,0.43447188941299975,0.2889933289400884,0.45305033435420733,0.4530503343542073,1,Wawrinka S.,FALSE,Wawrinka S.,FALSE,0.6368038740920097,Machac T.,TRUE,0.5469496656457926,0,0.5469496656457927,0,0.6368038740920097,1,-0.03215197148582594,19
19,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Lestienne C.,Kudla D.,100,179,606,342,3,6,6,2,6,4,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.87,2.02,1.87,2.1,1.79,2.02,27,0.7431845269907179,0.3893737863480932,1.7064911420850817,0.6088672961713543,0,0,0.7431845269907179,1.7064911420850817,0.3893737863480932,0.6088672961713543,0.09128536513217982,0.09128536513217982,1,Kudla D.,FALSE,Kudla D.,FALSE,0.5483028720626633,Lestienne C.,TRUE,0.9087146348678202,0,0.9087146348678202,0,0.5483028720626633,1,-0.03215197148582594,19
19,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Seyboth Wild T.,Wolf J.J.,65,94,820,640,6,2,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.64,2.39,1.65,2.43,1.6,2.35,15,1.3207652218629122,0.4812770350144997,2.027288183995512,0.2706292033066493,0,0,1.3207652218629122,2.027288183995512,0.4812770350144997,0.2706292033066493,0.10034483942702836,0.10034483942702835,1,Wolf J.J.,FALSE,Wolf J.J.,FALSE,0.6025316455696202,Seyboth Wild T.,TRUE,0.8996551605729717,0,0.8996551605729717,0,0.6025316455696202,1,-0.03215197148582594,19
19,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Muller A.,Grenier H.,88,146,689,455,7,6,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.89,2,1.89,2.02,1.82,1.98,25,1.423816319124083,0.3846812665597576,1.643356899993573,0.5995493722064493,0,0,1.423816319124083,1.643356899993573,0.3846812665597576,0.5995493722064493,0.3789677222447541,0.3789677222447541,1,Grenier H.,FALSE,Grenier H.,FALSE,0.5263157894736842,Muller A.,TRUE,0.6210322777552459,0,0.6210322777552459,0,0.5263157894736842,1,-0.03215197148582594,19
19,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Van De Zandschulp B.,131,82,485,750,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.68,2.3,1.7,2.3,1.64,2.24,17,1.9269633682804947,0.3518613166090833,2.069945141698908,0.2681207517041469,0,0,1.9269633682804947,2.069945141698908,0.3518613166090833,0.2681207517041469,0.37326644481130195,0.37326644481130195,1,Van De Zandschulp B.,FALSE,Van De Zandschulp B.,FALSE,0.586734693877551,Shapovalov D.,TRUE,0.6267335551886981,0,0.6267335551886981,0,0.586734693877551,1,-0.03215197148582594,19
19,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Mensik J.,16,81,2145,751,4,6,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.5,2.77,1.5,2.77,1.48,2.66,29,2.491966130295789,0.24872232028414892,3.245969384979581,0.569004010625728,0,10.6875,2.491966130295789,3.245969384979581,0.24872232028414892,0.569004010625728,0.11233647484254604,0.08235901211078192,1,Mensik J.,FALSE,Mensik J.,FALSE,0.6368038740920097,Shelton B.,TRUE,0.887663525157454,0,0.9176409878892181,0,0.6368038740920097,1,-0.03215197148582594,19
20,Miami,Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Van Assche L.,Kotov P.,80,67,736,823,6,3,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.67,2.31,1.75,2.36,1.66,2.21,21,1.3734943347351718,0.3542449035245363,2.0877267083129656,0.316807651691863,0,0,1.3734943347351718,2.0877267083129656,0.3542449035245363,0.316807651691863,0.0664354905069608,0.06643549050696079,1,Kotov P.,FALSE,Kotov P.,FALSE,0.5483028720626633,Van Assche L.,TRUE,0.9335645094930392,0,0.9335645094930392,0,0.5483028720626633,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Darderi L.,126,75,505,771,6,3,6,7,6,4,NA,NA,NA,NA,2,1,Completed,1.25,4,1.25,4.37,1.3,4.37,1.24,3.95,32,1.9491363977142544,0.33933420651328583,2.676925194124721,0.5517949711191092,0,0,1.9491363977142544,2.676925194124721,0.33933420651328583,0.5517949711191092,0.1306118272073824,0.1306118272073824,1,Darderi L.,FALSE,Darderi L.,FALSE,0.7619047619047619,Shapovalov D.,TRUE,0.8693881727926176,0,0.8693881727926176,0,0.7619047619047619,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Altmaier D.,Mayot H.,54,141,951,472,6,2,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.81,2.1,1.82,2.12,1.76,2.04,20,1.627931603727837,0.2897688592730578,2.2677349539444784,0.695369062724263,0,0,1.627931603727837,2.2677349539444784,0.2897688592730578,0.695369062724263,0.1978567148076036,0.1978567148076036,1,Mayot H.,FALSE,Mayot H.,FALSE,0.5483028720626633,Altmaier D.,TRUE,0.8021432851923964,0,0.8021432851923964,0,0.5483028720626633,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Ofner S.,Nishikori K.,40,351,1076,143,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.87,2.03,1.87,2.1,1.8,2,19,1.954131165292116,0.31400349096244773,2.9936602692602157,1.1178481750100588,0,0,1.954131165292116,2.9936602692602157,0.31400349096244773,1.1178481750100588,0.18531684723443,0.18531684723443,1,Nishikori K.,FALSE,Nishikori K.,FALSE,0.5263157894736842,Ofner S.,TRUE,0.81468315276557,0,0.81468315276557,0,0.5263157894736842,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Koepfer D.,Baez S.,50,19,1002,1990,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.38,1.62,2.29,17,1.902199463295972,0.4339466766111671,2.412311743520873,0.23225162323055337,15.1875,0,1.902199463295972,2.412311743520873,0.4339466766111671,0.23225162323055337,0.1500044453531287,0.22312856370794082,1,Baez S.,FALSE,Baez S.,FALSE,0.586734693877551,Koepfer D.,TRUE,0.8499955546468713,0,0.7768714362920592,0,0.586734693877551,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Etcheverry T.,62,30,870,1325,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.59,2.49,1.59,2.57,1.55,2.42,22,1.995754028927938,0.31201312499007666,2.165797434548628,0.25299541012809484,12.234375,0,1.995754028927938,2.165797434548628,0.31201312499007666,0.25299541012809484,0.3360328261851683,0.4283254559492843,1,Etcheverry T.,FALSE,Etcheverry T.,FALSE,0.6025316455696202,Murray A.,TRUE,0.6639671738148317,0,0.5716745440507157,0,0.6025316455696202,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Machac T.,Arnaldi M.,60,38,891,1096,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.75,2.21,1.92,2.21,1.76,2.05,18,2.160167995270172,0.41257723986135847,2.3020539959433206,0.2986883684218173,20.8125,19.546875,2.160167995270172,2.3020539959433206,0.41257723986135847,0.2986883684218173,0.3902895964305398,0.3999895961386141,1,Arnaldi M.,FALSE,Arnaldi M.,FALSE,0.5263157894736842,Machac T.,TRUE,0.6097104035694603,0,0.6000104038613858,0,0.5263157894736842,1,-0.03206844045996371,20
20,Miami,Miami Open,2024-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Medvedev D.,3,4,8310,7765,6,1,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.56,2.6,1.56,2.65,1.5,2.55,15,4.113497369510937,0.23580751941045275,4.124502546156974,0.23171623672969244,18.140625,23.765625,4.113497369510937,4.124502546156974,0.23580751941045275,0.23171623672969244,0.486722339254582,0.44188678973534185,1,Medvedev D.,FALSE,Medvedev D.,FALSE,0.6368038740920097,Sinner J.,TRUE,0.5132776607454179,0,0.5581132102646582,0,0.6368038740920097,1,-0.03206844045996371,20
21,Estoril,Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Pouille L.,62,241,871,252,0,6,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.45,2.93,1.53,2.93,1.46,2.69,28,1.5372619968107255,0.3292662247749824,1.5794422902591585,0.8934326699934692,0,0,1.5372619968107255,1.5794422902591585,0.3292662247749824,0.8934326699934692,0.4823330883933074,0.48233308839330746,1,Pouille L.,FALSE,Pouille L.,FALSE,0.6368038740920097,Borges N.,TRUE,0.5176669116066925,0,0.5176669116066925,0,0.6368038740920097,1,-0.035360834273572485,21
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Altmaier D.,77,54,741,955,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.14,18,1.4106473389209504,0.4358433856996348,1.6511798985161863,0.2842428850000073,0,0,1.4106473389209504,1.6511798985161863,0.4358433856996348,0.2842428850000073,0.3219472348288521,0.3219472348288521,1,Altmaier D.,FALSE,Altmaier D.,FALSE,0.5483028720626633,Martinez P.,TRUE,0.6780527651711479,0,0.6780527651711479,0,0.5483028720626633,1,-0.035360834273572485,21
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Bautista Agut R.,77,93,741,654,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.71,2.23,1.75,2.25,1.7,2.14,22,1.4106473389209504,0.4358433856996348,1.9971839791767791,0.2871361035612918,13.5,8.015625,1.4106473389209504,1.9971839791767791,0.4358433856996348,0.2871361035612918,0.130550418931709,0.1541822239442531,1,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,0.5483028720626633,Martinez P.,TRUE,0.869449581068291,0,0.8458177760557469,0,0.5483028720626633,1,-0.035360834273572485,21
22,Houston,U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,Hijikata R.,92,80,655,723,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.33,3.4,1.33,3.64,1.35,3.64,1.32,3.35,17,1.6241729386075388,0.3276059956533525,1.923386432994904,0.3304331696732448,9.5625,19.5,1.6241729386075388,1.923386432994904,0.3276059956533525,0.3304331696732448,0.2600979033783848,0.19865327040756603,1,Hijikata R.,FALSE,Hijikata R.,FALSE,0.7188160676532769,Nakashima B.,TRUE,0.7399020966216152,0,0.8013467295924339,0,0.7188160676532769,1,-0.03514697006588079,22
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Mmoh M.,30,123,1310,507,6,3,0,1,NA,NA,NA,NA,NA,NA,1,0,Retired,1.36,3.2,1.35,3.5,1.4,3.5,1.34,3.19,10,2.1410620297354153,0.25308916067957105,2.171748689443964,0.37568626350793966,15,23.859375,2.1410620297354153,2.171748689443964,0.25308916067957105,0.37568626350793966,0.47299495084653354,0.3966350608859671,1,Mmoh M.,FALSE,Mmoh M.,FALSE,0.7017543859649122,Etcheverry T.,TRUE,0.5270050491534665,0,0.6033649391140329,0,0.7017543859649122,1,-0.03514697006588079,22
