tournament_set,n_tournaments_used,n_matches,acc_ttt,acc_book,brier_ttt,brier_book,logloss_ttt,logloss_book,calratio_ttt,calratio_book,preds_file
ATP250,39,1033,61.08,66.12,0.2445,0.2141,0.6971,0.6166,0.5536,0.5662,TTT_predictions_ATP250.csv
