ATP,player,SurfTag,mu_surface,sigma_surface,mov_w_scale,mov_w_cap
1,Basilashvili N.,HARD,3.5793910017189363,0.7955953359865674,0.35,3
1,Rinderknech A.,HARD,6.735167613091263,0.3975299657899171,0.35,3
1,Coric B.,HARD,8.266877617135913,0.33158678091641947,0.35,3
1,Cachin P.,CLAY,10.65504882917443,0.2954428680945714,0.35,3
1,Djere L.,CLAY,11.01017845237252,0.28765941521241184,0.35,3
1,Munar J.,CLAY,10.492419025746912,0.31077088501596606,0.35,3
1,Carballes Baena R.,CLAY,9.960775816985471,0.33157671961827173,0.35,3
1,Etcheverry T.,CLAY,11.453057695023409,0.28413801544781014,0.35,3
1,Ugo Carabelli C.,CLAY,8.99842214451529,0.8308034596908591,0.35,3
1,Diaz Acosta F.,CLAY,9.502096833277134,0.8887657200239246,0.35,3
1,Varillas J. P.,CLAY,10.63232945424564,0.5102259575198108,0.35,3
1,Thiem D.,CLAY,9.90405478305799,0.34082357397036867,0.35,3
1,Norrie C.,CLAY,11.924430895508051,0.35326355635913004,0.35,3
1,Alcaraz C.,CLAY,13.543254695133507,0.35736628882725646,0.35,3
1,Musetti L.,CLAY,11.646085451608698,0.2955750073343745,0.35,3
1,Borges N.,HARD,5.988550782479538,0.5756276196000948,0.35,3
1,Vukic A.,HARD,7.885268171860283,0.3479621607813564,0.35,3
1,Pecotic M.,HARD,8.309606126405988,0.9019910699322399,0.35,3
1,Wawrinka S.,HARD,8.933074369299746,0.3129145242884706,0.35,3
1,Brouwer G.,HARD,8.856177180501373,0.542503935701265,0.35,3
1,O Connell C.,HARD,7.855498123289452,0.37408001467187224,0.35,3
1,Broady L.,HARD,7.610779082623055,1.1093161788334975,0.35,3
1,Muller A.,HARD,7.384426172027749,0.523354298547147,0.35,3
1,Bublik A.,HARD,8.017498369072007,0.30524804459350524,0.35,3
1,Ritschard A.,HARD,2.6438902720503865,3.5837776647112727,0.35,3
1,Riedi L.,HARD,7.33031746641982,0.8546758072353219,0.35,3
1,Molcan A.,CLAY,10.159888468994687,0.3842086651048593,0.35,3
1,Martinez P.,CLAY,8.338565674643306,0.6853394183588893,0.35,3
1,Monteiro T.,CLAY,9.313043770735382,0.4346980689745278,0.35,3
1,Jarry N.,CLAY,11.906259541654709,0.312947623611217,0.35,3
1,Galan D.E.,CLAY,8.880577331289489,0.3850431763093137,0.35,3
1,Varillas J.P.,CLAY,9.767677262000829,0.4847478220856851,0.35,3
1,Fognini F.,CLAY,10.149695450644243,0.46652610753688617,0.35,3
1,Lopez F.,HARD,8.382712701180614,0.9755727084698433,0.35,3
1,Berrettini M.,HARD,8.53362878995003,0.4173527928615047,0.35,3
1,Ymer E.,HARD,8.37443023320861,0.5061549367317288,0.35,3
1,Nakashima B.,HARD,8.464884437725244,0.32468457954665303,0.35,3
1,Berrettini J.,HARD,-3.045455710909433,5.522089611553493,0.35,3
1,Kotov P.,HARD,8.357957873042384,0.34940528713716007,0.35,3
1,Hanfmann Y.,CLAY,11.262982865852504,0.2916692023184334,0.35,3
1,Bonadio R.,CLAY,8.874628833886081,0.8545929120655205,0.35,3
1,Ivashka I.,HARD,7.783154804781926,0.3930595555144975,0.35,3
1,Cachin P.,HARD,3.660627408193719,0.8517197990303155,0.35,3
1,Garin C.,HARD,8.589911981644349,0.44129787437396484,0.35,3
1,Tabilo A.,HARD,8.768201249483994,0.6209019316563694,0.35,3
1,Wu T.L.,HARD,7.1617188766525475,0.7995201958033208,0.35,3
1,Struff J.L.,HARD,8.023944123341982,0.44679344016192196,0.35,3
1,Pella G.,HARD,6.70227210716548,0.697875884176889,0.35,3
1,Baez S.,HARD,8.429595376965217,0.31435684456363516,0.35,3
1,Alcaraz C.,HARD,11.261177535570448,0.2791674127560506,0.35,3
1,Bagnis F.,HARD,-3.0243009997779335,5.518432650166697,0.35,3
1,Lajovic D.,HARD,9.205558034845419,0.346526541535119,0.35,3
1,Nava E.,HARD,8.043191622596378,0.9436158477820352,0.35,3
1,Kovacevic A.,HARD,6.720580710042588,0.5649726416127877,0.35,3
1,Monteiro T.,HARD,5.211541244440071,0.7392205632204736,0.35,3
1,Kecmanovic M.,CLAY,10.228304715317876,0.37400951194064247,0.35,3
1,Shelton B.,CLAY,2.3925951780753456,2.71562162368652,0.35,3
1,Van Assche L.,CLAY,9.326885129169625,0.5266486309078853,0.35,3
1,Rodionov J.,CLAY,8.761720264840646,0.7134950887443201,0.35,3
1,Halys Q.,CLAY,11.520865490185416,0.6805909177286713,0.35,3
1,Ruud C.,CLAY,12.247185245739574,0.29525621461994905,0.35,3
1,Davidovich Fokina A.,CLAY,11.104053635805988,0.37963593138359003,0.35,3
1,Kudla D.,CLAY,1.9276289194662948,3.6825673101358674,0.35,3
1,Brouwer G.,CLAY,9.807368335305657,0.799629209427094,0.35,3
1,Kubler J.,CLAY,9.121366562269413,0.5775611407885901,0.35,3
1,Johnson S.,CLAY,8.97792609395409,1.2941354946728147,0.35,3
1,Wolf J.J.,CLAY,9.755447822208511,0.5838609869654384,0.35,3
1,Giron M.,CLAY,10.65410569184956,0.4025316277731972,0.35,3
1,Machac T.,CLAY,10.656147801415342,0.873797945157134,0.35,3
1,Purcell M.,CLAY,8.032361612809312,0.8087033864744587,0.35,3
1,Tiafoe F.,CLAY,11.427791353749669,0.43861208552183467,0.35,3
1,Gaston H.,CLAY,8.381351071829371,0.6654217284699124,0.35,3
1,Passaro F.,CLAY,9.155882469335182,0.7201584299346592,0.35,3
1,Popyrin A.,CLAY,11.016540809784498,0.3901263035286667,0.35,3
1,Vavassori A.,CLAY,9.482920651889982,0.5628339117293288,0.35,3
1,Kotov P.,CLAY,9.759799548441762,0.5509005476693876,0.35,3
1,Kuzmanov D.,CLAY,9.419670160528632,1.2301181925047735,0.35,3
1,Ymer E.,CLAY,-3.7147344345395417,2.952134617521032,0.35,3
1,O Connell C.,CLAY,9.601558580032659,0.40490443480929944,0.35,3
1,Muller A.,CLAY,9.078993820354496,0.5288005569787033,0.35,3
1,Bonzi B.,CLAY,9.1304684464063,0.6710207139003098,0.35,3
1,Griekspoor T.,CLAY,1.7930579604595844,3.1616516952730462,0.35,3
1,Evans D.,CLAY,10.54497297812607,0.40744308503372473,0.35,3
1,Hurkacz H.,CLAY,9.641637471682065,0.53917492973491,0.35,3
1,Van De Zandschulp B.,CLAY,10.749897852721006,0.4289879433441799,0.35,3
1,Wawrinka S.,CLAY,10.609086644768144,0.3940295125076455,0.35,3
1,Draper J.,CLAY,10.587033146369945,0.5679090740037819,0.35,3
1,Struff J.L.,CLAY,11.537308461796181,0.3974529365292267,0.35,3
1,Berrettini M.,CLAY,15.816758029836485,2.969817418932558,0.35,3
1,Gakhov I.,CLAY,-1.5253604846271924,6.618192938616829,0.35,3
1,Schwartzman D.,CLAY,8.55693776782223,0.4262287263168453,0.35,3
1,De Minaur A.,CLAY,10.006011214339766,0.503748316583186,0.35,3
1,Bautista Agut R.,CLAY,9.721937762621534,0.48013060635603977,0.35,3
1,Lehecka J.,CLAY,10.368427367082736,0.3996551820806987,0.35,3
1,Dimitrov G.,CLAY,11.234230455480736,0.4383595109064472,0.35,3
1,Sonego L.,CLAY,9.953049054224985,0.46035103674495204,0.35,3
1,Zverev A.,CLAY,11.95590650281947,0.3366257502937862,0.35,3
1,Khachanov K.,CLAY,11.840896563064353,0.41413831254408634,0.35,3
1,Nardi L.,CLAY,-0.24441266883591867,3.001313231630575,0.35,3
1,Ivashka I.,CLAY,8.82697627896219,0.5440302206489934,0.35,3
1,Rublev A.,CLAY,12.708599805755831,0.3344733303652612,0.35,3
1,Djokovic N.,CLAY,13.053852793508447,0.4207257724354275,0.35,3
1,Tsitsipas S.,CLAY,12.521940153717347,0.3614466414332762,0.35,3
1,Sinner J.,CLAY,12.962697860234096,0.5980274166315396,0.35,3
1,Medvedev D.,CLAY,12.548458949113833,0.4412578515326735,0.35,3
1,Fritz T.,CLAY,11.84868482206446,0.40097703746083146,0.35,3
1,Rune H.,CLAY,12.628824129184103,0.3757458684356942,0.35,3
1,Ruusuvuori E.,CLAY,10.53837672246001,0.4966150269955247,0.35,3
1,Borges N.,CLAY,9.52223099593435,0.5701951187778364,0.35,3
1,Kovalik J.,CLAY,10.392301518065844,0.6401686426594664,0.35,3
1,Shevchenko A.,CLAY,10.381226362925833,0.4224953210760134,0.35,3
1,Arnaldi M.,CLAY,10.50053851126907,0.39826044472246774,0.35,3
1,Gomez E.,CLAY,-2.7004830534819915,5.618104951557657,0.35,3
1,Goffin D.,CLAY,5.1812216668893685,1.546763362352243,0.35,3
1,Shapovalov D.,CLAY,11.138984001227445,0.6097570245729941,0.35,3
1,Nishioka Y.,CLAY,10.033218372013117,0.587298729657895,0.35,3
1,Shelbayh A.,CLAY,3.5610526706466255,2.8810563852055293,0.35,3
1,Albot R.,CLAY,9.18214735397381,0.7580486548282734,0.35,3
1,Gasquet R.,CLAY,7.541370891943304,0.6273843010543293,0.35,3
1,Dzumhur D.,CLAY,2.697274433185015,3.4745546910621874,0.35,3
1,Barrere G.,CLAY,9.85789937809792,0.5002438787891391,0.35,3
1,Cobolli F.,CLAY,8.918433691998652,0.7136168109105409,0.35,3
1,Otte O.,CLAY,9.441104305112168,0.5933681076112025,0.35,3
1,Fucsovics M.,CLAY,9.310416280289829,0.5915669780495394,0.35,3
1,Huesler M.A.,CLAY,1.0812449525193688,2.940965695038198,0.35,3
1,Ritschard A.,CLAY,10.118591116275207,0.7395027982704488,0.35,3
1,Karatsev A.,CLAY,11.348085089038644,0.40776234003345263,0.35,3
1,Bublik A.,CLAY,8.55510674053376,0.6394300897340757,0.35,3
1,Grenier H.,CLAY,7.622532372291807,0.7629069691053736,0.35,3
1,Safiullin R.,CLAY,10.757983679044326,0.5412620288724536,0.35,3
1,Zhang Zh.,CLAY,10.572207379787672,0.3488626104401171,0.35,3
1,Watanuki Y.,CLAY,6.280172841213284,2.433221766863569,0.35,3
1,Altmaier D.,CLAY,10.375967836970784,0.36297868093671526,0.35,3
1,Coric B.,CLAY,11.50744643080321,0.41186947007921143,0.35,3
1,Wu Y.,CLAY,8.187958215145416,0.5989237736608852,0.35,3
1,Fils A.,CLAY,11.36248003319644,0.42785883098443434,0.35,3
1,Kokkinakis T.,CLAY,11.072573799126273,0.5804205127343024,0.35,3
1,Rinderknech A.,CLAY,9.850210534785141,0.5197793349207726,0.35,3
1,Marozsan F.,CLAY,11.648782832632719,0.6267474683997933,0.35,3
1,Eubanks C.,CLAY,3.2750608533790606,3.8134164646892184,0.35,3
1,Mannarino A.,CLAY,-1.03312380546183,2.5877774728809726,0.35,3
1,Nakashima B.,CLAY,9.3066634986542,0.6547352645626691,0.35,3
1,Ymer M.,CLAY,9.070156663587767,1.0638889852940139,0.35,3
1,Llamas Ruiz P.,CLAY,8.529791658747747,0.9625158600681989,0.35,3
1,Paul T.,CLAY,9.292519519126822,0.5798844064974984,0.35,3
1,Auger-Aliassime F.,CLAY,9.12630485051602,0.8099678433539107,0.35,3
1,Ofner S.,CLAY,10.0048993663025,0.5482722304748877,0.35,3
1,Korda S.,CLAY,1.0661331054424483,3.3133619028810886,0.35,3
1,Moutet C.,CLAY,-0.17220745760461376,2.989303864245554,0.35,3
1,Humbert U.,CLAY,5.254554253606275,1.8301049825207776,0.35,3
1,Pouille L.,CLAY,10.28365176462989,0.9615175115162925,0.35,3
1,Daniel T.,CLAY,9.116843048735415,0.6426716828167756,0.35,3
1,Tirante T.A.,CLAY,10.67510202223607,0.8448893335723322,0.35,3
1,Olivieri G.,CLAY,10.311120937027141,1.1471568406405048,0.35,3
1,Zeppieri G.,CLAY,9.4189745595106391,0.8804093763701378,0.35,3
1,Seyboth Wild T.,CLAY,10.013130138290268,0.6541131296118027,0.35,3
1,Monfils G.,CLAY,-2.6116560672783242,5.708055050212869,0.35,3
1,Huesler M.A.,GRASS,5.730131428883309,0.9547947433307126,0.35,3
1,Humbert U.,GRASS,-1.4042909483659007,0.8671397348708983,0.35,3
1,Raonic M.,GRASS,5.695609873338519,1.0200734429332579,0.35,3
1,Hijikata R.,GRASS,7.163738280459842,0.8182807746148364,0.35,3
1,Thompson J.,GRASS,7.9501457440825725,0.5511945644074601,0.35,3
1,Bublik A.,GRASS,12.872968787701994,0.6174788434199917,0.35,3
1,Ruusuvuori E.,GRASS,10.274659231103293,0.7601365717499481,0.35,3
1,Griekspoor T.,GRASS,10.35862147845359,0.6876328908995413,0.35,3
1,Popyrin A.,GRASS,3.594179975983206,1.501521306847318,0.35,3
1,Mcdonald M.,GRASS,6.02668158950534,0.6760343982060698,0.35,3
1,Mannarino A.,GRASS,9.280074549120712,0.4748381694434733,0.35,3
1,Djere L.,GRASS,6.7898726427422185,0.938095871644826,0.35,3
1,Sinner J.,GRASS,11.54836266468171,0.6657499509928085,0.35,3
1,De Minaur A.,GRASS,10.397741653556142,0.6460427396751799,0.35,3
1,Lehecka J.,GRASS,9.708346539319978,0.7092383711718148,0.35,3
1,Musetti L.,GRASS,9.374511472753424,0.7420138358498198,0.35,3
1,Sonego L.,GRASS,8.667988088488396,0.6428941097257449,0.35,3
1,Gasquet R.,GRASS,6.763443611762516,0.7091763274217734,0.35,3
1,Watanuki Y.,GRASS,7.250742138379703,1.2534663483392647,0.35,3
1,Barrere G.,GRASS,7.228672103103789,0.5801594231711463,0.35,3
1,Karatsev A.,GRASS,5.749130840052952,0.8930047535376823,0.35,3
1,O Connell C.,GRASS,8.799002929820798,0.6554342892352897,0.35,3
1,Struff J.L.,GRASS,12.224648798312893,0.9241636635936129,0.35,3
1,Fucsovics M.,GRASS,10.113501244535597,0.7185000826468286,0.35,3
1,Wu Y.,GRASS,-0.5646159891659472,2.817283739255493,0.35,3
1,Paul T.,GRASS,7.838830407393355,0.6607185003568707,0.35,3
1,Hurkacz H.,GRASS,11.535156195285586,0.8801324480420376,0.35,3
1,Tiafoe F.,GRASS,10.2610134710302,0.6387954564351712,0.35,3
1,Fritz T.,GRASS,5.870593639796255,0.732634151699223,0.35,3
1,Nakashima B.,GRASS,5.267629735729234,0.9185937094466499,0.35,3
1,Shapovalov D.,GRASS,7.824353828075031,0.6837881571600863,0.35,3
1,Jarry N.,GRASS,7.797896749785737,0.7370755313261961,0.35,3
1,Tsitsipas S.,GRASS,7.842268168220321,0.6523281202985136,0.35,3
1,Medvedev D.,GRASS,10.653113250262125,0.6069967031344062,0.35,3
1,Bautista Agut R.,GRASS,11.754225410270012,1.1278386475797342,0.35,3
1,Hanfmann Y.,GRASS,7.074960255385117,0.8829107477050238,0.35,3
1,Rublev A.,GRASS,13.5268402591941,0.7953681378064298,0.35,3
1,Zverev A.,GRASS,9.773790670329616,0.7964949531233922,0.35,3
1,Peniston R.,GRASS,0.9464472502364754,1.3445309964830516,0.35,3
1,Norrie C.,GRASS,8.032783802566854,0.8235855025716782,0.35,3
1,Shelton B.,GRASS,4.748044035195391,1.3681216634562334,0.35,3
1,Korda S.,GRASS,9.368809601786394,0.8297122997578279,0.35,3
1,Schwartzman D.,GRASS,7.946234253763837,1.002148243246024,0.35,3
1,Cerundolo F.,GRASS,8.675990126259851,0.6795491849768042,0.35,3
1,Rune H.,GRASS,11.100541524842045,0.8381848071504744,0.35,3
1,Alcaraz C.,GRASS,17.12202666084786,2.187299286006297,0.35,3
1,Dimitrov G.,GRASS,11.754445679485656,0.7915640880233931,0.35,3
1,Baez S.,GRASS,-1.9412871032924595,3.0446311764278398,0.35,3
1,Wolf J.J.,GRASS,2.4795638080317404,1.754342695788894,0.35,3
1,Kecmanovic M.,GRASS,4.05481868960848,0.9640582819362816,0.35,3
1,Van Assche L.,GRASS,-7.652323513352664,4.419695880960344,0.35,3
1,Vukic A.,GRASS,3.216091500552338,0.9039734125517248,0.35,3
1,Broady L.,GRASS,3.053642618023005,1.1508142528457073,0.35,3
1,Ymer M.,GRASS,4.560953542727219,0.7380306656658109,0.35,3
1,Cressy M.,GRASS,4.840107680825129,0.8884036854782531,0.35,3
1,Zhang Zh.,GRASS,8.285491463112074,0.8571608858960869,0.35,3
1,Moutet C.,GRASS,6.839309153953784,0.5620217060839288,0.35,3
1,Pella G.,GRASS,5.199100679556003,1.5358893933271724,0.35,3
1,Kotov P.,GRASS,5.923889841082453,1.1097500095694612,0.35,3
1,Safiullin R.,GRASS,8.417430234365519,0.7065950175035292,0.35,3
1,Carballes Baena R.,GRASS,1.1531970770791493,2.93022080346706,0.35,3
1,Eubanks C.,GRASS,9.106757579471319,0.52895617696355135,0.35,3
1,Harris L.,GRASS,7.422369915860407,0.6725429123295658,0.35,3
1,Lestienne C.,GRASS,-1.6812683462906555,1.168959318860477,0.35,3
1,Rinderknech A.,GRASS,1.0045085832468765,1.3839033558725322,0.35,3
1,Lopez F.,GRASS,-2.6927859529878604,4.1373562927819165,0.35,3
1,Barrios M.,GRASS,3.0927852129590487,2.4820913455825986,0.35,3
1,Marterer M.,GRASS,7.286405807861619,2.5573830176461914,0.35,3
1,Djokovic N.,GRASS,19.01642223586133,2.27928930698438,0.35,3
1,Mmoh M.,GRASS,0.18709413025093882,3.4521880914996257,0.35,3
1,Goffin D.,GRASS,8.856844251369127,1.859121668507712,0.35,3
1,Munar J.,GRASS,7.9880900668050625,0.957168069441958,0.35,3
1,Ruud C.,GRASS,-1.6660883213366484,2.380490069070546,0.35,3
1,Choinski J.,GRASS,-1.6484989068562332,2.4501355653234818,0.35,3
1,Otte O.,GRASS,-0.211808340608826,2.5462377120402713,0.35,3
1,Wawrinka S.,GRASS,13.435715240242093,1.7356219449819572,0.35,3
1,Galan D.E.,GRASS,4.9018262435394835,0.9443198788991314,0.35,3
1,Murray A.,GRASS,5.19810433397684,1.5512049339685006,0.35,3
1,Halys Q.,GRASS,7.484226607961581,1.7869591510300673,0.35,3
1,Etcheverry T.,GRASS,-2.8538592277276122,2.5804006845693235,0.35,3
1,Stricker D.,GRASS,6.814268559592057,1.6241777519939964,0.35,3
1,Muller A.,GRASS,6.923661866152333,3.701095205151638,0.35,3
1,Mayot H.,GRASS,0.18275479668678793,2.985508975267088,0.35,3
1,Vesely J.,GRASS,9.156825391480245,0.8938437575740332,0.35,3
1,Giron M.,GRASS,0.043662313664107846,2.972218953930354,0.35,3
1,Ivashka I.,GRASS,0.7278820516458145,2.7219649654383664,0.35,3
1,Davidovich Fokina A.,GRASS,2.471338095081839,2.3533216100033214,0.35,3
1,Van De Zandschulp B.,GRASS,-6.7581506305977515,4.345538032454662,0.35,3
1,Kubler J.,GRASS,-2.1844196913011196,0.8956758661685639,0.35,3
1,Berrettini M.,GRASS,10.173425377241422,0.6617805510318261,0.35,3
1,Misolic F.,CLAY,9.785954134357887,0.6535625842873234,0.35,3
1,Borg L.,CLAY,3.2563415028124605,3.1603304472973544,0.35,3
1,Bergs Z.,CLAY,10.232668767163885,0.7597998157295204,0.35,3
1,Medjedovic H.,CLAY,10.078502382067349,0.4872426173658501,0.35,3
1,Bagnis F.,CLAY,7.723339058427288,0.6316079713893492,0.35,3
1,Stricker D.,CLAY,8.978317868280245,0.747723067290849,0.35,3
1,Michelsen A.,GRASS,8.080824542442537,0.7389495565047948,0.35,3
1,Isner J.,GRASS,7.422946595650214,0.7402537329811848,0.35,3
1,Brouwer G.,GRASS,-7.157704151724062,2.0914623426711083,0.35,3
1,Duckworth J.,GRASS,2.677059199308968,2.3552637992925503,0.35,3
1,Quinn E.,GRASS,1.6938041330990818,3.0071984209600697,0.35,3
1,Anderson K.,GRASS,-3.293932727608737,1.3654480970726006,0.35,3
1,Tu L.,GRASS,4.101192310419591,1.01423690686001,0.35,3
