tournament_set,n_tournaments_used,n_matches,acc_ttt,acc_book,brier_ttt,brier_book,logloss_ttt,logloss_book,calratio_ttt,calratio_book,preds_file,xlsx_file
ATP250,39,1033,60.79,66.12,0.2353,0.2141,0.663,0.6166,0.5309,0.5662,Ordinal_TTT_predictions_TOP100_ATP250.csv,Global_TTT_ordinal_predictions_TOP100_FROMCSV_ATP250.xlsx
