tournament_set,elo_scale,n_tournaments_used,n_matches,acc_ttt,acc_book,acc_elo,brier_ttt,brier_book,brier_elo,logloss_ttt,logloss_book,logloss_elo
ATP500,400,12,182,63.74,68.13,63.74,0.2601,0.1997,0.2494,1.1032,0.5865,0.692
