player,mu_generic,sigma_generic,ATP,mov_w_scale,mov_w_cap
Schwartzman D.,2.038980982327315,0.2432824420539103,1,0.35,3
Jarry N.,3.840802055252912,0.2100241707225955,1,0.35,3
Carreno Busta P.,1.5848073254535422,0.713115919374011,1,0.35,3
Fritz T.,4.258026723158704,0.19575538365446582,1,0.35,3
Rune H.,3.7900110933198223,0.1939397481043444,1,0.35,3
Murray A.,2.7593684350951317,0.2619475873951599,1,0.35,3
Zverev A.,4.340812704448381,0.17401212431161614,1,0.35,3
De Minaur A.,3.8631195199974844,0.1888156045760122,1,0.35,3
Ruud C.,3.728210016239413,0.20552860554109675,1,0.35,3
Ruusuvuori E.,3.1655432120196103,0.2292520413621883,1,0.35,3
Humbert U.,3.4257320138641676,0.21083329402762546,1,0.35,3
Kudla D.,1.6454651393439332,0.5347184832904446,1,0.35,3
Mannarino A.,3.416227004499784,0.18714158856452964,1,0.35,3
Holt B.,-2.746446540485495,2.2493529762964117,1,0.35,3
Couacaud E.,1.350135273320043,0.7437865269071726,1,0.35,3
Cressy M.,1.7016564230232603,0.2922020597505367,1,0.35,3
Zapata Miralles B.,2.1358548244394764,0.2408051344010307,1,0.35,3
Lajovic D.,2.9356584274618083,0.2162888655657357,1,0.35,3
Cerundolo J.M.,1.6727392976333346,0.36152647376744507,1,0.35,3
Darderi L.,1.3076956820565275,0.799205020291642,1,0.35,3
Coria F.,1.8569399709926804,0.3256227747945942,1,0.35,3
Barrios M.,1.5258588972921032,0.49213395099367385,1,0.35,3
Garin C.,2.6501716400533364,0.26882264234564063,1,0.35,3
Delbonis F.,2.7748025977678688,1.0010068137655779,1,0.35,3
Pella G.,1.7775421508856413,0.30648456030740556,1,0.35,3
Sousa J.,0.20460264004113646,0.5863142352404472,1,0.35,3
Dellien H.,1.250632336534933,0.35004528965236587,1,0.35,3
Baez S.,2.9325033166246763,0.2007478058397612,1,0.35,3
Ramos-Vinolas A.,1.9233761278462893,0.2558665457163409,1,0.35,3
Sock J.,1.748879854028487,0.6034140969936742,1,0.35,3
Thompson J.,2.767529566207346,0.22858240567628774,1,0.35,3
Albot R.,1.4881950078185535,0.35808926438141664,1,0.35,3
Wu Y.,2.396096098288135,0.2770993445498888,1,0.35,3
Isner J.,2.2002098180574077,0.33223073579386386,1,0.35,3
Gomez E.,1.0389334160613035,0.5834355284356395,1,0.35,3
Altmaier D.,2.112505872418134,0.2495330443494515,1,0.35,3
